"Title","Phonics attainments for children aged 5 to 7 (key stage 1)"
"Location","England"
"Time period","2016/17"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2017"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","2018-08-01"
"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Local_Authority","Local_Authority_Code","Gender","Value","Value_Type","Denominator"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Sefton","E08000014","Girls","82","%","1408"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Salford","E08000006","Girls","85","%","1533"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Tameside","E08000008","Girls","82","%","1567"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South East","Windsor and Maidenhead","E06000040","Girls","84","%","839"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South East","Portsmouth","E06000044","Girls","82","%","1183"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South East","Bracknell Forest","E06000036","Girls","88","%","735"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South East","Surrey","E10000030","Girls","86","%","6572"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South East","West Sussex","E10000032","Girls","84","%","4688"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South East","Slough","E06000039","Girls","89","%","1187"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South East","Surrey","E10000030","Girls","85","%","6479"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South East","Milton Keynes","E06000042","Girls","84","%","1890"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South East","Bracknell Forest","E06000036","Girls","87","%","737"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South East","Buckinghamshire","E10000002","Girls","83","%","3152"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South East","Slough","E06000039","Girls","84","%","1234"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South East","Brighton and Hove","E06000043","Girls","83","%","1381"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South East","Oxfordshire","E10000025","Girls","85","%","3884"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South East","Buckinghamshire","E10000002","Girls","85","%","3221"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South East","East Sussex","E10000011","Girls","85","%","2781"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South East","Isle of Wight","E06000046","Girls","82","%","677"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South East","Wokingham","E06000041","Girls","85","%","1056"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South East","Hampshire","E10000014","Girls","85","%","7452"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South East","Wokingham","E06000041","Girls","87","%","1074"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South East","Hampshire","E10000014","Girls","85","%","7696"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South East","Brighton and Hove","E06000043","Girls","83","%","1427"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South East","Isle of Wight","E06000046","Girls","81","%","640"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South East","Oxfordshire","E10000025","Girls","85","%","3634"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South East","Windsor and Maidenhead","E06000040","Girls","87","%","811"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South East","West Berkshire","E06000037","Girls","83","%","1013"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South East","Portsmouth","E06000044","Girls","87","%","1160"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South East","Reading","E06000038","Girls","83","%","953"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South East","Southampton","E06000045","Girls","85","%","1403"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South East","Medway","E06000035","Girls","86","%","1782"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South East","West Sussex","E10000032","Girls","82","%","4448"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South East","East Sussex","E10000011","Girls","86","%","2732"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South East","Kent","E10000016","Girls","85","%","8800"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South East","West Berkshire","E06000037","Girls","83","%","964"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South East","Milton Keynes","E06000042","Girls","87","%","1877"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South East","Medway","E06000035","Girls","86","%","1678"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South East","Southampton","E06000045","Girls","86","%","1486"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South East","Reading","E06000038","Girls","83","%","1015"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South East","Kent","E10000016","Girls","86","%","8848"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South West","North Somerset","E06000024","Girls","84","%","1237"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South West","Devon","E10000008","Girls","86","%","3950"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South West","Torbay","E06000027","Girls","88","%","673"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South West","Poole","E06000029","Girls","88","%","766"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South West","Torbay","E06000027","Girls","85","%","697"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South West","Bristol, City of","E06000023","Girls","80","%","2487"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South West","Bristol, City of","E06000023","Girls","84","%","2657"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South West","Swindon","E06000030","Girls","81","%","1429"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South West","Bath and North East Somerset","E06000022","Girls","82","%","913"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South West","Somerset","E10000027","Girls","82","%","3014"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South West","Poole","E06000029","Girls","86","%","825"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South West","Gloucestershire","E10000013","Girls","83","%","3429"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South West","Plymouth","E06000026","Girls","85","%","1514"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South West","Plymouth","E06000026","Girls","84","%","1486"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South West","South Gloucestershire","E06000025","Girls","86","%","1620"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South West","Bath and North East Somerset","E06000022","Girls","82","%","928"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South West","Cornwall","E06000052","Girls","84","%","2804"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South West","North Somerset","E06000024","Girls","87","%","1184"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South West","Swindon","E06000030","Girls","85","%","1433"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South West","South Gloucestershire","E06000025","Girls","87","%","1717"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South West","Isles of Scilly","E06000053","Girls","!","%","*"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South West","Wiltshire","E06000054","Girls","82","%","2722"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South West","Isles of Scilly","E06000053","Girls","!","%","!"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South West","Dorset","E10000009","Girls","85","%","1972"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South West","Bournemouth","E06000028","Girls","86","%","990"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South West","Gloucestershire","E10000013","Girls","83","%","3417"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South West","Bournemouth","E06000028","Girls","84","%","954"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South West","Devon","E10000008","Girls","86","%","3839"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South West","Dorset","E10000009","Girls","85","%","2050"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","South West","Somerset","E10000027","Girls","81","%","2984"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South West","Wiltshire","E06000054","Girls","85","%","2806"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","South West","Cornwall","E06000052","Girls","83","%","2929"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Birmingham","E08000025","Girls","84","%","8086"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Coventry","E08000026","Girls","83","%","2224"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Herefordshire, County of","E06000019","Girls","87","%","1001"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Walsall","E08000030","Girls","84","%","1877"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Herefordshire, County of","E06000019","Girls","85","%","951"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Shropshire","E06000051","Girls","86","%","1439"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Stoke-on-Trent","E06000021","Girls","84","%","1588"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Dudley","E08000027","Girls","83","%","1904"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Telford and Wrekin","E06000020","Girls","87","%","1175"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Worcestershire","E10000034","Girls","84","%","3091"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Telford and Wrekin","E06000020","Girls","88","%","1132"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Worcestershire","E10000034","Girls","85","%","3142"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Solihull","E08000029","Girls","88","%","1329"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Solihull","E08000029","Girls","88","%","1401"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Sandwell","E08000028","Girls","82","%","2494"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Dudley","E08000027","Girls","83","%","1889"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Birmingham","E08000025","Girls","83","%","7739"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Stoke-on-Trent","E06000021","Girls","84","%","1742"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Wolverhampton","E08000031","Girls","83","%","1796"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Staffordshire","E10000028","Girls","87","%","4555"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Wolverhampton","E08000031","Girls","83","%","1595"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Walsall","E08000030","Girls","86","%","1781"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Shropshire","E06000051","Girls","84","%","1407"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Warwickshire","E10000031","Girls","85","%","3066"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Sandwell","E08000028","Girls","84","%","2191"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Staffordshire","E10000028","Girls","87","%","4753"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Warwickshire","E10000031","Girls","87","%","3248"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Coventry","E08000026","Girls","83","%","2212"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Calderdale","E08000033","Girls","84","%","1366"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Sheffield","E08000019","Girls","80","%","3101"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Sheffield","E08000019","Girls","81","%","3133"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Wakefield","E08000036","Girls","82","%","2067"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","Girls","82","%","1673"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","York","E06000014","Girls","85","%","1020"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Doncaster","E08000017","Girls","81","%","1842"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","York","E06000014","Girls","85","%","986"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Doncaster","E08000017","Girls","82","%","1903"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Barnsley","E08000016","Girls","84","%","1453"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","Girls","85","%","3002"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","Girls","82","%","946"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Bradford","E08000032","Girls","84","%","3956"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Leeds","E08000035","Girls","81","%","4966"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","Girls","85","%","1027"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","Girls","85","%","1731"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","Girls","85","%","1707"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Bradford","E08000032","Girls","84","%","3904"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Barnsley","E08000016","Girls","83","%","1374"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","Girls","87","%","936"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Rotherham","E08000018","Girls","83","%","1713"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Calderdale","E08000033","Girls","84","%","1384"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Kirklees","E08000034","Girls","84","%","2774"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","Girls","82","%","980"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Kirklees","E08000034","Girls","82","%","2662"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","Girls","83","%","2987"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Rotherham","E08000018","Girls","83","%","1629"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","Girls","81","%","1628"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Leeds","E08000035","Girls","80","%","4910"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Wakefield","E08000036","Girls","82","%","2015"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Thurrock","E06000034","All","91","%","125"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Peterborough","E06000031","All","78","%","530"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Hertfordshire","E10000015","All","89","%","1175"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Luton","E06000032","All","79","%","1495"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Central Bedfordshire","E06000056","All","90","%","78"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Bedford","E06000055","All","79","%","336"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Essex","E10000012","All","90","%","409"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Southend-on-Sea","E06000033","All","84","%","101"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Essex","E10000012","All","91","%","400"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Peterborough","E06000031","All","82","%","556"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Norfolk","E10000020","All","84","%","108"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Thurrock","E06000034","All","92","%","114"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Cambridgeshire","E10000003","All","81","%","286"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Cambridgeshire","E10000003","All","86","%","293"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Suffolk","E10000029","All","84","%","150"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Hertfordshire","E10000015","All","87","%","1141"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Norfolk","E10000020","All","87","%","127"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Bedford","E06000055","All","81","%","380"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Central Bedfordshire","E06000056","All","92","%","98"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Suffolk","E10000029","All","86","%","150"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Luton","E06000032","All","81","%","1443"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Southend-on-Sea","E06000033","All","83","%","106"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Lincolnshire","E10000019","All","90","%","69"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Nottingham","E06000018","All","85","%","597"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Derby","E06000015","All","80","%","606"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Rutland","E06000017","All","!","%","!"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Leicestershire","E10000018","All","86","%","563"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Nottinghamshire","E10000024","All","84","%","281"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Leicestershire","E10000018","All","89","%","628"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Nottingham","E06000018","All","80","%","576"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Derbyshire","E10000007","All","84","%","92"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Leicester","E06000016","All","85","%","1905"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Derbyshire","E10000007","All","84","%","85"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Nottinghamshire","E10000024","All","86","%","249"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Derby","E06000015","All","84","%","600"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Rutland","E06000017","All","!","%","7"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Northamptonshire","E10000021","All","83","%","389"
