"Title","Rates of criminal reoffending"
"Time period","2000 to 2015"
"Location","England and Wales"
"Source","NOMS Offender Equalities Statistics Bulletin"
"Department","Ministry of Justice"
"Last update","24 November 2016"
"
"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography_code","Geography_name","Geography_type","Age group","Age group_type","Value","Denominator","Numerator"
"Percentage of offenders who reoffend",2006,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","30 to 34","Adult",19.6,491,96
"Percentage of offenders who reoffend",2006,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","30 to 34","Adult",23.1,347,80
"Percentage of offenders who reoffend",2006,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","30 to 34","Adult",9.1,176,16
"Percentage of offenders who reoffend",2006,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","30 to 34","Adult",20.8,96,20
"Percentage of offenders who reoffend",2006,"Year","White","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","30 to 34","Adult",29.9,7279,2173
"Percentage of offenders who reoffend",2006,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","35 to 39","Adult",16.6,295,49
"Percentage of offenders who reoffend",2006,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","35 to 39","Adult",23.5,307,72
"Percentage of offenders who reoffend",2006,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","35 to 39","Adult",4.3,186,8
"Percentage of offenders who reoffend",2006,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","35 to 39","Adult",14.8,54,8
"Percentage of offenders who reoffend",2006,"Year","White","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","35 to 39","Adult",24.2,6289,1525
"Percentage of offenders who reoffend",2006,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","40 to 44","Adult",8.1,160,13
"Percentage of offenders who reoffend",2006,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","40 to 44","Adult",30.6,235,72
"Percentage of offenders who reoffend",2006,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","40 to 44","Adult",1.2,172,2
"Percentage of offenders who reoffend",2006,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","40 to 44","Adult",9.1,33,3
"Percentage of offenders who reoffend",2006,"Year","White","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","40 to 44","Adult",19.6,4676,918
"Percentage of offenders who reoffend",2006,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","45 to 49","Adult",13.3,105,14
"Percentage of offenders who reoffend",2006,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","45 to 49","Adult",17.1,123,21
"Percentage of offenders who reoffend",2006,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","45 to 49","Adult",2.2,136,3
"Percentage of offenders who reoffend",2006,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","45 to 49","Adult",5.3,19,1
"Percentage of offenders who reoffend",2006,"Year","White","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","45 to 49","Adult",15.7,2763,433
"Percentage of offenders who reoffend",2006,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","50+","Adult",2.8,108,3
"Percentage of offenders who reoffend",2006,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","50+","Adult",12.2,74,9
"Percentage of offenders who reoffend",2006,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","50+","Adult",1.3,302,4
"Percentage of offenders who reoffend",2006,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","50+","Adult",7.7,13,1
"Percentage of offenders who reoffend",2006,"Year","White","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","50+","Adult",10.5,3551,373
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","18 to 20","Adult",25.3,87,22
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","18 to 20","Adult",25.6,43,11
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","18 to 20","Adult",9.4,171,16
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","18 to 20","Adult",10.5,19,2
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","18 to 20","Adult",38.9,6682,2602
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","21 to 24","Adult",25.6,133,34
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","21 to 24","Adult",32.1,53,17
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","21 to 24","Adult",7.2,195,14
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","21 to 24","Adult",13.2,91,12
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","21 to 24","Adult",35.2,6597,2322
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","25 to 29","Adult",18.9,127,24
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","25 to 29","Adult",29,93,27
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","25 to 29","Adult",4.4,182,8
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","25 to 29","Adult",14.1,64,9
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","25 to 29","Adult",34.1,5941,2027
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","30 to 34","Adult",28.4,88,25
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","30 to 34","Adult",30.2,63,19
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","30 to 34","Adult",7.1,140,10
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","30 to 34","Adult",14.6,48,7
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","30 to 34","Adult",31.8,4296,1364
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","35 to 39","Adult",13.6,66,9
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","35 to 39","Adult",17.1,41,7
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","35 to 39","Adult",7,128,9
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","35 to 39","Adult",8.3,24,2
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","35 to 39","Adult",26.1,3779,987
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","40 to 44","Adult",20,25,5
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","40 to 44","Adult",36.7,30,11
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","40 to 44","Adult",1.9,155,3
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","40 to 44","Adult",11.8,17,2
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","40 to 44","Adult",21.2,2808,595
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","45 to 49","Adult",0,23,0
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","45 to 49","Adult",41.7,12,5
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","45 to 49","Adult",3.1,131,4
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","45 to 49","Adult",12.5,8,1
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","45 to 49","Adult",19.1,1766,337
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","50+","Adult",5.9,17,1
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","50+","Adult",0,5,0
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","50+","Adult",1.9,259,5
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","50+","Adult",0,8,0
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","50+","Adult",13.6,2165,294
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","18 to 20","Adult",27.4,921,252
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","18 to 20","Adult",36.9,1023,377
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","18 to 20","Adult",16.9,201,34
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","18 to 20","Adult",20.5,73,15
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","18 to 20","Adult",31.7,9318,2950
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",26.9,1320,355
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",32.2,1197,386
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",15.9,276,44
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",19.1,152,29
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",28.1,9193,2584
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",22.7,1307,297
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",29.9,1085,324
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",14.8,250,37
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",17.3,156,27
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",29,8195,2380
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","30 to 34","Adult",20.2,895,181
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","30 to 34","Adult",28.6,748,214
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","30 to 34","Adult",8.3,204,17
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","30 to 34","Adult",24.8,129,32
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","30 to 34","Adult",26.8,6437,1727
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","35 to 39","Adult",16.7,628,105
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","35 to 39","Adult",23.6,691,163
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","35 to 39","Adult",6.4,157,10
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","35 to 39","Adult",21.4,42,9
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","35 to 39","Adult",22,5933,1304
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","40 to 44","Adult",12.4,314,39
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","40 to 44","Adult",23.7,587,139
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","40 to 44","Adult",7.7,222,17
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","40 to 44","Adult",17.6,34,6
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","40 to 44","Adult",19.4,4668,905
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","45 to 49","Adult",14,221,31
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","45 to 49","Adult",22.1,280,62
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","45 to 49","Adult",4.2,191,8
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","45 to 49","Adult",14.8,27,4
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","45 to 49","Adult",14.8,2930,434
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","50+","Adult",12.2,245,30
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","50+","Adult",13.1,183,24
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","50+","Adult",6,366,22
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","50+","Adult",10.7,28,3
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","50+","Adult",9.6,3984,383
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","18 to 20","Adult",28,246,69
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","18 to 20","Adult",36.3,443,161
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","18 to 20","Adult",19.9,136,27
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","18 to 20","Adult",12.8,39,5
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","18 to 20","Adult",28.9,8149,2359
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","21 to 24","Adult",22.8,337,77
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","21 to 24","Adult",32.8,536,176
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","21 to 24","Adult",6.1,165,10
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","21 to 24","Adult",23.3,86,20
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","21 to 24","Adult",25.8,7784,2008
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","25 to 29","Adult",17.7,385,68
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","25 to 29","Adult",26.1,536,140
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","25 to 29","Adult",5.1,175,9
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","25 to 29","Adult",15.6,77,12
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","25 to 29","Adult",26.7,7038,1878
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","30 to 34","Adult",18.4,283,52
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","30 to 34","Adult",26,393,102
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","30 to 34","Adult",4.6,151,7
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","30 to 34","Adult",16.9,77,13
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","30 to 34","Adult",25.9,5342,1386
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","35 to 39","Adult",12.9,209,27
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","35 to 39","Adult",22.8,333,76
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","35 to 39","Adult",7.9,152,12
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","35 to 39","Adult",18,50,9
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","35 to 39","Adult",23,5288,1217
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","40 to 44","Adult",13.7,95,13
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","40 to 44","Adult",20.4,284,58
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","40 to 44","Adult",4.9,163,8
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","40 to 44","Adult",13.3,30,4
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","40 to 44","Adult",20.6,4417,909
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","45 to 49","Adult",11.3,53,6
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","45 to 49","Adult",12.8,172,22
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","45 to 49","Adult",4.3,139,6
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","45 to 49","Adult",8.3,24,2
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","45 to 49","Adult",15.9,2851,453
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","50+","Adult",5.8,103,6
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","50+","Adult",12.1,99,12
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","50+","Adult",1.2,329,4
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","50+","Adult",9.7,31,3
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","50+","Adult",10.8,3994,433
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","18 to 20","Adult",25.2,919,232
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","18 to 20","Adult",37.6,1028,387
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","18 to 20","Adult",19.6,204,40
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","18 to 20","Adult",16.7,78,13
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","18 to 20","Adult",31,9406,2919
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",26.1,1279,334
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",30.3,1208,366
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",14.5,255,37
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",13.9,137,19
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",28.5,9546,2721
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",23.7,1483,351
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",30,1156,347
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",10.6,236,25
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",14.1,149,21
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",29.2,8331,2436
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","30 to 34","Adult",19.7,945,186
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","30 to 34","Adult",28.6,748,214
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","30 to 34","Adult",9.8,194,19
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","30 to 34","Adult",22.1,136,30
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","30 to 34","Adult",27.8,6181,1721
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","35 to 39","Adult",17.3,728,126
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","35 to 39","Adult",25.2,628,158
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","35 to 39","Adult",10.8,176,19
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","35 to 39","Adult",24.1,58,14
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","35 to 39","Adult",23.1,5962,1376
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","40 to 44","Adult",14.2,351,50
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","40 to 44","Adult",22.4,576,129
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","40 to 44","Adult",13.5,185,25
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","40 to 44","Adult",12.9,31,4
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","40 to 44","Adult",18.8,4720,885
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","45 to 49","Adult",12.2,245,30
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","45 to 49","Adult",22.6,354,80
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","45 to 49","Adult",4.9,184,9
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","45 to 49","Adult",8,25,2
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","45 to 49","Adult",14.6,3132,457
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","50+","Adult",11.6,277,32
