"Title","Police workforce"
"Location","England and Wales"
"Time period","2007 to 2016"
"Data source","Home Office"
"Data source link","https://www.gov.uk/government/statistics/police-workforce-england-and-wales-31-march-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","2018-02-28"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Gender","Gender_type","Rank","Rank_type","Geography","Geography_type","FTE","Headcount","Population by ethnicity, gender, and PFA (based on 2011 Census)","Rate per 100,000 population by ethnicity, gender, and PFA (Based on FTE except Special Constables)","Proportion of workforce of this ethnicity in this aggregated rank, in this year, and this PFA (excludes unreported)","Proportion of population of this ethnicity in this PFA (based on 2011 Census)"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Devon & Cornwall","Police Force Area","0","0","11,694","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Dorset","Police Force Area","0","0","10,694","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Durham","Police Force Area","0","0","5,114","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Dyfed-Powys","Police Force Area","0","0","4,274","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Essex","Police Force Area","0","0","38,954","0","N/A","2%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Gloucestershire","Police Force Area","0","0","10,522","0","N/A","2%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Greater Manchester","Police Force Area","0","0","246,094","0","N/A","9%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Gwent","Police Force Area","0","0","10,076","0","N/A","2%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Hampshire","Police Force Area","0","0","57,352","0","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Hertfordshire","Police Force Area","0","0","64,119","0","N/A","6%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Humberside","Police Force Area","0","0","12,191","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Kent","Police Force Area","0","0","54,186","0","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Lancashire","Police Force Area","0","0","108,784","0","N/A","7%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Leicestershire","Police Force Area","0","0","155,740","0","N/A","15%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Lincolnshire","Police Force Area","0","0","5,579","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","London, City of","Police Force Area","0","0","N/A","N/A","N/A","9%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Merseyside","Police Force Area","0","0","18,851","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Metropolitan Police","Police Force Area","2","2","1,386,619","0.14","N/A","17%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Norfolk","Police Force Area","0","0","9,809","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","North Wales","Police Force Area","0","0","6,336","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","North Yorkshire","Police Force Area","0","0","9,914","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Northamptonshire","Police Force Area","0","0","22,581","0","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Northumbria","Police Force Area","0","0","37,782","0","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Nottinghamshire","Police Force Area","0","0","48,248","0","N/A","4%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","South Wales","Police Force Area","0","0","35,804","0","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","South Yorkshire","Police Force Area","1","1","54,660","1.83","N/A","4%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Staffordshire","Police Force Area","0","0","35,148","0","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Suffolk","Police Force Area","0","0","10,972","0","N/A","2%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Surrey","Police Force Area","0","0","54,037","0","N/A","5%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Sussex","Police Force Area","0","0","40,865","0","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Thames Valley","Police Force Area","0","0","192,541","0","N/A","8%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Warwickshire","Police Force Area","0","0","22,747","0","N/A","4%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","West Mercia","Police Force Area","0","0","21,715","0","N/A","2%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","West Midlands","Police Force Area","0","0","493,551","0","N/A","18%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","West Yorkshire","Police Force Area","0","0","280,764","0","N/A","13%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Wiltshire","Police Force Area","0","0","17,379","0","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","All - including BTP","Police Force Area","6","6","3,820,390","0.16","N/A","7%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Avon & Somerset","Police Force Area","0","0","33,005","0","N/A","2%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Bedfordshire","Police Force Area","0","0","81,480","0","N/A","13%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","British Transport Police","Police Force Area","0","0","N/A","N/A","N/A","N/A"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Cambridgeshire","Police Force Area","0","0","39,535","0","N/A","5%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Cheshire","Police Force Area","0","0","12,794","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Cleveland","Police Force Area","0","0","17,419","0","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Cumbria","Police Force Area","0","0","2,913","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Derbyshire","Police Force Area","2","2","36,871","5.42","N/A","4%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Devon & Cornwall","Police Force Area","0","0","11,694","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Dorset","Police Force Area","0","0","10,694","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Durham","Police Force Area","0","0","5,114","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Dyfed-Powys","Police Force Area","0","0","4,274","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Essex","Police Force Area","0","0","38,954","0","N/A","2%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Gloucestershire","Police Force Area","0","0","10,522","0","N/A","2%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Greater Manchester","Police Force Area","0","0","246,094","0","N/A","9%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Gwent","Police Force Area","0","0","10,076","0","N/A","2%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Hampshire","Police Force Area","0","0","57,352","0","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Hertfordshire","Police Force Area","0","0","64,119","0","N/A","6%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Humberside","Police Force Area","0","0","12,191","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Kent","Police Force Area","0","0","54,186","0","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Lancashire","Police Force Area","0","0","108,784","0","N/A","7%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Leicestershire","Police Force Area","0","0","155,740","0","N/A","15%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Lincolnshire","Police Force Area","0","0","5,579","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","London, City of","Police Force Area","0","0","N/A","N/A","N/A","9%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Merseyside","Police Force Area","0","0","18,851","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Metropolitan Police","Police Force Area","1","1","1,386,619","0.07","N/A","17%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Norfolk","Police Force Area","0","0","9,809","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","North Wales","Police Force Area","0","0","6,336","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","North Yorkshire","Police Force Area","0","0","9,914","0","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Northamptonshire","Police Force Area","0","0","22,581","0","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Northumbria","Police Force Area","0","0","37,782","0","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Nottinghamshire","Police Force Area","1","1","48,248","2.07","N/A","4%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","South Wales","Police Force Area","0","0","35,804","0","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","South Yorkshire","Police Force Area","0","0","54,660","0","N/A","4%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Staffordshire","Police Force Area","0","0","35,148","0","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Suffolk","Police Force Area","0","0","10,972","0","N/A","2%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Surrey","Police Force Area","0","0","54,037","0","N/A","5%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Sussex","Police Force Area","0","0","40,865","0","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Thames Valley","Police Force Area","1","1","192,541","0.52","N/A","8%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Warwickshire","Police Force Area","0","0","22,747","0","N/A","4%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","West Mercia","Police Force Area","0","0","21,715","0","N/A","2%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","West Midlands","Police Force Area","1","1","493,551","0.2","N/A","18%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","West Yorkshire","Police Force Area","0","0","280,764","0","N/A","13%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Chief Superintendent","Detailed rank data","Wiltshire","Police Force Area","0","0","17,379","0","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","All - including BTP","Police Force Area","528","536","3,820,390","13.81","4%","7%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Avon & Somerset","Police Force Area","4","4","33,005","12.12","1%","2%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Bedfordshire","Police Force Area","3","3","81,480","3.68","3%","13%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","British Transport Police","Police Force Area","24","24","N/A","N/A","7%","N/A"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Cambridgeshire","Police Force Area","10","10","39,535","24.91","7%","5%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Cheshire","Police Force Area","0","0","12,794","0","0%","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Cleveland","Police Force Area","0","0","17,419","0","0%","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Cumbria","Police Force Area","1","1","2,913","34.33","1%","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Derbyshire","Police Force Area","6","6","36,871","15.84","4%","4%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Devon & Cornwall","Police Force Area","0","0","11,694","0","0%","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Dorset","Police Force Area","0","0","10,694","0","0%","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Durham","Police Force Area","0","0","5,114","0","0%","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Dyfed-Powys","Police Force Area","0","0","4,274","0","0%","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Essex","Police Force Area","2","2","38,954","4.88","1%","2%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Gloucestershire","Police Force Area","2","2","10,522","16.73","2%","2%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Greater Manchester","Police Force Area","40","40","246,094","16.18","5%","9%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Gwent","Police Force Area","3","3","10,076","29.77","1%","2%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Hampshire","Police Force Area","2","2","57,352","3.49","1%","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Hertfordshire","Police Force Area","2","2","64,119","3.12","1%","6%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Humberside","Police Force Area","0","0","12,191","0","0%","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Kent","Police Force Area","7","7","54,186","12.92","2%","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Lancashire","Police Force Area","5","5","108,784","4.6","2%","7%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Leicestershire","Police Force Area","20","20","155,740","12.79","8%","15%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Lincolnshire","Police Force Area","1","1","5,579","17.92","1%","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","London, City of","Police Force Area","1","1","N/A","N/A","9%","9%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Merseyside","Police Force Area","1","1","18,851","5.3","0%","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Metropolitan Police","Police Force Area","267","271","1,386,619","19.29","13%","17%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Norfolk","Police Force Area","0","0","9,809","0","0%","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","North Wales","Police Force Area","2","2","6,336","31.57","1%","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","North Yorkshire","Police Force Area","0","0","9,914","0","0%","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Northamptonshire","Police Force Area","1","1","22,581","4.43","1%","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Northumbria","Police Force Area","3","3","37,782","7.94","2%","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Nottinghamshire","Police Force Area","6","6","48,248","11.75","2%","4%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","South Wales","Police Force Area","4","4","35,804","10.19","1%","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","South Yorkshire","Police Force Area","6","6","54,660","10.98","2%","4%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Staffordshire","Police Force Area","3","3","35,148","8.54","1%","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Suffolk","Police Force Area","1","1","10,972","9.11","1%","2%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Surrey","Police Force Area","5","5","54,037","9.25","3%","5%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Sussex","Police Force Area","1","1","40,865","2.45","0%","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Thames Valley","Police Force Area","13","13","192,541","6.55","3%","8%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Warwickshire","Police Force Area","2","2","22,747","8.79","2%","4%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","West Mercia","Police Force Area","3","3","21,715","12.89","1%","2%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","West Midlands","Police Force Area","51","52","493,551","10.4","8%","18%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","West Yorkshire","Police Force Area","27","28","280,764","9.48","4%","13%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Wiltshire","Police Force Area","1","1","17,379","5.75","1%","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","All - including BTP","Police Force Area","2,325","2,353","3,820,390","60.85","N/A","7%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Avon & Somerset","Police Force Area","7","7","33,005","21.21","N/A","2%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Bedfordshire","Police Force Area","28","29","81,480","34.2","N/A","13%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","British Transport Police","Police Force Area","73","73","N/A","N/A","N/A","N/A"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cambridgeshire","Police Force Area","10","10","39,535","25.29","N/A","5%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cheshire","Police Force Area","4","4","12,794","31.26","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cleveland","Police Force Area","11","11","17,419","63.15","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cumbria","Police Force Area","3","3","2,913","102.99","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Derbyshire","Police Force Area","28","28","36,871","75.26","N/A","4%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Devon & Cornwall","Police Force Area","7","7","11,694","59.86","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Dorset","Police Force Area","3","3","10,694","28.05","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Durham","Police Force Area","6","6","5,114","117.32","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Dyfed-Powys","Police Force Area","3","3","4,274","70.19","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Essex","Police Force Area","10","10","38,954","25.67","N/A","2%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Gloucestershire","Police Force Area","6","6","10,522","57.02","N/A","2%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Greater Manchester","Police Force Area","105","105","246,094","42.67","N/A","9%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Gwent","Police Force Area","6","6","10,076","59.55","N/A","2%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Hampshire","Police Force Area","19","20","57,352","32.48","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Hertfordshire","Police Force Area","22","22","64,119","34.31","N/A","6%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Humberside","Police Force Area","4","4","12,191","32.81","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Kent","Police Force Area","28","28","54,186","51.67","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Lancashire","Police Force Area","45","47","108,784","41.23","N/A","7%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Leicestershire","Police Force Area","80","82","155,740","51.48","N/A","15%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Lincolnshire","Police Force Area","2","2","5,579","35.85","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","London, City of","Police Force Area","12","12","N/A","N/A","N/A","9%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Merseyside","Police Force Area","11","11","18,851","57.87","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Metropolitan Police","Police Force Area","1,145","1,156","1,386,619","82.6","N/A","17%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Norfolk","Police Force Area","3","3","9,809","30.58","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","North Wales","Police Force Area","2","2","6,336","31.57","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","North Yorkshire","Police Force Area","2","2","9,914","20.17","N/A","1%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Northamptonshire","Police Force Area","8","9","22,581","33.79","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Northumbria","Police Force Area","10","10","37,782","26.47","N/A","3%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Nottinghamshire","Police Force Area","31","31","48,248","63.59","N/A","4%"
"Rate per population","2014","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","South Wales","Police Force Area","10","10","35,804","27.93","N/A","3%"
