"Title","Pupil progress (‘Progress 8’) between ages 11 and 16 (key stage 2 to key stage 4)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","-"
"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Admission Basis","Type of School","SEN","Religious character","Value","Denominator","Lower confidence interval","Upper confidence interval"
"Average Progress 8 score","2016","Academic year","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.18","14783","0.17","0.2"
"Average Progress 8 score","2016","Academic year","Asian - Bangladeshi","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.36","5446","0.33","0.39"
"Average Progress 8 score","2016","Academic year","Asian - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.51","6202","0.49","0.54"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.22","18453","0.2","0.23"
"Average Progress 8 score","2016","Academic year","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.09","5192","-0.11","-0.06"
"Average Progress 8 score","2016","Academic year","Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.37","11125","0.35","0.39"
"Average Progress 8 score","2016","Academic year","Black - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.16","2136","0.11","0.2"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.68","1488","0.63","0.73"
"Average Progress 8 score","2016","Academic year","Other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.53","4679","0.5","0.56"
"Average Progress 8 score","2016","Academic year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.24","4034","-0.28","-0.21"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.04","442994","0.03","0.04"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.15","182716","-0.15","-0.14"
"Average Progress 8 score","2016","Academic year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.17","174099","-0.17","-0.16"
"Average Progress 8 score","2016","Academic year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.01","705","-0.09","0.06"
"Average Progress 8 score","2016","Academic year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-1.21","24","-1.64","-0.79"
"Average Progress 8 score","2016","Academic year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.62","206","-0.76","-0.47"
"Average Progress 8 score","2016","Academic year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.32","7682","0.3","0.35"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.09","8732","-0.11","-0.07"
"Average Progress 8 score","2016","Academic year","Mixed - White and Black Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.34","2738","-0.38","-0.3"
"Average Progress 8 score","2016","Academic year","Mixed - White and Black African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.04","974","-0.11","0.03"
"Average Progress 8 score","2016","Academic year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.06","2022","0.01","0.11"
"Average Progress 8 score","2016","Academic year","Mixed - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.01","2998","-0.02","0.05"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.22","19520","0.2","0.23"
"Average Progress 8 score","2016","Academic year","Asian - Indian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.37","6003","0.34","0.4"
"Average Progress 8 score","2016","Academic year","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.03","7564","0.01","0.06"
"Average Progress 8 score","2016","Academic year","Asian - Bangladeshi","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.21","2745","0.17","0.25"
"Average Progress 8 score","2016","Academic year","Asian - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.38","3208","0.35","0.42"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.04","9101","0.02","0.06"
"Average Progress 8 score","2016","Academic year","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.28","2550","-0.32","-0.24"
"Average Progress 8 score","2016","Academic year","Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.2","5506","0.17","0.23"
"Average Progress 8 score","2016","Academic year","Black - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.03","1045","-0.1","0.03"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.57","755","0.49","0.64"
"Average Progress 8 score","2016","Academic year","Other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.41","2400","0.37","0.45"
"Average Progress 8 score","2016","Academic year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.35","2068","-0.4","-0.31"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.1","225292","-0.1","-0.09"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.13","176333","0.12","0.13"
"Average Progress 8 score","2016","Academic year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.1","167780","0.1","0.11"
"Average Progress 8 score","2016","Academic year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.3","741","0.23","0.38"
"Average Progress 8 score","2016","Academic year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.59","23","-1.03","-0.16"
"Average Progress 8 score","2016","Academic year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.6","233","-0.74","-0.47"
"Average Progress 8 score","2016","Academic year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.62","7556","0.59","0.64"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.2","8559","0.17","0.22"
"Average Progress 8 score","2016","Academic year","Mixed - White and Black Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.01","2687","-0.03","0.05"
"Average Progress 8 score","2016","Academic year","Mixed - White and Black African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.26","966","0.19","0.32"
"Average Progress 8 score","2016","Academic year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.29","2003","0.24","0.33"
"Average Progress 8 score","2016","Academic year","Mixed - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.28","2903","0.25","0.32"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.5","18480","0.48","0.51"
"Average Progress 8 score","2016","Academic year","Asian - Indian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.61","5566","0.58","0.64"
"Average Progress 8 score","2016","Academic year","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.34","7219","0.32","0.37"
"Average Progress 8 score","2016","Academic year","Asian - Bangladeshi","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.52","2701","0.48","0.56"
"Average Progress 8 score","2016","Academic year","Asian - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.65","2994","0.61","0.69"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.38","9352","0.36","0.41"
"Average Progress 8 score","2016","Academic year","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.1","2642","0.06","0.14"
"Average Progress 8 score","2016","Academic year","Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.53","5619","0.5","0.55"
"Average Progress 8 score","2016","Academic year","Black - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.34","1091","0.28","0.4"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.8","733","0.72","0.87"
"Average Progress 8 score","2016","Academic year","Other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.66","2279","0.61","0.7"
"Average Progress 8 score","2016","Academic year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.13","1966","-0.17","-0.08"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.18","217702","0.17","0.18"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.65","48222","-0.66","-0.64"
"Average Progress 8 score","2016","Academic year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.68","45631","-0.69","-0.67"
"Average Progress 8 score","2016","Academic year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.54","183","-0.69","-0.39"
"Average Progress 8 score","2016","Academic year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-1.34","67","-1.59","-1.08"
"Average Progress 8 score","2016","Academic year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.82","250","-0.95","-0.69"
"Average Progress 8 score","2016","Academic year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.07","2091","0.03","0.12"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.44","4020","-0.47","-0.41"
"Average Progress 8 score","2016","Academic year","Mixed - White and Black Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.6","1593","-0.65","-0.55"
"Average Progress 8 score","2016","Academic year","Mixed - White and Black African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.25","483","-0.35","-0.16"
"Average Progress 8 score","2016","Academic year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.36","692","-0.43","-0.28"
"Average Progress 8 score","2016","Academic year","Mixed - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.35","1252","-0.41","-0.29"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.11","8394","0.08","0.13"
"Average Progress 8 score","2016","Academic year","Asian - Indian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.24","995","0.18","0.31"
"Average Progress 8 score","2016","Academic year","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.04","4249","-0.07","-0.01"
"Average Progress 8 score","2016","Academic year","Asian - Bangladeshi","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.25","2354","0.21","0.29"
"Average Progress 8 score","2016","Academic year","Asian - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.28","796","0.21","0.36"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.04","5812","0.01","0.07"
"Average Progress 8 score","2016","Academic year","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.34","1616","-0.4","-0.29"
"Average Progress 8 score","2016","Academic year","Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.25","3533","0.21","0.28"
"Average Progress 8 score","2016","Academic year","Black - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.14","663","-0.22","-0.06"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.64","118","0.45","0.83"
"Average Progress 8 score","2016","Academic year","Other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.31","1628","0.25","0.36"
"Average Progress 8 score","2016","Academic year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.68","896","-0.75","-0.61"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.46","69090","-0.47","-0.45"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.8","24497","-0.81","-0.78"
"Average Progress 8 score","2016","Academic year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.83","23174","-0.84","-0.81"
"Average Progress 8 score","2016","Academic year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.56","95","-0.77","-0.35"
"Average Progress 8 score","2016","Academic year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-1.4","37","-1.74","-1.06"
"Average Progress 8 score","2016","Academic year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.97","119","-1.16","-0.78"
"Average Progress 8 score","2016","Academic year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.09","1072","-0.16","-0.03"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.59","2013","-0.63","-0.54"
"Average Progress 8 score","2016","Academic year","Mixed - White and Black Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.77","801","-0.84","-0.69"
"Average Progress 8 score","2016","Academic year","Mixed - White and Black African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.5","258","-0.62","-0.37"
"Average Progress 8 score","2016","Academic year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.5","345","-0.61","-0.39"
"Average Progress 8 score","2016","Academic year","Mixed - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.44","609","-0.53","-0.36"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.06","4375","-0.09","-0.03"
"Average Progress 8 score","2016","Academic year","Asian - Indian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.1","519","0.01","0.19"
"Average Progress 8 score","2016","Academic year","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.22","2238","-0.27","-0.18"
"Average Progress 8 score","2016","Academic year","Asian - Bangladeshi","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.12","1209","0.06","0.18"
"Average Progress 8 score","2016","Academic year","Asian - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.12","409","0.02","0.22"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.17","2955","-0.21","-0.13"
"Average Progress 8 score","2016","Academic year","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.57","803","-0.64","-0.49"
"Average Progress 8 score","2016","Academic year","Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.06","1801","0.01","0.11"
"Average Progress 8 score","2016","Academic year","Black - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.4","351","-0.51","-0.29"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.47","61","0.21","0.74"
"Average Progress 8 score","2016","Academic year","Other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.19","845","0.12","0.26"
"Average Progress 8 score","2016","Academic year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.81","466","-0.9","-0.71"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.61","35212","-0.62","-0.6"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.49","23725","-0.51","-0.48"
"Average Progress 8 score","2016","Academic year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.52","22457","-0.54","-0.51"
"Average Progress 8 score","2016","Academic year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.52","88","-0.74","-0.3"
"Average Progress 8 score","2016","Academic year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-1.26","30","-1.64","-0.88"
"Average Progress 8 score","2016","Academic year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.69","131","-0.87","-0.5"
"Average Progress 8 score","2016","Academic year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.25","1019","0.18","0.31"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.29","2007","-0.33","-0.24"
"Average Progress 8 score","2016","Academic year","Mixed - White and Black Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.43","792","-0.5","-0.35"
"Average Progress 8 score","2016","Academic year","Mixed - White and Black African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.02","225","-0.12","0.16"
"Average Progress 8 score","2016","Academic year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.21","347","-0.32","-0.1"
"Average Progress 8 score","2016","Academic year","Mixed - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.26","643","-0.35","-0.18"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.28","4019","0.25","0.32"
"Average Progress 8 score","2016","Academic year","Asian - Indian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.4","476","0.3","0.49"
