"Title"," EBacc achievement by ethnicity, gender and area"
"Location","England"
"Time period","2015 to 2016"
"Data source","Revised GCSE and equivalent results in England: 2015 to 2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval","Notes","Boys-Value","Boys-Denominator","Notes","Girls-Value","Girls-Denominator","Notes"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","25","7243","NA","NA","","20","3730","","30","3513",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","26","472","NA","NA","","17","258","","37","214",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","24","4492","NA","NA","","19","2288","","30","2204",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","18","2275","NA","NA","","13","1186","","23","1089",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","17","2974","NA","NA","","14","1556","","21","1418",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","23","1681","NA","NA","","17","896","","31","785",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Sandwell","Local Authority","E08000028","All pupils","All pupils","11","1986","NA","NA","","8","1029","","14","957",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Shropshire","Local Authority","E06000051","All pupils","All pupils","24","2857","NA","NA","","20","1461","","29","1396",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Solihull","Local Authority","E08000029","All pupils","All pupils","27","2375","NA","NA","","21","1226","","34","1149",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Staffordshire","Local Authority","E10000028","All pupils","All pupils","20","8176","NA","NA","","15","4171","","25","4005",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","15","1801","NA","NA","","12","878","","18","923",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","22","1769","NA","NA","","17","942","","28","827",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Walsall","Local Authority","E08000030","All pupils","All pupils","18","2306","NA","NA","","14","1199","","21","1107",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Warwickshire","Local Authority","E10000031","All pupils","All pupils","28","5003","NA","NA","","23","2639","","34","2364",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","12","1457","NA","NA","","7","718","","18","739",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Worcestershire","Local Authority","E10000034","All pupils","All pupils","25","5183","NA","NA","","21","2615","","29","2568",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Bedford","Local Authority","E06000055","All pupils","All pupils","19","1308","NA","NA","","13","666","","24","642",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","26","5139","NA","NA","","21","2596","","32","2543",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","19","2376","NA","NA","","14","1172","","24","1204",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Essex","Local Authority","E10000012","All pupils","All pupils","22","13142","NA","NA","","17","6723","","27","6419",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","32","10336","NA","NA","","26","5354","","38","4982",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Luton","Local Authority","E06000032","All pupils","All pupils","14","937","NA","NA","","13","496","","14","441",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Norfolk","Local Authority","E10000020","All pupils","All pupils","21","7551","NA","NA","","15","3880","","26","3671",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Peterborough","Local Authority","E06000031","All pupils","All pupils","20","1698","NA","NA","","15","841","","25","857",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","29","1649","NA","NA","","27","813","","32","836",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Suffolk","Local Authority","E10000029","All pupils","All pupils","18","6440","NA","NA","","14","3326","","22","3114",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Thurrock","Local Authority","E06000034","All pupils","All pupils","23","1385","NA","NA","","19","700","","27","685",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Camden","Local Authority","E09000007","All pupils","All pupils","34","549","NA","NA","","26","233","","39","316",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","City of London","Local Authority","E09000001","All pupils","All pupils",".",".","NA","NA","Not applicable",".",".","Not applicable",".",".","Not applicable"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Hackney","Local Authority","E09000012","All pupils","All pupils","37","687","NA","NA","","33","302","","40","385",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","51","624","NA","NA","","48","286","","53","338",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Haringey","Local Authority","E09000014","All pupils","All pupils","32","1005","NA","NA","","27","510","","37","495",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Islington","Local Authority","E09000019","All pupils","All pupils","25","506","NA","NA","","22","276","","28","230",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","43","297","NA","NA","","42","189","","45","108",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Lambeth","Local Authority","E09000022","All pupils","All pupils","29","491","NA","NA","","25","263","","33","228",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Lewisham","Local Authority","E09000023","All pupils","All pupils","25","698","NA","NA","","20","384","","31","314",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Newham","Local Authority","E09000025","All pupils","All pupils","23","582","NA","NA","","19","298","","26","284",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Southwark","Local Authority","E09000028","All pupils","All pupils","37","685","NA","NA","","36","328","","38","357",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","21","316","NA","NA","","21","169","","21","147",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Wandsworth","Local Authority","E09000032","All pupils","All pupils","38","571","NA","NA","","32","287","","44","284",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Westminster","Local Authority","E09000033","All pupils","All pupils","41","483","NA","NA","","23","197","","53","286",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","19","1051","NA","NA","","16","533","","22","518",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Barnet","Local Authority","E09000003","All pupils","All pupils","42","1835","NA","NA","","35","923","","48","912",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Bexley","Local Authority","E09000004","All pupils","All pupils","24","2183","NA","NA","","20","1120","","28","1063",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Brent","Local Authority","E09000005","All pupils","All pupils","28","579","NA","NA","","20","300","","36","279",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Bromley","Local Authority","E09000006","All pupils","All pupils","36","2419","NA","NA","","27","1179","","44","1240",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Croydon","Local Authority","E09000008","All pupils","All pupils","26","1534","NA","NA","","16","714","","34","820",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Ealing","Local Authority","E09000009","All pupils","All pupils","42","826","NA","NA","","36","446","","50","380",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Enfield","Local Authority","E09000010","All pupils","All pupils","30","1754","NA","NA","","27","890","","33","864",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Greenwich","Local Authority","E09000011","All pupils","All pupils","22","1071","NA","NA","","18","511","","27","560",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Harrow","Local Authority","E09000015","All pupils","All pupils","30","610","NA","NA","","24","303","","35","307",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Havering","Local Authority","E09000016","All pupils","All pupils","27","2237","NA","NA","","24","1135","","30","1102",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Hillingdon","Local Authority","E09000017","All pupils","All pupils","21","1479","NA","NA","","17","770","","25","709",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Hounslow","Local Authority","E09000018","All pupils","All pupils","37","951","NA","NA","","35","448","","39","503",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","42","871","NA","NA","","37","396","","46","475",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Merton","Local Authority","E09000024","All pupils","All pupils","31","734","NA","NA","","25","372","","37","362",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Redbridge","Local Authority","E09000026","All pupils","All pupils","28","903","NA","NA","","24","467","","33","436",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","43","1025","NA","NA","","36","470","","49","555",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Sutton","Local Authority","E09000029","All pupils","All pupils","35","1623","NA","NA","","28","851","","42","772",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","26","969","NA","NA","","17","494","","34","475",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","22","946","NA","NA","","17","479","","28","467",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","25","1802","NA","NA","","21","903","","29","899",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","37","4220","NA","NA","","33","2106","","40","2114",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","East Sussex","Local Authority","E10000011","All pupils","All pupils","21","4532","NA","NA","","18","2271","","25","2261",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Hampshire","Local Authority","E10000014","All pupils","All pupils","26","12110","NA","NA","","21","6208","","31","5902",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","13","1249","NA","NA","","8","638","","19","611",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Kent","Local Authority","E10000016","All pupils","All pupils","28","14022","NA","NA","","23","7114","","33","6908",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Medway","Local Authority","E06000035","All pupils","All pupils","25","2508","NA","NA","","23","1293","","26","1215",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","19","1994","NA","NA","","13","997","","26","997",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","25","5136","NA","NA","","18","2605","","32","2531",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Portsmouth","Local Authority","E06000044","All pupils","All pupils","17","1515","NA","NA","","14","809","","21","706",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Reading","Local Authority","E06000038","All pupils","All pupils","28","711","NA","NA","","28","411","","28","300",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Slough","Local Authority","E06000039","All pupils","All pupils","24","497","NA","NA","","19","253","","30","244",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Southampton","Local Authority","E06000045","All pupils","All pupils","19","1593","NA","NA","","13","798","","24","795",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Surrey","Local Authority","E10000030","All pupils","All pupils","30","8958","NA","NA","","24","4588","","37","4370",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","West Berkshire","Local Authority","E06000037","All pupils","All pupils","30","1704","NA","NA","","23","874","","37","830",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","West Sussex","Local Authority","E10000032","All pupils","All pupils","26","7316","NA","NA","","21","3719","","31","3597",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","32","1119","NA","NA","","24","586","","39","533",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Wokingham","Local Authority","E06000041","All pupils","All pupils","35","1231","NA","NA","","26","633","","45","598",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","34","1863","NA","NA","","31","903","","37","960",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Bournemouth","Local Authority","E06000028","All pupils","All pupils","27","1429","NA","NA","","22","733","","31","696",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","18","2316","NA","NA","","13","1151","","23","1165",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Cornwall","Local Authority","E06000052","All pupils","All pupils","19","5232","NA","NA","","14","2665","","24","2567",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Devon","Local Authority","E10000008","All pupils","All pupils","23","6726","NA","NA","","19","3486","","28","3240",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Dorset","Local Authority","E10000009","All pupils","All pupils","24","3933","NA","NA","","19","1996","","29","1937",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","26","5882","NA","NA","","22","3043","","30","2839",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","x","21","NA","NA","Suppressed","x","11","Suppressed","x","10","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","North Somerset","Local Authority","E06000024","All pupils","All pupils","20","2043","NA","NA","","14","1039","","25","1004",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Plymouth","Local Authority","E06000026","All pupils","All pupils","20","2489","NA","NA","","13","1273","","28","1216",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Poole","Local Authority","E06000029","All pupils","All pupils","25","1338","NA","NA","","x","689","Suppressed","x","649","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Somerset","Local Authority","E10000027","All pupils","All pupils","20","4933","NA","NA","","14","2486","","25","2447",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","18","2530","NA","NA","","15","1324","","21","1206",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Swindon","Local Authority","E06000030","All pupils","All pupils","16","1756","NA","NA","","12","900","","20","856",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Torbay","Local Authority","E06000027","All pupils","All pupils","x","1335","NA","NA","Suppressed","26","701","","x","634","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Wiltshire","Local Authority","E06000054","All pupils","All pupils","26","4582","NA","NA","","22","2263","","29","2319",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","England","Country","E92000001","All pupils","All pupils","27","22753","NA","NA","","22","11463","","32","11290",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","County Durham","Local Authority","E06000047","All pupils","All pupils","36","42","NA","NA","","25","16","","42","26",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Darlington","Local Authority","E06000005","All pupils","All pupils","x","15","NA","NA","Suppressed","x","x","Suppressed","x","x","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Gateshead","Local Authority","E08000037","All pupils","All pupils","40","20","NA","NA","","36","11","","44","9",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Hartlepool","Local Authority","E06000001","All pupils","All pupils","x","8","NA","NA","Suppressed","x","x","Suppressed","x","x","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","17","53","NA","NA","","x","22","Suppressed","x","31","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","32","65","NA","NA","","23","31","","41","34",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","North Tyneside","Local Authority","E08000022","All pupils","All pupils","40","35","NA","NA","","41","17","","39","18",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Northumberland","Local Authority","E06000057","All pupils","All pupils","17","36","NA","NA","","21","14","","14","22",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","40","20","NA","NA","","x","9","Suppressed","x","11","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","South Tyneside","Local Authority","E08000023","All pupils","All pupils","24","17","NA","NA","","x","11","Suppressed","x","6","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","32","25","NA","NA","","25","16","","44","9",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Sunderland","Local Authority","E08000024","All pupils","All pupils","26","27","NA","NA","","x","12","Suppressed","x","15","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","23","61","NA","NA","","17","30","","29","31",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Blackpool","Local Authority","E06000009","All pupils","All pupils","x","24","NA","NA","Suppressed","x","12","Suppressed","x","12","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Bolton","Local Authority","E08000001","All pupils","All pupils","16","88","NA","NA","","7","46","","26","42",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Bury","Local Authority","E08000002","All pupils","All pupils","28","101","NA","NA","","20","51","","36","50",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Cheshire East","Local Authority","E06000049","All pupils","All pupils","27","93","NA","NA","","13","48","","42","45",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","32","72","NA","NA","","24","38","","41","34",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Cumbria","Local Authority","E10000006","All pupils","All pupils","38","53","NA","NA","","23","22","","48","31",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Halton","Local Authority","E06000006","All pupils","All pupils","56","25","NA","NA","","69","13","","42","12",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Knowsley","Local Authority","E08000011","All pupils","All pupils","24","21","NA","NA","","x","11","Suppressed","x","10","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Lancashire","Local Authority","E10000017","All pupils","All pupils","23","277","NA","NA","","18","130","","27","147",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Liverpool","Local Authority","E08000012","All pupils","All pupils","17","203","NA","NA","","14","104","","19","99",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Manchester","Local Authority","E08000003","All pupils","All pupils","16","344","NA","NA","","12","175","","20","169",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Oldham","Local Authority","E08000004","All pupils","All pupils","10","90","NA","NA","","13","38","","8","52",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Rochdale","Local Authority","E08000005","All pupils","All pupils","24","83","NA","NA","","21","33","","26","50",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Salford","Local Authority","E08000006","All pupils","All pupils","25","80","NA","NA","","22","45","","29","35",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Sefton","Local Authority","E08000014","All pupils","All pupils","22","60","NA","NA","","14","28","","28","32",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","St. Helens","Local Authority","E08000013","All pupils","All pupils","x","15","NA","NA","Suppressed","x","7","Suppressed","x","8","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Stockport","Local Authority","E08000007","All pupils","All pupils","30","105","NA","NA","","27","59","","33","46",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Tameside","Local Authority","E08000008","All pupils","All pupils","16","74","NA","NA","","15","41","","18","33",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Trafford","Local Authority","E08000009","All pupils","All pupils","36","132","NA","NA","","29","66","","44","66",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Warrington","Local Authority","E06000007","All pupils","All pupils","23","35","NA","NA","","15","20","","33","15",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Wigan","Local Authority","E08000010","All pupils","All pupils","26","66","NA","NA","","15","27","","33","39",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Wirral","Local Authority","E08000015","All pupils","All pupils","44","69","NA","NA","","35","34","","51","35",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Barnsley","Local Authority","E08000016","All pupils","All pupils","29","35","NA","NA","","18","17","","39","18",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Bradford","Local Authority","E08000032","All pupils","All pupils","16","218","NA","NA","","14","103","","17","115",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Calderdale","Local Authority","E08000033","All pupils","All pupils","17","93","NA","NA","","7","42","","26","51",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Doncaster","Local Authority","E08000017","All pupils","All pupils","20","61","NA","NA","","x","30","Suppressed","x","31","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","15","46","NA","NA","","11","28","","22","18",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","25","44","NA","NA","","21","28","","31","16",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","16","225","NA","NA","","8","118","","26","107",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","22","335","NA","NA","","20","172","","25","163",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","24","38","NA","NA","","16","25","","39","13",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","16","19","NA","NA","","x","9","Suppressed","x","10","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","32","124","NA","NA","","32","72","","33","52",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","19","58","NA","NA","","15","33","","24","25",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","19","265","NA","NA","","13","128","","23","137",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","20","64","NA","NA","","15","27","","24","37",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","York","Local Authority","E06000014","All pupils","All pupils","42","33","NA","NA","","x","17","Suppressed","x","16","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","17","166","NA","NA","","13","77","","20","89",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","16","161","NA","NA","","13","80","","20","81",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","19","210","NA","NA","","16","105","","21","105",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","21","246","NA","NA","","13","133","","31","113",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","40","134","NA","NA","","x","73","Suppressed","x","61","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","22","327","NA","NA","","14","158","","29","169",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Nottingham","Local Authority","E06000018","All pupils","All pupils","19","231","NA","NA","","14","118","","23","113",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","26","255","NA","NA","","16","134","","36","121",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","44","9","NA","NA","","x","4","Suppressed","x","5","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","25","834","NA","NA","","24","432","","26","402",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","16","181","NA","NA","","10","96","","22","85",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","16","183","NA","NA","","16","97","","17","86",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","28","25","NA","NA","","x","16","Suppressed","x","9","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Sandwell","Local Authority","E08000028","All pupils","All pupils","11","223","NA","NA","","6","127","","19","96",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Shropshire","Local Authority","E06000051","All pupils","All pupils","25","53","NA","NA","","19","31","","32","22",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Solihull","Local Authority","E08000029","All pupils","All pupils","22","181","NA","NA","","20","95","","23","86",""
