"Title","EBacc entry by ethnicity and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics"
"Data source link","https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","19 January 2017 (revised)"

"Standard Ethnicity","Local authority","%"
"Chinese","Barnet","78.3"
"Chinese","Bexley","72.5"
"Chinese","Brent","!"
"Chinese","Bromley","72.2"
"Chinese","Croydon","76.2"
"Chinese","Ealing","100.0"
"Chinese","Enfield","80.0"
"Chinese","Greenwich","66.7"
"Chinese","Harrow","72.7"
"Chinese","Havering","54.5"
"Chinese","Hillingdon","41.7"
"Chinese","Hounslow","!"
"Chinese","Kingston upon Thames","69.6"
"Chinese","Merton","!"
"Chinese","Redbridge","70.0"
"Chinese","Richmond upon Thames","66.7"
"Chinese","Sutton","80.5"
"Chinese","Waltham Forest","31.8"
"Chinese","Bracknell Forest","!"
"Chinese","Brighton and Hove","100.0"
"Chinese","Buckinghamshire","66.7"
"Chinese","East Sussex","55.6"
"Chinese","Hampshire","62.9"
"Chinese","Isle of Wight","!"
"Chinese","Kent","67.2"
"Chinese","Medway","72.7"
"Chinese","Milton Keynes","46.7"
"Chinese","Oxfordshire","42.3"
"Chinese","Portsmouth","!"
"Chinese","Reading","!"
"Chinese","Slough","!"
"Chinese","Southampton","!"
"Chinese","Surrey","75.0"
"Chinese","West Berkshire","66.7"
"Chinese","West Sussex","50.0"
"Chinese","Windsor and Maidenhead","62.5"
"Chinese","Wokingham","!"
"Chinese","Bath and North East Somerset","!"
"Chinese","Bournemouth","!"
"Chinese","Bristol, City of","33.3"
"Chinese","Cornwall","!"
"Chinese","Devon","76.9"
"Chinese","Dorset","45.5"
"Chinese","Gloucestershire","65.2"
"Chinese","Isles of Scilly","N/A"
"Chinese","North Somerset","!"
"Chinese","Plymouth","61.5"
"Chinese","Poole","!"
"Chinese","Somerset","54.5"
"Chinese","South Gloucestershire","!"
"Chinese","Swindon","40.0"
"Chinese","Torbay","!"
"Chinese","Wiltshire","!"
