"Title","Mathematics attainments for children aged 5 to 7 (key stage 1)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","2018-03-04"
"Measure","Time","Time_type","Region","Local Authority","LA Code","Ethnicity","Ethnicity type","Gender","Gender_type","Value","Value_type","Denominator"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South East","Slough","E06000039","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72","%","196"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South East","Southampton","E06000045","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67","%","92"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South East","Surrey","E10000030","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","207"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South East","West Berkshire","E06000037","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","85","%","20"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South East","West Sussex","E10000032","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","53","%","145"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South East","Windsor and Maidenhead","E06000040","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67","%","18"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South East","Wokingham","E06000041","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74","%","53"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South West","Bath and North East Somerset","E06000022","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","60","%","10"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South West","Bournemouth","E06000028","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","79","%","19"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South West","Bristol, City of","E06000023","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","60","%","521"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South West","Cornwall","E06000052","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","!"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South West","Devon","E10000008","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","50","%","14"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South West","Dorset","E10000009","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70","%","10"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South West","Gloucestershire","E10000013","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","65","%","97"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South West","Isles of Scilly","E06000053","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","!"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South West","North Somerset","E06000024","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","11"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South West","Plymouth","E06000026","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","62","%","21"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South West","Poole","E06000029","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","54","%","13"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South West","Somerset","E10000027","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","36","%","14"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South West","South Gloucestershire","E06000025","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75","%","51"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South West","Swindon","E06000030","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","97"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South West","Torbay","E06000027","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","!"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","South West","Wiltshire","E06000054","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69","%","80"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North East","County Durham","E06000047","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","15"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North East","Darlington","E06000005","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","100","%","4"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North East","Gateshead","E08000037","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75","%","16"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North East","Hartlepool","E06000001","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","6"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North East","Middlesbrough","E06000002","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","!"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North East","Newcastle upon Tyne","E08000021","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","91","%","34"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North East","North Tyneside","E08000022","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","80","%","15"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North East","Northumberland","E06000057","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","13"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North East","Redcar and Cleveland","E06000003","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","3"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North East","South Tyneside","E08000023","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","!"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North East","Stockton-on-Tees","E06000004","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","11"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North East","Sunderland","E08000024","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","13"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Blackburn with Darwen","E06000008","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","100","%","4"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Blackpool","E06000009","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70","%","10"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Bolton","E08000001","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","12"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Bury","E08000002","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","100","%","9"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Cheshire East","E06000049","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","11"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Cheshire West and Chester","E06000050","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","100","%","14"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Cumbria","E10000006","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","13"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Halton","E06000006","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","0"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Knowsley","E08000011","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","100","%","3"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Lancashire","E10000017","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","88","%","34"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Liverpool","E08000012","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","85"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Manchester","E08000003","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","93","%","110"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Oldham","E08000004","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67","%","21"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Rochdale","E08000005","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","8"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Salford","E08000006","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","8"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Sefton","E08000014","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","10"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","St. Helens","E08000013","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","6"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Stockport","E08000007","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75","%","20"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Tameside","E08000008","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70","%","10"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Trafford","E08000009","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","90","%","42"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Warrington","E06000007","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","12"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Wigan","E08000010","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","12"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","North West","Wirral","E08000015","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","21"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","Barnsley","E08000016","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","0"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","Bradford","E08000032","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","14"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","Calderdale","E08000033","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","7"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","Doncaster","E08000017","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","84","%","19"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","100","%","4"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","5"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","Kirklees","E08000034","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","81","%","16"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","Leeds","E08000035","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","79","%","68"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","100","%","3"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","8"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","82","%","17"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","Rotherham","E08000018","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73","%","11"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","Sheffield","E08000019","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","91","%","44"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","Wakefield","E08000036","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","14"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","York","E06000014","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","7"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","East Midlands","Derby","E06000015","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","23"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","East Midlands","Derbyshire","E10000007","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","82","%","22"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","East Midlands","Leicester","E06000016","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","10"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","East Midlands","Leicestershire","E10000018","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","83","%","29"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","East Midlands","Lincolnshire","E10000019","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","22"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","East Midlands","Northamptonshire","E10000021","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","28"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","East Midlands","Nottingham","E06000018","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","21"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","East Midlands","Nottinghamshire","E10000024","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","89","%","45"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","East Midlands","Rutland","E06000017","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","!"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Birmingham","E08000025","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","92","%","103"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Coventry","E08000026","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","24"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Dudley","E08000027","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","15"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Herefordshire, County of","E06000019","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","!"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Sandwell","E08000028","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","20"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Shropshire","E06000051","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","100","%","5"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Solihull","E08000029","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","7"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Staffordshire","E10000028","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","24"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Stoke-on-Trent","E06000021","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","10"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Telford and Wrekin","E06000020","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","100","%","4"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Walsall","E08000030","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","14"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Warwickshire","E10000031","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","19"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Wolverhampton","E08000031","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","24"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Worcestershire","E10000034","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78","%","18"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","East","Bedford","E06000055","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","100","%","3"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","East","Cambridgeshire","E10000003","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","91","%","66"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","East","Central Bedfordshire","E06000056","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","100","%","3"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","East","Essex","E10000012","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","92","%","49"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","East","Hertfordshire","E10000015","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","93","%","73"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","East","Luton","E06000032","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","58","%","12"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","East","Norfolk","E10000020","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","36"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","East","Peterborough","E06000031","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","11"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","East","Southend-on-Sea","E06000033","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","100","%","17"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","East","Suffolk","E10000029","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","100","%","5"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","East","Thurrock","E06000034","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","15"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","Camden","E09000007","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","17"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","City of London","E09000001","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","!"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","Hackney","E09000012","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","18"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","Hammersmith and Fulham","E09000013","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","100","%","5"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","Haringey","E09000014","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","40"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","Islington","E09000019","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","10"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","Kensington and Chelsea","E09000020","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","!"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","Lambeth","E09000022","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","88","%","24"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","Lewisham","E09000023","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","81","%","70"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","Newham","E09000025","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","16"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","Southwark","E09000028","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","90","%","58"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","Tower Hamlets","E09000030","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","25"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","Wandsworth","E09000032","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","88","%","25"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","Westminster","E09000033","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","100","%","20"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","Barking and Dagenham","E09000002","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","16"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","Barnet","E09000003","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","84","%","56"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","Bexley","E09000004","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","16"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","Brent","E09000005","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","9"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","Bromley","E09000006","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","47"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","Croydon","E09000008","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","27"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","Ealing","E09000009","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","100","%","14"
"% of pupils reaching the key stage 1 expected standard in mathematics by ethnicity and gender","2015 - 2016","Academic year","London","Enfield","E09000010","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","81","%","26"
