"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Income","Geography_code","Geography_name","Geography_type","Age","Value","Numerator","Population estimate"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other Ethnic group: Arab","ONS 2011 18+1","600 or more","E92000001","England","Country","All Age Groups","1.3","14","-"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Bangladeshi","ONS 2011 18+1","All Income Bands","E12000001","North East","Region","All Age Groups","0.4","103","0.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Indian","ONS 2011 18+1","All Income Bands","E12000001","North East","Region","All Age Groups","0.2","42","0.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Other","ONS 2011 18+1","All Income Bands","E12000001","North East","Region","All Age Groups","0.7","85","0.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Pakistani","ONS 2011 18+1","All Income Bands","E12000001","North East","Region","All Age Groups","0.3","69","0.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: African","ONS 2011 18+1","All Income Bands","E12000001","North East","Region","All Age Groups","1","288","0.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: Caribbean","ONS 2011 18+1","All Income Bands","E12000001","North East","Region","All Age Groups","0.1","29","0"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: Other","ONS 2011 18+1","All Income Bands","E12000001","North East","Region","All Age Groups","0.2","52","0"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: Other","ONS 2011 18+1","All Income Bands","E12000001","North East","Region","All Age Groups","0.3","85","0.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: White & Asian","ONS 2011 18+1","All Income Bands","E12000001","North East","Region","All Age Groups","0.2","56","0.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: White & Black African","ONS 2011 18+1","All Income Bands","E12000001","North East","Region","All Age Groups","0.2","51","0.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: White & Black Caribbean","ONS 2011 18+1","All Income Bands","E12000001","North East","Region","All Age Groups","0.2","42","0.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other Ethnic group: Arab","ONS 2011 18+1","All Income Bands","E12000001","North East","Region","All Age Groups","0.4","114","0.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Chinese","ONS 2011 18+1","All Income Bands","E12000001","North East","Region","All Age Groups","0.1","40","0.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other Ethnic group: Other","ONS 2011 18+1","All Income Bands","E12000001","North East","Region","All Age Groups","0.7","199","0.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: English, Scottish, Welsh, Northern Irish, British","ONS 2011 18+1","All Income Bands","E12000001","North East","Region","All Age Groups","93.4","25698","93.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: Gypsy, Irish Traveller","ONS 2011 18+1","All Income Bands","E12000001","North East","Region","All Age Groups","0.1","26","0.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: Irish","ONS 2011 18+1","All Income Bands","E12000001","North East","Region","All Age Groups","0.2","56","0.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: Other","ONS 2011 18+1","All Income Bands","E12000001","North East","Region","All Age Groups","1.3","371","1.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Bangladeshi","ONS 2011 18+1","All Income Bands","E12000002","North West","Region","All Age Groups","0.4","197","0.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Indian","ONS 2011 18+1","All Income Bands","E12000002","North West","Region","All Age Groups","0.3","182","1.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Other","ONS 2011 18+1","All Income Bands","E12000002","North West","Region","All Age Groups","0.9","303","0.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Pakistani","ONS 2011 18+1","All Income Bands","E12000002","North West","Region","All Age Groups","1.5","797","2.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: African","ONS 2011 18+1","All Income Bands","E12000002","North West","Region","All Age Groups","2.6","1395","0.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: Caribbean","ONS 2011 18+1","All Income Bands","E12000002","North West","Region","All Age Groups","0.8","405","0.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: Other","ONS 2011 18+1","All Income Bands","E12000002","North West","Region","All Age Groups","0.6","302","0.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: Other","ONS 2011 18+1","All Income Bands","E12000002","North West","Region","All Age Groups","0.6","303","0.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: White & Asian","ONS 2011 18+1","All Income Bands","E12000002","North West","Region","All Age Groups","0.3","171","0.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: White & Black African","ONS 2011 18+1","All Income Bands","E12000002","North West","Region","All Age Groups","0.5","246","0.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: White & Black Caribbean","ONS 2011 18+1","All Income Bands","E12000002","North West","Region","All Age Groups","0.8","445","0.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other Ethnic group: Arab","ONS 2011 18+1","All Income Bands","E12000002","North West","Region","All Age Groups","0.7","356","0.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Chinese","ONS 2011 18+1","All Income Bands","E12000002","North West","Region","All Age Groups","0.2","91","0.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other Ethnic group: Other","ONS 2011 18+1","All Income Bands","E12000002","North West","Region","All Age Groups","1.2","645","0.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: English, Scottish, Welsh, Northern Irish, British","ONS 2011 18+1","All Income Bands","E12000002","North West","Region","All Age Groups","84.6","44869","87.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: Gypsy, Irish Traveller","ONS 2011 18+1","All Income Bands","E12000002","North West","Region","All Age Groups","0.1","45","0.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: Irish","ONS 2011 18+1","All Income Bands","E12000002","North West","Region","All Age Groups","0.5","272","1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: Other","ONS 2011 18+1","All Income Bands","E12000002","North West","Region","All Age Groups","3.5","1862","2.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Bangladeshi","ONS 2011 18+1","All Income Bands","E12000003","Yorkshire & Humber","Region","All Age Groups","0.3","126","0.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Indian","ONS 2011 18+1","All Income Bands","E12000003","Yorkshire & Humber","Region","All Age Groups","0.3","133","1.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Other","ONS 2011 18+1","All Income Bands","E12000003","Yorkshire & Humber","Region","All Age Groups","1.1","205","0.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Pakistani","ONS 2011 18+1","All Income Bands","E12000003","Yorkshire & Humber","Region","All Age Groups","2.6","1060","3.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: African","ONS 2011 18+1","All Income Bands","E12000003","Yorkshire & Humber","Region","All Age Groups","2.8","1121","0.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: Caribbean","ONS 2011 18+1","All Income Bands","E12000003","Yorkshire & Humber","Region","All Age Groups","1","391","0.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: Other","ONS 2011 18+1","All Income Bands","E12000003","Yorkshire & Humber","Region","All Age Groups","0.6","244","0.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: Other","ONS 2011 18+1","All Income Bands","E12000003","Yorkshire & Humber","Region","All Age Groups","0.5","205","0.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: White & Asian","ONS 2011 18+1","All Income Bands","E12000003","Yorkshire & Humber","Region","All Age Groups","0.4","161","0.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: White & Black African","ONS 2011 18+1","All Income Bands","E12000003","Yorkshire & Humber","Region","All Age Groups","0.4","153","0.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: White & Black Caribbean","ONS 2011 18+1","All Income Bands","E12000003","Yorkshire & Humber","Region","All Age Groups","1.2","466","0.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other Ethnic group: Arab","ONS 2011 18+1","All Income Bands","E12000003","Yorkshire & Humber","Region","All Age Groups","0.6","259","0.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Chinese","ONS 2011 18+1","All Income Bands","E12000003","Yorkshire & Humber","Region","All Age Groups","0.1","39","0.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other Ethnic group: Other","ONS 2011 18+1","All Income Bands","E12000003","Yorkshire & Humber","Region","All Age Groups","1.9","782","0.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: English, Scottish, Welsh, Northern Irish, British","ONS 2011 18+1","All Income Bands","E12000003","Yorkshire & Humber","Region","All Age Groups","81.9","33172","86.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: Gypsy, Irish Traveller","ONS 2011 18+1","All Income Bands","E12000003","Yorkshire & Humber","Region","All Age Groups","0.1","45","0.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: Irish","ONS 2011 18+1","All Income Bands","E12000003","Yorkshire & Humber","Region","All Age Groups","0.3","141","0.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: Other","ONS 2011 18+1","All Income Bands","E12000003","Yorkshire & Humber","Region","All Age Groups","3.8","1539","2.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Bangladeshi","ONS 2011 18+1","All Income Bands","E12000004","East Midlands","Region","All Age Groups","0.2","43","0.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Indian","ONS 2011 18+1","All Income Bands","E12000004","East Midlands","Region","All Age Groups","1.3","366","3.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Other","ONS 2011 18+1","All Income Bands","E12000004","East Midlands","Region","All Age Groups","0.7","150","0.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Pakistani","ONS 2011 18+1","All Income Bands","E12000004","East Midlands","Region","All Age Groups","0.9","252","1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: African","ONS 2011 18+1","All Income Bands","E12000004","East Midlands","Region","All Age Groups","2","547","0.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: Caribbean","ONS 2011 18+1","All Income Bands","E12000004","East Midlands","Region","All Age Groups","1.4","378","0.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: Other","ONS 2011 18+1","All Income Bands","E12000004","East Midlands","Region","All Age Groups","0.5","144","0.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: Other","ONS 2011 18+1","All Income Bands","E12000004","East Midlands","Region","All Age Groups","0.5","150","0.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: White & Asian","ONS 2011 18+1","All Income Bands","E12000004","East Midlands","Region","All Age Groups","0.3","77","0.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: White & Black African","ONS 2011 18+1","All Income Bands","E12000004","East Midlands","Region","All Age Groups","0.2","58","0.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: White & Black Caribbean","ONS 2011 18+1","All Income Bands","E12000004","East Midlands","Region","All Age Groups","1.6","432","0.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other Ethnic group: Arab","ONS 2011 18+1","All Income Bands","E12000004","East Midlands","Region","All Age Groups","0.3","85","0.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Chinese","ONS 2011 18+1","All Income Bands","E12000004","East Midlands","Region","All Age Groups","0.1","26","0.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other Ethnic group: Other","ONS 2011 18+1","All Income Bands","E12000004","East Midlands","Region","All Age Groups","1","279","0.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: English, Scottish, Welsh, Northern Irish, British","ONS 2011 18+1","All Income Bands","E12000004","East Midlands","Region","All Age Groups","84.8","23606","85.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: Gypsy, Irish Traveller","ONS 2011 18+1","All Income Bands","E12000004","East Midlands","Region","All Age Groups","0.1","34","0.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: Irish","ONS 2011 18+1","All Income Bands","E12000004","East Midlands","Region","All Age Groups","0.4","116","0.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: Other","ONS 2011 18+1","All Income Bands","E12000004","East Midlands","Region","All Age Groups","3.7","1032","3.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Bangladeshi","ONS 2011 18+1","All Income Bands","E12000005","West Midlands","Region","All Age Groups","0.7","276","0.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Indian","ONS 2011 18+1","All Income Bands","E12000005","West Midlands","Region","All Age Groups","1.3","518","4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Other","ONS 2011 18+1","All Income Bands","E12000005","West Midlands","Region","All Age Groups","1.2","254","1.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Pakistani","ONS 2011 18+1","All Income Bands","E12000005","West Midlands","Region","All Age Groups","2.8","1108","3.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: African","ONS 2011 18+1","All Income Bands","E12000005","West Midlands","Region","All Age Groups","4.3","1665","1.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: Caribbean","ONS 2011 18+1","All Income Bands","E12000005","West Midlands","Region","All Age Groups","4.2","1633","1.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: Other","ONS 2011 18+1","All Income Bands","E12000005","West Midlands","Region","All Age Groups","0.7","276","0.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: Other","ONS 2011 18+1","All Income Bands","E12000005","West Midlands","Region","All Age Groups","0.6","254","0.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: White & Asian","ONS 2011 18+1","All Income Bands","E12000005","West Midlands","Region","All Age Groups","0.5","204","0.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: White & Black African","ONS 2011 18+1","All Income Bands","E12000005","West Midlands","Region","All Age Groups","0.6","218","0.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: White & Black Caribbean","ONS 2011 18+1","All Income Bands","E12000005","West Midlands","Region","All Age Groups","2.5","991","1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other Ethnic group: Arab","ONS 2011 18+1","All Income Bands","E12000005","West Midlands","Region","All Age Groups","0.8","307","0.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Chinese","ONS 2011 18+1","All Income Bands","E12000005","West Midlands","Region","All Age Groups","0.1","46","0.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other Ethnic group: Other","ONS 2011 18+1","All Income Bands","E12000005","West Midlands","Region","All Age Groups","1.3","514","0.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: English, Scottish, Welsh, Northern Irish, British","ONS 2011 18+1","All Income Bands","E12000005","West Midlands","Region","All Age Groups","73.9","28921","80.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: Gypsy, Irish Traveller","ONS 2011 18+1","All Income Bands","E12000005","West Midlands","Region","All Age Groups","0.1","44","0.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: Irish","ONS 2011 18+1","All Income Bands","E12000005","West Midlands","Region","All Age Groups","0.6","234","1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: Other","ONS 2011 18+1","All Income Bands","E12000005","West Midlands","Region","All Age Groups","3.7","1444","2.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Bangladeshi","ONS 2011 18+1","All Income Bands","E12000006","East of England","Region","All Age Groups","0.6","154","0.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Indian","ONS 2011 18+1","All Income Bands","E12000006","East of England","Region","All Age Groups","0.5","126","1.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Other","ONS 2011 18+1","All Income Bands","E12000006","East of England","Region","All Age Groups","0.7","191","1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Pakistani","ONS 2011 18+1","All Income Bands","E12000006","East of England","Region","All Age Groups","0.8","202","1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: African","ONS 2011 18+1","All Income Bands","E12000006","East of England","Region","All Age Groups","1.9","502","1.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: Caribbean","ONS 2011 18+1","All Income Bands","E12000006","East of England","Region","All Age Groups","1.2","310","0.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: Other","ONS 2011 18+1","All Income Bands","E12000006","East of England","Region","All Age Groups","0.6","147","0.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: Other","ONS 2011 18+1","All Income Bands","E12000006","East of England","Region","All Age Groups","0.7","191","0.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: White & Asian","ONS 2011 18+1","All Income Bands","E12000006","East of England","Region","All Age Groups","0.3","88","0.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: White & Black African","ONS 2011 18+1","All Income Bands","E12000006","East of England","Region","All Age Groups","0.5","120","0.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: White & Black Caribbean","ONS 2011 18+1","All Income Bands","E12000006","East of England","Region","All Age Groups","1.3","345","0.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other Ethnic group: Arab","ONS 2011 18+1","All Income Bands","E12000006","East of England","Region","All Age Groups","0.2","47","0.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Chinese","ONS 2011 18+1","All Income Bands","E12000006","East of England","Region","All Age Groups","0.1","29","0.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other Ethnic group: Other","ONS 2011 18+1","All Income Bands","E12000006","East of England","Region","All Age Groups","0.6","170","0.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: English, Scottish, Welsh, Northern Irish, British","ONS 2011 18+1","All Income Bands","E12000006","East of England","Region","All Age Groups","85.1","22653","85.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: Gypsy, Irish Traveller","ONS 2011 18+1","All Income Bands","E12000006","East of England","Region","All Age Groups","0.2","41","0.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: Irish","ONS 2011 18+1","All Income Bands","E12000006","East of England","Region","All Age Groups","0.5","120","1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: Other","ONS 2011 18+1","All Income Bands","E12000006","East of England","Region","All Age Groups","4.5","1197","4.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Bangladeshi","ONS 2011 18+1","All Income Bands","E12000007","London","Region","All Age Groups","4.7","1394","2.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Indian","ONS 2011 18+1","All Income Bands","E12000007","London","Region","All Age Groups","2","597","6.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Other","ONS 2011 18+1","All Income Bands","E12000007","London","Region","All Age Groups","3.7","511","4.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Pakistani","ONS 2011 18+1","All Income Bands","E12000007","London","Region","All Age Groups","1.9","549","2.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: African","ONS 2011 18+1","All Income Bands","E12000007","London","Region","All Age Groups","15.2","4463","6.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: Caribbean","ONS 2011 18+1","All Income Bands","E12000007","London","Region","All Age Groups","11.2","3277","4.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: Other","ONS 2011 18+1","All Income Bands","E12000007","London","Region","All Age Groups","3.5","1019","1.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: Other","ONS 2011 18+1","All Income Bands","E12000007","London","Region","All Age Groups","1.7","511","1.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: White & Asian","ONS 2011 18+1","All Income Bands","E12000007","London","Region","All Age Groups","0.6","165","1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: White & Black African","ONS 2011 18+1","All Income Bands","E12000007","London","Region","All Age Groups","1.3","386","0.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: White & Black Caribbean","ONS 2011 18+1","All Income Bands","E12000007","London","Region","All Age Groups","3.4","1011","1.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other Ethnic group: Arab","ONS 2011 18+1","All Income Bands","E12000007","London","Region","All Age Groups","1.2","361","1.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Chinese","ONS 2011 18+1","All Income Bands","E12000007","London","Region","All Age Groups","0.4","122","1.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Other Ethnic group: Other","ONS 2011 18+1","All Income Bands","E12000007","London","Region","All Age Groups","2.9","855","2.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: English, Scottish, Welsh, Northern Irish, British","ONS 2011 18+1","All Income Bands","E12000007","London","Region","All Age Groups","37","10872","45.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: Gypsy, Irish Traveller","ONS 2011 18+1","All Income Bands","E12000007","London","Region","All Age Groups","0.2","72","0.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: Irish","ONS 2011 18+1","All Income Bands","E12000007","London","Region","All Age Groups","1.5","450","2.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","White: Other","ONS 2011 18+1","All Income Bands","E12000007","London","Region","All Age Groups","7.5","2199","13.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Bangladeshi","ONS 2011 18+1","All Income Bands","E12000008","South East","Region","All Age Groups","0.4","144","0.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Indian","ONS 2011 18+1","All Income Bands","E12000008","South East","Region","All Age Groups","0.5","166","1.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Other","ONS 2011 18+1","All Income Bands","E12000008","South East","Region","All Age Groups","1.1","230","1.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Asian/Asian British: Pakistani","ONS 2011 18+1","All Income Bands","E12000008","South East","Region","All Age Groups","1.1","371","1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: African","ONS 2011 18+1","All Income Bands","E12000008","South East","Region","All Age Groups","1.9","641","1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: Caribbean","ONS 2011 18+1","All Income Bands","E12000008","South East","Region","All Age Groups","0.9","301","0.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Black, African, Caribbean or Black British: Other","ONS 2011 18+1","All Income Bands","E12000008","South East","Region","All Age Groups","0.5","161","0.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2016","2016/17","Financial year","Mixed: Other","ONS 2011 18+1","All Income Bands","E12000008","South East","Region","All Age Groups","0.7","230","0.4"
