"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Income_Quintile_Distribution","Value"
"Quintile distribution of income Before Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in third income quintile","20"
"Quintile distribution of income Before Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in fourth income quintile","17"
"Quintile distribution of income Before Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in top income quintile","7"
"Quintile distribution of income Before Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in bottom income quintile","32"
"Quintile distribution of income Before Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in second income quintile","21"
"Quintile distribution of income Before Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in third income quintile","17"
"Quintile distribution of income Before Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in fourth income quintile","14"
"Quintile distribution of income Before Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in top income quintile","16"
"Quintile distribution of income Before Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Unknown","","Percentage of individuals in bottom income quintile","N/A"
"Quintile distribution of income Before Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Unknown","","Percentage of individuals in second income quintile","N/A"
"Quintile distribution of income Before Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Unknown","","Percentage of individuals in third income quintile","N/A"
"Quintile distribution of income Before Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Unknown","","Percentage of individuals in fourth income quintile","N/A"
"Quintile distribution of income Before Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Unknown","","Percentage of individuals in top income quintile","N/A"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","White","ONS 2011 5+1","Percentage of individuals in bottom income quintile","18"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","White","ONS 2011 5+1","Percentage of individuals in second income quintile","20"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","White","ONS 2011 5+1","Percentage of individuals in third income quintile","20"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","White","ONS 2011 5+1","Percentage of individuals in fourth income quintile","21"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","White","ONS 2011 5+1","Percentage of individuals in top income quintile","21"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in bottom income quintile","17"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in second income quintile","19"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in third income quintile","21"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in fourth income quintile","21"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in top income quintile","21"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in bottom income quintile","26"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in second income quintile","20"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in third income quintile","18"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in fourth income quintile","16"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in top income quintile","20"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Mixed","ONS 2011 5+1","Percentage of individuals in bottom income quintile","24"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Mixed","ONS 2011 5+1","Percentage of individuals in second income quintile","17"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Mixed","ONS 2011 5+1","Percentage of individuals in third income quintile","26"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Mixed","ONS 2011 5+1","Percentage of individuals in fourth income quintile","17"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Mixed","ONS 2011 5+1","Percentage of individuals in top income quintile","17"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 2011 5+1","Percentage of individuals in bottom income quintile","34"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 2011 5+1","Percentage of individuals in second income quintile","25"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 2011 5+1","Percentage of individuals in third income quintile","15"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 2011 5+1","Percentage of individuals in fourth income quintile","12"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 2011 5+1","Percentage of individuals in top income quintile","14"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in bottom income quintile","38"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in second income quintile","24"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in third income quintile","17"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in fourth income quintile","14"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in top income quintile","6"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in bottom income quintile","43"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in second income quintile","20"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in third income quintile","10"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in fourth income quintile","11"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in top income quintile","15"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Unknown","","Percentage of individuals in bottom income quintile","N/A"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Unknown","","Percentage of individuals in second income quintile","N/A"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Unknown","","Percentage of individuals in third income quintile","N/A"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Unknown","","Percentage of individuals in fourth income quintile","N/A"
"Quintile distribution of income After Housing Costs","2012/13; 2013/14; 2014/15","3-Year average","Unknown","","Percentage of individuals in top income quintile","N/A"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White","ONS 2011 5+1","Percentage of individuals in bottom income quintile","18"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White","ONS 2011 5+1","Percentage of individuals in second income quintile","20"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White","ONS 2011 5+1","Percentage of individuals in third income quintile","20"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White","ONS 2011 5+1","Percentage of individuals in fourth income quintile","21"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White","ONS 2011 5+1","Percentage of individuals in top income quintile","21"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in bottom income quintile","18"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in second income quintile","20"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in third income quintile","20"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in fourth income quintile","21"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in top income quintile","21"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in bottom income quintile","21"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in second income quintile","18"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in third income quintile","19"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in fourth income quintile","18"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in top income quintile","25"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Mixed","ONS 2011 5+1","Percentage of individuals in bottom income quintile","24"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Mixed","ONS 2011 5+1","Percentage of individuals in second income quintile","19"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Mixed","ONS 2011 5+1","Percentage of individuals in third income quintile","25"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Mixed","ONS 2011 5+1","Percentage of individuals in fourth income quintile","17"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Mixed","ONS 2011 5+1","Percentage of individuals in top income quintile","15"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Asian","ONS 2011 5+1","Percentage of individuals in bottom income quintile","34"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Asian","ONS 2011 5+1","Percentage of individuals in second income quintile","21"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Asian","ONS 2011 5+1","Percentage of individuals in third income quintile","16"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Asian","ONS 2011 5+1","Percentage of individuals in fourth income quintile","13"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Asian","ONS 2011 5+1","Percentage of individuals in top income quintile","15"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in bottom income quintile","30"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in second income quintile","25"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in third income quintile","19"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in fourth income quintile","17"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in top income quintile","9"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in bottom income quintile","33"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in second income quintile","18"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in third income quintile","17"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in fourth income quintile","18"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in top income quintile","14"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Unknown","","Percentage of individuals in bottom income quintile","N/A"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Unknown","","Percentage of individuals in second income quintile","N/A"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Unknown","","Percentage of individuals in third income quintile","N/A"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Unknown","","Percentage of individuals in fourth income quintile","N/A"
"Quintile distribution of income Before Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Unknown","","Percentage of individuals in top income quintile","N/A"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White","ONS 2011 5+1","Percentage of individuals in bottom income quintile","18"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White","ONS 2011 5+1","Percentage of individuals in second income quintile","20"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White","ONS 2011 5+1","Percentage of individuals in third income quintile","21"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White","ONS 2011 5+1","Percentage of individuals in fourth income quintile","21"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White","ONS 2011 5+1","Percentage of individuals in top income quintile","21"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in bottom income quintile","17"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in second income quintile","20"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in third income quintile","21"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in fourth income quintile","21"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in top income quintile","21"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in bottom income quintile","28"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in second income quintile","20"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in third income quintile","17"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in fourth income quintile","15"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in top income quintile","21"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Mixed","ONS 2011 5+1","Percentage of individuals in bottom income quintile","32"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Mixed","ONS 2011 5+1","Percentage of individuals in second income quintile","19"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Mixed","ONS 2011 5+1","Percentage of individuals in third income quintile","22"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Mixed","ONS 2011 5+1","Percentage of individuals in fourth income quintile","14"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Mixed","ONS 2011 5+1","Percentage of individuals in top income quintile","13"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Asian","ONS 2011 5+1","Percentage of individuals in bottom income quintile","35"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Asian","ONS 2011 5+1","Percentage of individuals in second income quintile","24"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Asian","ONS 2011 5+1","Percentage of individuals in third income quintile","15"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Asian","ONS 2011 5+1","Percentage of individuals in fourth income quintile","13"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Asian","ONS 2011 5+1","Percentage of individuals in top income quintile","13"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in bottom income quintile","39"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in second income quintile","24"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in third income quintile","16"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in fourth income quintile","14"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in top income quintile","8"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in bottom income quintile","41"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in second income quintile","19"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in third income quintile","13"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in fourth income quintile","14"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in top income quintile","12"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Unknown","","Percentage of individuals in bottom income quintile","N/A"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Unknown","","Percentage of individuals in second income quintile","N/A"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Unknown","","Percentage of individuals in third income quintile","N/A"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Unknown","","Percentage of individuals in fourth income quintile","N/A"
"Quintile distribution of income After Housing Costs","2011/12; 2012/13; 2013/14","3-Year average","Unknown","","Percentage of individuals in top income quintile","N/A"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White","ONS 2011 5+1","Percentage of individuals in bottom income quintile","18"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White","ONS 2011 5+1","Percentage of individuals in second income quintile","20"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White","ONS 2011 5+1","Percentage of individuals in third income quintile","20"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White","ONS 2011 5+1","Percentage of individuals in fourth income quintile","21"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White","ONS 2011 5+1","Percentage of individuals in top income quintile","21"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in bottom income quintile","18"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in second income quintile","20"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in third income quintile","20"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in fourth income quintile","21"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in top income quintile","20"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in bottom income quintile","20"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in second income quintile","18"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in third income quintile","19"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in fourth income quintile","18"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in top income quintile","25"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 2011 5+1","Percentage of individuals in bottom income quintile","26"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 2011 5+1","Percentage of individuals in second income quintile","23"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 2011 5+1","Percentage of individuals in third income quintile","21"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 2011 5+1","Percentage of individuals in fourth income quintile","17"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 2011 5+1","Percentage of individuals in top income quintile","14"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 2011 5+1","Percentage of individuals in bottom income quintile","35"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 2011 5+1","Percentage of individuals in second income quintile","21"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 2011 5+1","Percentage of individuals in third income quintile","16"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 2011 5+1","Percentage of individuals in fourth income quintile","12"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Asian","ONS 2011 5+1","Percentage of individuals in top income quintile","15"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in bottom income quintile","29"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in second income quintile","24"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in third income quintile","19"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in fourth income quintile","16"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Black","ONS 2011 5+1","Percentage of individuals in top income quintile","11"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in bottom income quintile","31"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in second income quintile","21"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in third income quintile","17"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in fourth income quintile","15"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Other","ONS 2011 5+1","Percentage of individuals in top income quintile","15"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Unknown","","Percentage of individuals in bottom income quintile","N/A"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Unknown","","Percentage of individuals in second income quintile","N/A"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Unknown","","Percentage of individuals in third income quintile","N/A"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Unknown","","Percentage of individuals in fourth income quintile","N/A"
"Quintile distribution of income Before Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Unknown","","Percentage of individuals in top income quintile","N/A"
"Quintile distribution of income After Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White","ONS 2011 5+1","Percentage of individuals in bottom income quintile","18"
"Quintile distribution of income After Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White","ONS 2011 5+1","Percentage of individuals in second income quintile","20"
"Quintile distribution of income After Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White","ONS 2011 5+1","Percentage of individuals in third income quintile","21"
"Quintile distribution of income After Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White","ONS 2011 5+1","Percentage of individuals in fourth income quintile","21"
"Quintile distribution of income After Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White","ONS 2011 5+1","Percentage of individuals in top income quintile","21"
"Quintile distribution of income After Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in bottom income quintile","17"
"Quintile distribution of income After Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in second income quintile","20"
"Quintile distribution of income After Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in third income quintile","21"
"Quintile distribution of income After Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in fourth income quintile","21"
"Quintile distribution of income After Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White British","White ethnicity: detailed","Percentage of individuals in top income quintile","21"
"Quintile distribution of income After Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in bottom income quintile","27"
"Quintile distribution of income After Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in second income quintile","20"
"Quintile distribution of income After Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in third income quintile","16"
"Quintile distribution of income After Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in fourth income quintile","16"
"Quintile distribution of income After Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","White Other","White ethnicity: detailed","Percentage of individuals in top income quintile","21"
"Quintile distribution of income After Housing Costs","2010/11; 2011/12; 2012/13","3-Year average","Mixed","ONS 2011 5+1","Percentage of individuals in bottom income quintile","36"
