"Title","GCSE results (‘Attainment 8’) for children aged 14 to 16 (key stage 4)"
"Location","England"
"Time period","2016/17"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2016-to-2017"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-09"
"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Admission Basis","Type of School","SEN","Religious character","Value","Denominator"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","45.1","182849"
"Average Attainment 8 score per pupil","2017","Academic year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","45.2","169987"
"Average Attainment 8 score per pupil","2017","Academic year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","52.6","752"
"Average Attainment 8 score per pupil","2017","Academic year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","22.2","26"
"Average Attainment 8 score per pupil","2017","Academic year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","16.8","395"
"Average Attainment 8 score per pupil","2017","Academic year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","44.2","11689"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","46.6","9613"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed - White and Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","40.6","2690"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed - White and Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","45.8","1084"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","51.6","2225"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","48.2","3614"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","48.7","22708"
"Average Attainment 8 score per pupil","2017","Academic year","Asian - Indian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","53.8","6803"
"Average Attainment 8 score per pupil","2017","Academic year","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","43.7","8797"
"Average Attainment 8 score per pupil","2017","Academic year","Asian - Bangladeshi","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","49.1","3162"
"Average Attainment 8 score per pupil","2017","Academic year","Asian - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","50.5","3946"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","42.9","10900"
"Average Attainment 8 score per pupil","2017","Academic year","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","38.4","2732"
"Average Attainment 8 score per pupil","2017","Academic year","Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","45","6848"
"Average Attainment 8 score per pupil","2017","Academic year","Black - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","40.8","1320"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","60.9","1011"
"Average Attainment 8 score per pupil","2017","Academic year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","45.3","3417"
"Average Attainment 8 score per pupil","2017","Academic year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","38.1","3126"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","45.4","233624"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","50.3","176508"
"Average Attainment 8 score per pupil","2017","Academic year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","50.4","164015"
"Average Attainment 8 score per pupil","2017","Academic year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","55.6","730"
"Average Attainment 8 score per pupil","2017","Academic year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","36.4","26"
"Average Attainment 8 score per pupil","2017","Academic year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","19.4","353"
"Average Attainment 8 score per pupil","2017","Academic year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","50.1","11384"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","52","9573"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed - White and Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","46.9","2750"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed - White and Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","51.9","1089"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","56.6","2199"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","53.2","3535"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","53.7","21255"
"Average Attainment 8 score per pupil","2017","Academic year","Asian - Indian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","58.6","6149"
"Average Attainment 8 score per pupil","2017","Academic year","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","48.7","8224"
"Average Attainment 8 score per pupil","2017","Academic year","Asian - Bangladeshi","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","53.4","3274"
"Average Attainment 8 score per pupil","2017","Academic year","Asian - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","57","3608"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","49.4","10946"
"Average Attainment 8 score per pupil","2017","Academic year","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","45.4","2791"
"Average Attainment 8 score per pupil","2017","Academic year","Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","51.4","6841"
"Average Attainment 8 score per pupil","2017","Academic year","Black - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","47.5","1314"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","65","931"
"Average Attainment 8 score per pupil","2017","Academic year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","51.5","3012"
"Average Attainment 8 score per pupil","2017","Academic year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","44.4","2749"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All other pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","50.7","224974"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","29.5","23786"
"Average Attainment 8 score per pupil","2017","Academic year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","29.2","22338"
"Average Attainment 8 score per pupil","2017","Academic year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","32.1","94"
"Average Attainment 8 score per pupil","2017","Academic year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","14.1","28"
"Average Attainment 8 score per pupil","2017","Academic year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","16.7","165"
"Average Attainment 8 score per pupil","2017","Academic year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","37","1161"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","33.8","2136"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed - White and Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","29.2","781"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed - White and Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","37","256"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","35.6","377"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","36.8","722"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","40.5","4362"
"Average Attainment 8 score per pupil","2017","Academic year","Asian - Indian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","43.4","491"
"Average Attainment 8 score per pupil","2017","Academic year","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","38.1","2106"
"Average Attainment 8 score per pupil","2017","Academic year","Asian - Bangladeshi","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","43.3","1187"
"Average Attainment 8 score per pupil","2017","Academic year","Asian - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","40.8","578"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","36.1","3019"
"Average Attainment 8 score per pupil","2017","Academic year","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","31.6","798"
"Average Attainment 8 score per pupil","2017","Academic year","Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","38.6","1855"
"Average Attainment 8 score per pupil","2017","Academic year","Black - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","33.3","366"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","55.5","69"
"Average Attainment 8 score per pupil","2017","Academic year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","40.1","1054"
"Average Attainment 8 score per pupil","2017","Academic year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","30.3","477"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","32.1","34903"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","35.3","23199"
"Average Attainment 8 score per pupil","2017","Academic year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","35","21768"
"Average Attainment 8 score per pupil","2017","Academic year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","33.1","100"
"Average Attainment 8 score per pupil","2017","Academic year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","23.4","38"
"Average Attainment 8 score per pupil","2017","Academic year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","19.1","160"
"Average Attainment 8 score per pupil","2017","Academic year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","42.6","1133"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","39.5","2161"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed - White and Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","36","817"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed - White and Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","42.4","285"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","39.7","346"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","42.4","713"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","46.1","4462"
"Average Attainment 8 score per pupil","2017","Academic year","Asian - Indian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","49.5","525"
"Average Attainment 8 score per pupil","2017","Academic year","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","43.3","2196"
"Average Attainment 8 score per pupil","2017","Academic year","Asian - Bangladeshi","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","49.2","1251"
"Average Attainment 8 score per pupil","2017","Academic year","Asian - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","46.7","490"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","43.3","3057"
"Average Attainment 8 score per pupil","2017","Academic year","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","39","776"
"Average Attainment 8 score per pupil","2017","Academic year","Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","45.5","1922"
"Average Attainment 8 score per pupil","2017","Academic year","Black - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","41.1","359"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","60.9","62"
"Average Attainment 8 score per pupil","2017","Academic year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","45","958"
"Average Attainment 8 score per pupil","2017","Academic year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","34.6","459"
"Average Attainment 8 score per pupil","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","Pupils eligible for free school meals","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","38","34358"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","Selective schools","All state-funded schools","All state-funded schools","All state-funded schools","68","15939"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","Selective schools","All state-funded schools","All state-funded schools","All state-funded schools","71.4","1223"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","Selective schools","All state-funded schools","All state-funded schools","All state-funded schools","72.9","3853"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","Selective schools","All state-funded schools","All state-funded schools","All state-funded schools","70.5","834"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","Selective schools","All state-funded schools","All state-funded schools","All state-funded schools","76.8","399"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Selective schools","All state-funded schools","All state-funded schools","All state-funded schools","66.3","7927"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Selective schools","All state-funded schools","All state-funded schools","All state-funded schools","69.7","612"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Selective schools","All state-funded schools","All state-funded schools","All state-funded schools","71.9","2025"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Selective schools","All state-funded schools","All state-funded schools","All state-funded schools","68.3","385"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Selective schools","All state-funded schools","All state-funded schools","All state-funded schools","75.1","220"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","Selective schools","All state-funded schools","All state-funded schools","All state-funded schools","69.7","8012"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","Selective schools","All state-funded schools","All state-funded schools","All state-funded schools","73.1","611"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","Selective schools","All state-funded schools","All state-funded schools","All state-funded schools","74","1828"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","Selective schools","All state-funded schools","All state-funded schools","All state-funded schools","72.3","449"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","Selective schools","All state-funded schools","All state-funded schools","All state-funded schools","78.8","179"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","41.5","28481"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","43.7","1333"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","46.1","1901"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","45.2","1232"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","55.6","109"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","39.4","14417"
"Average Attainment 8 score per pupil","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","40.7","671"
"Average Attainment 8 score per pupil","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","43.4","987"
"Average Attainment 8 score per pupil","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","41.9","626"
"Average Attainment 8 score per pupil","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","52.3","63"
"Average Attainment 8 score per pupil","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","43.7","14064"
