"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Local_Authority","Local_Authority_Code","Value","Value_Type","Denominator"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Birmingham","E08000025","76","%","5647"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Shropshire","E06000051","65","%","17"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Solihull","E08000029","86","%","294"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Worcestershire","E10000034","68","%","208"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Walsall","E08000030","74","%","855"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Stoke-on-Trent","E06000021","73","%","436"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Herefordshire, County of","E06000019","!","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Coventry","E08000026","81","%","770"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Warwickshire","E10000031","84","%","324"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Sandwell","E08000028","80","%","1258"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Wolverhampton","E08000031","82","%","679"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Dudley","E08000027","73","%","399"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Telford and Wrekin","E06000020","75","%","123"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Calderdale","E08000033","72","%","439"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Leeds","E08000035","71","%","1017"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Rotherham","E08000018","78","%","258"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Barnsley","E08000016","!","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Doncaster","E08000017","70","%","108"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","!","%","12"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","88","%","43"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","York","E06000014","75","%","40"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Bradford","E08000032","75","%","3302"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","!","%","15"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Kirklees","E08000034","74","%","1438"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Wakefield","E08000036","68","%","168"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Sheffield","E08000019","78","%","680"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","80","%","86"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","83","%","77"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","East","Peterborough","E06000031","72","%","100"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","East","Suffolk","E10000029","72","%","65"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","East","Luton","E06000032","70","%","358"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","East","Southend-on-Sea","E06000033","85","%","71"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","East","Cambridgeshire","E10000003","66","%","71"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","East","Bedford","E06000055","66","%","118"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","East","Essex","E10000012","79","%","445"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","East","Central Bedfordshire","E06000056","72","%","74"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","East","Hertfordshire","E10000015","74","%","553"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","East","Thurrock","E06000034","84","%","357"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","East","Norfolk","E10000020","50","%","82"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Derby","E06000015","68","%","130"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Northamptonshire","E10000021","67","%","445"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Nottingham","E06000018","75","%","390"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Leicester","E06000016","79","%","472"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Lincolnshire","E10000019","79","%","29"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Nottinghamshire","E10000024","63","%","97"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Rutland","E06000017","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Leicestershire","E10000018","73","%","91"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Derbyshire","E10000007","84","%","19"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Brent","E09000005","73","%","959"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Waltham Forest","E09000031","77","%","703"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Kensington and Chelsea","E09000020","84","%","166"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Barking and Dagenham","E09000002","81","%","993"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Sutton","E09000029","84","%","161"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Hammersmith and Fulham","E09000013","85","%","362"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Islington","E09000019","76","%","454"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Lambeth","E09000022","81","%","1360"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Hackney","E09000012","78","%","954"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Merton","E09000024","75","%","351"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Havering","E09000016","85","%","327"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Kingston upon Thames","E09000021","74","%","46"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Wandsworth","E09000032","74","%","546"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Tower Hamlets","E09000030","79","%","350"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Ealing","E09000009","76","%","656"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","City of London","E09000001","!","%","x"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Hillingdon","E09000017","74","%","430"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Harrow","E09000015","73","%","300"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Southwark","E09000028","75","%","1407"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Lewisham","E09000023","70","%","1340"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Bexley","E09000004","79","%","596"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Westminster","E09000033","80","%","252"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Barnet","E09000003","76","%","487"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Haringey","E09000014","73","%","813"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Redbridge","E09000026","69","%","435"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Croydon","E09000008","71","%","1223"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Hounslow","E09000018","76","%","361"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Richmond upon Thames","E09000027","71","%","63"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Greenwich","E09000011","82","%","1094"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Enfield","E09000010","73","%","1044"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Camden","E09000007","82","%","293"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Bromley","E09000006","86","%","332"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","London","Newham","E09000025","83","%","1088"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North East","North Tyneside","E08000022","86","%","22"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North East","Darlington","E06000005","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North East","Middlesbrough","E06000002","67","%","24"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North East","Newcastle upon Tyne","E08000021","78","%","110"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North East","Sunderland","E08000024","!","%","19"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North East","Redcar and Cleveland","E06000003","N/A","%","0"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North East","Gateshead","E08000037","71","%","35"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North East","Northumberland","E06000057","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North East","Stockton-on-Tees","E06000004","81","%","26"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North East","County Durham","E06000047","70","%","10"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North East","Hartlepool","E06000001","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North East","South Tyneside","E08000023","79","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Sefton","E08000014","!","%","13"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Oldham","E08000004","82","%","90"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Cheshire East","E06000049","64","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Wirral","E08000015","!","%","10"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Halton","E06000006","!","%","x"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Bury","E08000002","71","%","51"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Blackburn with Darwen","E06000008","61","%","28"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Bolton","E08000001","68","%","194"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Tameside","E08000008","57","%","63"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Trafford","E08000009","75","%","115"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Cheshire West and Chester","E06000050","63","%","8"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Manchester","E08000003","76","%","1132"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Stockport","E08000007","79","%","38"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Salford","E08000006","74","%","154"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Lancashire","E10000017","71","%","45"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Blackpool","E06000009","!","%","3"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Liverpool","E08000012","73","%","236"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Knowsley","E08000011","!","%","9"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Wigan","E08000010","74","%","43"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Rochdale","E08000005","66","%","101"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Cumbria","E10000006","!","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","St. Helens","E08000013","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","North West","Warrington","E06000007","!","%","15"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Buckinghamshire","E10000002","71","%","160"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Surrey","E10000030","76","%","211"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Isle of Wight","E06000046","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Medway","E06000035","82","%","198"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Bracknell Forest","E06000036","78","%","37"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South East","East Sussex","E10000011","58","%","36"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Windsor and Maidenhead","E06000040","67","%","24"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South East","West Sussex","E10000032","59","%","132"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Southampton","E06000045","82","%","71"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Portsmouth","E06000044","77","%","62"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Oxfordshire","E10000025","67","%","202"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South East","West Berkshire","E06000037","77","%","22"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Milton Keynes","E06000042","75","%","519"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Kent","E10000016","82","%","364"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Brighton and Hove","E06000043","68","%","53"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Hampshire","E10000014","81","%","167"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Wokingham","E06000041","86","%","59"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Slough","E06000039","75","%","186"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Reading","E06000038","71","%","150"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Devon","E10000008","64","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Plymouth","E06000026","63","%","19"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Bournemouth","E06000028","!","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Bristol, City of","E06000023","64","%","484"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Isles of Scilly","E06000053","N/A","%","0"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Swindon","E06000030","75","%","61"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Cornwall","E06000052","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Somerset","E10000027","67","%","15"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Poole","E06000029","!","%","9"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Bath and North East Somerset","E06000022","23","%","13"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Gloucestershire","E10000013","68","%","84"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Wiltshire","E06000054","49","%","51"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Dorset","E10000009","!","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South West","South Gloucestershire","E06000025","63","%","41"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Torbay","E06000027","!","%","x"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","South West","North Somerset","E06000024","58","%","12"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Telford and Wrekin","E06000020","78","%","46"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Walsall","E08000030","72","%","148"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Worcestershire","E10000034","81","%","31"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Coventry","E08000026","72","%","471"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Sandwell","E08000028","68","%","427"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Warwickshire","E10000031","65","%","63"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Stoke-on-Trent","E06000021","70","%","103"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Solihull","E08000029","77","%","56"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Wolverhampton","E08000031","78","%","325"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Dudley","E08000027","68","%","100"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Birmingham","E08000025","71","%","1936"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Herefordshire, County of","E06000019","!","%","x"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Staffordshire","E10000028","73","%","56"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Shropshire","E06000051","50","%","8"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","62","%","21"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Doncaster","E08000017","61","%","46"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Rotherham","E08000018","74","%","47"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Barnsley","E08000016","57","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Kirklees","E08000034","61","%","117"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Calderdale","E08000033","57","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","!","%","3"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Bradford","E08000032","64","%","118"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","46","%","13"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Sheffield","E08000019","74","%","351"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","!","%","3"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Leeds","E08000035","66","%","561"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","74","%","47"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","York","E06000014","67","%","12"
