"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Geography","Geography_Code","Gender","Value","Value_Type","Lower_CI","Upper_CI","Denominator"
"Key stage 2 progress in mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","1.8","Numeric","1.7","1.9","N/A"
"Key stage 2 progress in mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","2.5","Numeric","2.3","2.6","N/A"
"Key stage 2 progress in mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","1.1","Numeric","1","1.3","N/A"
"Key stage 2 progress in mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","2.3","Numeric","2.2","2.4","N/A"
"Key stage 2 progress in mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","2.9","Numeric","2.8","3.1","N/A"
"Key stage 2 progress in mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","1.7","Numeric","1.6","1.8","N/A"
"Key stage 2 progress in mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.9","Numeric","0.9","1","N/A"
"Key stage 2 progress in mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","1.6","Numeric","1.5","1.7","N/A"
"Key stage 2 progress in mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0.3","Numeric","0.2","0.4","N/A"
"Key stage 2 progress in mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","3","Numeric","2.9","3.1","N/A"
"Key stage 2 progress in mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","3.7","Numeric","3.6","3.9","N/A"
"Key stage 2 progress in mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","2.3","Numeric","2.1","2.4","N/A"
"Key stage 2 progress in mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.6","Numeric","0.5","0.7","N/A"
"Key stage 2 progress in mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","1","Numeric","0.9","1.1","N/A"
"Key stage 2 progress in mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0.2","Numeric","0.1","0.3","N/A"
"Key stage 2 progress in mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","1.2","Numeric","1.1","1.2","N/A"
"Key stage 2 progress in mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","1.6","Numeric","1.5","1.7","N/A"
"Key stage 2 progress in mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0.7","Numeric","0.6","0.8","N/A"
"Key stage 2 progress in mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","-0.8","Numeric","-0.9","-0.6","N/A"
"Key stage 2 progress in mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-0.4","Numeric","-0.6","-0.3","N/A"
"Key stage 2 progress in mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","-1.1","Numeric","-1.3","-0.9","N/A"
"Key stage 2 progress in mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.2","Numeric","0.1","0.4","N/A"
"Key stage 2 progress in mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0.8","Numeric","0.5","1.1","N/A"
"Key stage 2 progress in mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","-0.4","Numeric","-0.6","-0.1","N/A"
"Key stage 2 progress in mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","4.5","Numeric","4.3","4.7","N/A"
"Key stage 2 progress in mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","5.4","Numeric","5.1","5.8","N/A"
"Key stage 2 progress in mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","3.6","Numeric","3.3","3.9","N/A"
"Key stage 2 progress in mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0","Numeric","-0.1","0","N/A"
"Key stage 2 progress in mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0.6","Numeric","0.5","0.7","N/A"
"Key stage 2 progress in mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","-0.6","Numeric","-0.7","-0.5","N/A"
"Key stage 2 progress in mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.7","Numeric","0.5","0.8","N/A"
"Key stage 2 progress in mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","1.3","Numeric","1.1","1.5","N/A"
"Key stage 2 progress in mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0","Numeric","-0.2","0.1","N/A"
"Key stage 2 progress in mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","-0.1","Numeric","-0.2","0.1","N/A"
"Key stage 2 progress in mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0.4","Numeric","0.1","0.6","N/A"
"Key stage 2 progress in mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","-0.5","Numeric","-0.8","-0.3","N/A"
"Key stage 2 progress in mathematics","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","-1.1","Numeric","-1.2","-1","N/A"
"Key stage 2 progress in mathematics","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-0.5","Numeric","-0.6","-0.3","N/A"
"Key stage 2 progress in mathematics","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","-1.7","Numeric","-1.8","-1.5","N/A"
"Key stage 2 progress in mathematics","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.4","Numeric","0.3","0.5","N/A"
"Key stage 2 progress in mathematics","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","1","Numeric","0.8","1.1","N/A"
"Key stage 2 progress in mathematics","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","-0.2","Numeric","-0.3","0","N/A"
"Key stage 2 progress in mathematics","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","-0.3","Numeric","-0.4","-0.3","N/A"
"Key stage 2 progress in mathematics","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0.3","Numeric","0.3","0.3","N/A"
"Key stage 2 progress in mathematics","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","-1","Numeric","-1","-1","N/A"
"Key stage 2 progress in mathematics","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","-0.5","Numeric","-0.5","-0.5","N/A"
"Key stage 2 progress in mathematics","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0.1","Numeric","0.1","0.2","N/A"
"Key stage 2 progress in mathematics","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","-1.1","Numeric","-1.2","-1.1","N/A"
"Key stage 2 progress in mathematics","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.6","Numeric","0.3","0.8","N/A"
"Key stage 2 progress in mathematics","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","1.1","Numeric","0.8","1.5","N/A"
"Key stage 2 progress in mathematics","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0","Numeric","-0.4","0.3","N/A"
"Key stage 2 progress in mathematics","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","-1.4","Numeric","-2.1","-0.7","N/A"
"Key stage 2 progress in mathematics","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-1.2","Numeric","-2.2","-0.2","N/A"
"Key stage 2 progress in mathematics","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","-1.6","Numeric","-2.7","-0.5","N/A"
"Key stage 2 progress in mathematics","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","-1","Numeric","-1.4","-0.7","N/A"
"Key stage 2 progress in mathematics","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-0.5","Numeric","-1","0.1","N/A"
"Key stage 2 progress in mathematics","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","-1.6","Numeric","-2.1","-1.1","N/A"
"Key stage 2 progress in mathematics","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","2.3","Numeric","2.2","2.4","N/A"
"Key stage 2 progress in mathematics","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","2.9","Numeric","2.8","3","N/A"
"Key stage 2 progress in mathematics","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","1.7","Numeric","1.6","1.8","N/A"
"Key stage 2 progress in mathematics","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","2.4","Numeric","2.2","2.5","N/A"
"Key stage 2 progress in mathematics","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","3","Numeric","2.8","3.2","N/A"
"Key stage 2 progress in mathematics","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","1.7","Numeric","1.5","1.9","N/A"
"Key stage 2 progress in mathematics","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","-0.2","Numeric","-0.4","0","N/A"
"Key stage 2 progress in mathematics","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0.5","Numeric","0.2","0.7","N/A"
"Key stage 2 progress in mathematics","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","-0.9","Numeric","-1.1","-0.6","N/A"
"Key stage 2 progress in mathematics","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0","Numeric","26","21","565200"
"Key stage 2 progress in mathematics","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0.6","Numeric","23","17","288008"
"Key stage 2 progress in mathematics","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","-0.7","Numeric","7","6","277192"
"Key stage 2 progress in mathematics","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","1.9","Numeric","34","28","59253"
"Key stage 2 progress in mathematics","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","2.6","Numeric","38","33","30320"
"Key stage 2 progress in mathematics","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","1.1","Numeric","27","23","28933"
"Key stage 2 progress in mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","1.9","Numeric","34","29","9823"
"Key stage 2 progress in mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","2.7","Numeric","38","34","4983"
"Key stage 2 progress in mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","1","Numeric","25","23","4840"
"Key stage 2 progress in mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","2.5","Numeric","37","33","15215"
"Key stage 2 progress in mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","3.1","Numeric","40","36","7767"
"Key stage 2 progress in mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","1.9","Numeric","33","29","7448"
"Key stage 2 progress in mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","1.1","Numeric","27","22","24964"
"Key stage 2 progress in mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","1.9","Numeric","34","29","12778"
"Key stage 2 progress in mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.2","Numeric","18","15","12186"
"Key stage 2 progress in mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","2.9","Numeric","39","35","9251"
"Key stage 2 progress in mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","3.5","Numeric","41","37","4792"
"Key stage 2 progress in mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","2.2","Numeric","35","31","4459"
"Key stage 2 progress in mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.6","Numeric","23","18","32019"
"Key stage 2 progress in mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","1.1","Numeric","27","22","16183"
"Key stage 2 progress in mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.2","Numeric","18","15","15836"
"Key stage 2 progress in mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","1.2","Numeric","29","24","20958"
"Key stage 2 progress in mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","1.7","Numeric","32","27","10531"
"Key stage 2 progress in mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.8","Numeric","24","20","10427"
"Key stage 2 progress in mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","-0.9","Numeric","11","8","6977"
"Key stage 2 progress in mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.6","Numeric","7","4","3552"
"Key stage 2 progress in mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","-1.3","Numeric","15","10","3425"
"Key stage 2 progress in mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.3","Numeric","18","16","4084"
"Key stage 2 progress in mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0.6","Numeric","21","20","2100"
"Key stage 2 progress in mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0","Numeric","2","15","1984"
"Key stage 2 progress in mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","4.6","Numeric","43","39","2013"
"Key stage 2 progress in mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","5.3","Numeric","44","40","1016"
"Key stage 2 progress in mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","3.9","Numeric","42","38","997"
"Key stage 2 progress in mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0","Numeric","1","21","30928"
"Key stage 2 progress in mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0.6","Numeric","22","17","15565"
"Key stage 2 progress in mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","-0.6","Numeric","7","6","15363"
"Key stage 2 progress in mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.7","Numeric","22","19","7176"
"Key stage 2 progress in mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","1.3","Numeric","28","25","3743"
"Key stage 2 progress in mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0","Numeric","2","14","3433"
"Key stage 2 progress in mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","-0.1","Numeric","3","13","3978"
"Key stage 2 progress in mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0.5","Numeric","20","19","1950"
"Key stage 2 progress in mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","-0.7","Numeric","9","4","2028"
"Key stage 2 progress in mathematics","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","-1.2","Numeric","13","9","8710"
"Key stage 2 progress in mathematics","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.7","Numeric","8","5","4288"
"Key stage 2 progress in mathematics","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","-1.7","Numeric","16","12","4422"
"Key stage 2 progress in mathematics","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.4","Numeric","20","16","11064"
"Key stage 2 progress in mathematics","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","1","Numeric","25","23","5584"
"Key stage 2 progress in mathematics","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","-0.2","Numeric","4","1","5480"
"Key stage 2 progress in mathematics","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","-0.4","Numeric","4","3","428523"
"Key stage 2 progress in mathematics","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0.3","Numeric","19","15","218459"
"Key stage 2 progress in mathematics","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","-1","Numeric","10","9","210064"
"Key stage 2 progress in mathematics","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","-0.5","Numeric","6","5","399536"
"Key stage 2 progress in mathematics","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0.1","Numeric","18","13","203600"
"Key stage 2 progress in mathematics","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","-1.2","Numeric","12","11","195936"
"Key stage 2 progress in mathematics","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.8","Numeric","22","22","1393"
"Key stage 2 progress in mathematics","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","1.4","Numeric","25","27","721"
"Key stage 2 progress in mathematics","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.1","Numeric","3","17","672"
"Key stage 2 progress in mathematics","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","-0.3","Numeric","9","15","359"
"Key stage 2 progress in mathematics","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0.5","Numeric","3","24","179"
"Key stage 2 progress in mathematics","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","-1","Numeric","17","2","180"
"Key stage 2 progress in mathematics","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","-0.7","Numeric","10","5","1529"
"Key stage 2 progress in mathematics","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.4","Numeric","8","21","735"
"Key stage 2 progress in mathematics","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","-1","Numeric","14","7","794"
"Key stage 2 progress in mathematics","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","2.2","Numeric","36","30","25706"
"Key stage 2 progress in mathematics","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","2.9","Numeric","39","35","13224"
"Key stage 2 progress in mathematics","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","1.5","Numeric","30","26","12482"
"Key stage 2 progress in mathematics","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","2.4","Numeric","36","32","8643"
"Key stage 2 progress in mathematics","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","3","Numeric","39","36","4492"
"Key stage 2 progress in mathematics","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","1.7","Numeric","31","28","4151"
"Key stage 2 progress in mathematics","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","-0.3","Numeric","5","1","3821"
"Key stage 2 progress in mathematics","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0.3","Numeric","26","16","1973"
"Key stage 2 progress in mathematics","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","-0.9","Numeric","12","7","1848"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","18","%","","","62"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","18","%","","","36"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","18","%","","","35"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","23","%","","","63"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","23","%","","","40"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","23","%","","","37"
"Percentage of pupils reaching the key stage 2 expected standard in mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","23","%","","","1"
