"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography code","Gender","Age","Socio-economic classification","Household income","Value","Value_type","Sample size"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Dorset","ONS geography code","E23000039","All","16+","All","All","?","%","16"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Gloucestershire","ONS geography code","E23000037","All","16+","All","All","?","%","18"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Wiltshire","ONS geography code","E23000038","All","16+","All","All","?","%","14"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Wales","ONS geography code","W92000004","All","16+","All","All","?","%","35"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Dyfed-Powys","ONS geography code","W15000004","All","16+","All","All","?","%","1"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Gwent","ONS geography code","W15000002","All","16+","All","All","?","%","10"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North Wales","ONS geography code","W15000001","All","16+","All","All","?","%","7"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South Wales","ONS geography code","W15000003","All","16+","All","All","?","%","17"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","All","16.3","%","5395"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North East","ONS geography code","E12000001","All","16+","All","All","18.3","%","109"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cleveland","ONS geography code","E23000013","All","16+","All","All","?","%","43"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Durham","ONS geography code","E23000008","All","16+","All","All","?","%","12"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Northumbria","ONS geography code","E23000007","All","16+","All","All","16.8","%","54"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North West","ONS geography code","E12000002","All","16+","All","All","15.3","%","478"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cheshire","ONS geography code","E23000006","All","16+","All","All","?","%","25"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cumbria","ONS geography code","E23000002","All","16+","All","All","?","%","14"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Greater Manchester","ONS geography code","E23000005","All","16+","All","All","16.1","%","283"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Lancashire","ONS geography code","E23000003","All","16+","All","All","14.3","%","118"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Merseyside","ONS geography code","E23000004","All","16+","All","All","?","%","38"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Yorkshire and the Humber","ONS geography code","E12000003","All","16+","All","All","18.4","%","402"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Humberside","ONS geography code","E23000012","All","16+","All","All","?","%","21"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North Yorkshire","ONS geography code","E23000009","All","16+","All","All","?","%","17"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South Yorkshire","ONS geography code","E23000011","All","16+","All","All","18.8","%","57"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Yorkshire","ONS geography code","E23000010","All","16+","All","All","18.7","%","307"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","East Midlands","ONS geography code","E12000004","All","16+","All","All","20.4","%","435"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Derbyshire","ONS geography code","E23000018","All","16+","All","All","10.7","%","57"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Leicestershire","ONS geography code","E23000021","All","16+","All","All","22.6","%","236"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Lincolnshire","ONS geography code","E23000020","All","16+","All","All","?","%","18"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Northamptonshire","ONS geography code","E23000022","All","16+","All","All","10.7","%","54"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Nottinghamshire","ONS geography code","E23000019","All","16+","All","All","26.1","%","70"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Midlands Region","ONS geography code","E12000005","All","16+","All","All","14.6","%","704"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Staffordshire","ONS geography code","E23000015","All","16+","All","All","11.7","%","56"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Warwickshire","ONS geography code","E23000017","All","16+","All","All","11.2","%","76"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Mercia","ONS geography code","E23000016","All","16+","All","All","?","%","37"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Midlands","ONS geography code","E23000014","All","16+","All","All","15.3","%","535"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","East","ONS geography code","E12000006","All","16+","All","All","18","%","468"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Bedfordshire","ONS geography code","E23000026","All","16+","All","All","20.3","%","180"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cambridgeshire","ONS geography code","E23000023","All","16+","All","All","21.7","%","69"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Essex","ONS geography code","E23000028","All","16+","All","All","15.3","%","67"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Hertfordshire","ONS geography code","E23000027","All","16+","All","All","15.8","%","115"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Norfolk","ONS geography code","E23000024","All","16+","All","All","?","%","16"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Suffolk","ONS geography code","E23000025","All","16+","All","All","?","%","21"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","London","ONS geography code","E12000007","All","16+","All","All","16","%","1883"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","City of London / Metropolitan Police","ONS geography code","E12000007","All","16+","All","All","16","%","1883"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South East","ONS geography code","E12000008","All","16+","All","All","14.1","%","630"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Hampshire","ONS geography code","E23000030","All","16+","All","All","15.8","%","80"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Kent","ONS geography code","E23000032","All","16+","All","All","18","%","80"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Surrey","ONS geography code","E23000031","All","16+","All","All","16.5","%","87"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Sussex","ONS geography code","E23000033","All","16+","All","All","5.8","%","67"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Thames Valley","ONS geography code","E23000029","All","16+","All","All","13.9","%","316"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South West","ONS geography code","E12000009","All","16+","All","All","14.9","%","172"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Avon and Somerset","ONS geography code","E23000036","All","16+","All","All","16.7","%","57"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Devon and Cornwall","ONS geography code","E23000035","All","16+","All","All","?","%","19"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Dorset","ONS geography code","E23000039","All","16+","All","All","?","%","27"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Gloucestershire","ONS geography code","E23000037","All","16+","All","All","?","%","34"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Wiltshire","ONS geography code","E23000038","All","16+","All","All","?","%","35"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Wales","ONS geography code","W92000004","All","16+","All","All","26.1","%","114"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Dyfed-Powys","ONS geography code","W15000004","All","16+","All","All","?","%","14"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Gwent","ONS geography code","W15000002","All","16+","All","All","?","%","32"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North Wales","ONS geography code","W15000001","All","16+","All","All","?","%","13"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South Wales","ONS geography code","W15000003","All","16+","All","All","26.6","%","55"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","All","17.7","%","2830"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North East","ONS geography code","E12000001","All","16+","All","All","?","%","28"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cleveland","ONS geography code","E23000013","All","16+","All","All","?","%","13"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Durham","ONS geography code","E23000008","All","16+","All","All","?","%","2"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Northumbria","ONS geography code","E23000007","All","16+","All","All","?","%","13"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North West","ONS geography code","E12000002","All","16+","All","All","12.3","%","171"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cheshire","ONS geography code","E23000006","All","16+","All","All","?","%","5"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cumbria","ONS geography code","E23000002","All","16+","All","All","?","%","4"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Greater Manchester","ONS geography code","E23000005","All","16+","All","All","12","%","135"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Lancashire","ONS geography code","E23000003","All","16+","All","All","?","%","5"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Merseyside","ONS geography code","E23000004","All","16+","All","All","?","%","22"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Yorkshire and the Humber","ONS geography code","E12000003","All","16+","All","All","18.3","%","141"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Humberside","ONS geography code","E23000012","All","16+","All","All","?","%","12"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North Yorkshire","ONS geography code","E23000009","All","16+","All","All","?","%","4"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South Yorkshire","ONS geography code","E23000011","All","16+","All","All","?","%","29"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Yorkshire","ONS geography code","E23000010","All","16+","All","All","21.3","%","96"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","East Midlands","ONS geography code","E12000004","All","16+","All","All","25","%","163"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Derbyshire","ONS geography code","E23000018","All","16+","All","All","?","%","12"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Leicestershire","ONS geography code","E23000021","All","16+","All","All","?","%","39"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Lincolnshire","ONS geography code","E23000020","All","16+","All","All","?","%","9"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Northamptonshire","ONS geography code","E23000022","All","16+","All","All","18.6","%","59"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Nottinghamshire","ONS geography code","E23000019","All","16+","All","All","?","%","44"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Midlands Region","ONS geography code","E12000005","All","16+","All","All","22.7","%","291"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Staffordshire","ONS geography code","E23000015","All","16+","All","All","?","%","14"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Warwickshire","ONS geography code","E23000017","All","16+","All","All","?","%","17"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Mercia","ONS geography code","E23000016","All","16+","All","All","?","%","6"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Midlands","ONS geography code","E23000014","All","16+","All","All","20.9","%","254"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","East","ONS geography code","E12000006","All","16+","All","All","21.6","%","267"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Bedfordshire","ONS geography code","E23000026","All","16+","All","All","20.4","%","98"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cambridgeshire","ONS geography code","E23000023","All","16+","All","All","?","%","33"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Essex","ONS geography code","E23000028","All","16+","All","All","32.8","%","52"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Hertfordshire","ONS geography code","E23000027","All","16+","All","All","14.3","%","57"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Norfolk","ONS geography code","E23000024","All","16+","All","All","?","%","9"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Suffolk","ONS geography code","E23000025","All","16+","All","All","?","%","18"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","London","ONS geography code","E12000007","All","16+","All","All","16.1","%","1446"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","City of London / Metropolitan Police","ONS geography code","E12000007","All","16+","All","All","16.1","%","1446"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South East","ONS geography code","E12000008","All","16+","All","All","21.4","%","204"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Hampshire","ONS geography code","E23000030","All","16+","All","All","?","%","25"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Kent","ONS geography code","E23000032","All","16+","All","All","?","%","38"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Surrey","ONS geography code","E23000031","All","16+","All","All","?","%","24"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Sussex","ONS geography code","E23000033","All","16+","All","All","?","%","21"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Thames Valley","ONS geography code","E23000029","All","16+","All","All","14.4","%","96"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South West","ONS geography code","E12000009","All","16+","All","All","20.3","%","78"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Avon and Somerset","ONS geography code","E23000036","All","16+","All","All","?","%","38"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Devon and Cornwall","ONS geography code","E23000035","All","16+","All","All","?","%","2"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Dorset","ONS geography code","E23000039","All","16+","All","All","?","%","8"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Gloucestershire","ONS geography code","E23000037","All","16+","All","All","?","%","20"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Wiltshire","ONS geography code","E23000038","All","16+","All","All","?","%","10"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Wales","ONS geography code","W92000004","All","16+","All","All","?","%","41"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Dyfed-Powys","ONS geography code","W15000004","All","16+","All","All","?","%","3"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Gwent","ONS geography code","W15000002","All","16+","All","All","?","%","11"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North Wales","ONS geography code","W15000001","All","16+","All","All","?","%","6"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South Wales","ONS geography code","W15000003","All","16+","All","All","?","%","21"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","All","15.3","%","825"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North East","ONS geography code","E12000001","All","16+","All","All","?","%","20"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cleveland","ONS geography code","E23000013","All","16+","All","All","?","%","3"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Durham","ONS geography code","E23000008","All","16+","All","All","?","%","4"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Northumbria","ONS geography code","E23000007","All","16+","All","All","?","%","13"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North West","ONS geography code","E12000002","All","16+","All","All","18.3","%","71"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cheshire","ONS geography code","E23000006","All","16+","All","All","?","%","3"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cumbria","ONS geography code","E23000002","All","16+","All","All","?","%","8"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Greater Manchester","ONS geography code","E23000005","All","16+","All","All","?","%","46"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Lancashire","ONS geography code","E23000003","All","16+","All","All","?","%","5"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Merseyside","ONS geography code","E23000004","All","16+","All","All","?","%","9"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Yorkshire and the Humber","ONS geography code","E12000003","All","16+","All","All","7.1","%","67"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Humberside","ONS geography code","E23000012","All","16+","All","All","?","%","7"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North Yorkshire","ONS geography code","E23000009","All","16+","All","All","?","%","8"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South Yorkshire","ONS geography code","E23000011","All","16+","All","All","?","%","23"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Yorkshire","ONS geography code","E23000010","All","16+","All","All","?","%","29"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","East Midlands","ONS geography code","E12000004","All","16+","All","All","?","%","41"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Derbyshire","ONS geography code","E23000018","All","16+","All","All","?","%","7"
