Measure,Time,Time Type,Ethnicity,Ethnicity Type,Geography,Geography type,ONS geography code,Gender,FSM,Admission basis,School type,SEN,Religious character,Value, Denominator 
Percentage entering the English Baccalaureate,2016,Academic year,White - Irish Traveller,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,18.2,55
Percentage entering the English Baccalaureate,2016,Academic year,White - Gypsy/Roma,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,5.9,573
Percentage entering the English Baccalaureate,2016,Academic year,White - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,50.5,"11,981"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,47.4,"11,333"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Black - Caribbean,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,38.1,"3,546"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Black - African,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,47.4,"1,333"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Asian,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,55.5,"2,547"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - Any other ,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,50.5,"3,907"
Percentage entering the English Baccalaureate,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,53.9,"24,659"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Indian,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,62.7,"6,725"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Pakistani,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,46,"9,875"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Bangladeshi,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,51.9,"4,080"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,60.6,"3,979"
Percentage entering the English Baccalaureate,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,50.2,"14,013"
Percentage entering the English Baccalaureate,2016,Academic year,Black - Caribbean,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,43.8,"3,668"
Percentage entering the English Baccalaureate,2016,Academic year,Black - African,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,53.5,"8,680"
Percentage entering the English Baccalaureate,2016,Academic year,Black - Any other ,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,47.2,"1,665"
Percentage entering the English Baccalaureate,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,69.9,993
Percentage entering the English Baccalaureate,2016,Academic year,Other - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,54.6,"3,877"
Percentage entering the English Baccalaureate,2016,Academic year,unclassified,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,40,"2,799"
Percentage entering the English Baccalaureate,2016,Academic year,All,All pupils,England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,45.2,"265,083"
Percentage entering the English Baccalaureate,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,35.6,"190,070"
Percentage entering the English Baccalaureate,2016,Academic year,White - British,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,35.2,"177,753"
Percentage entering the English Baccalaureate,2016,Academic year,White - Irish,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,47.3,768
Percentage entering the English Baccalaureate,2016,Academic year,White - Irish Traveller,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,11.5,26
Percentage entering the English Baccalaureate,2016,Academic year,White - Gypsy/Roma,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,4.5,377
Percentage entering the English Baccalaureate,2016,Academic year,White - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,41.6,"11,146"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,40.7,"9,414"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Black - Caribbean,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,31.2,"2,798"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Black - African,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,39.5,"1,079"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Asian,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,47.7,"2,180"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - Any other ,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,44.4,"3,357"
Percentage entering the English Baccalaureate,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,43.1,"21,835"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Indian,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,51,"6,782"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Pakistani,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,34.7,"8,163"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Bangladeshi,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,41.4,"2,972"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,48.2,"3,918"
Percentage entering the English Baccalaureate,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,38.2,"10,594"
Percentage entering the English Baccalaureate,2016,Academic year,Black - Caribbean,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,30.6,"2,710"
Percentage entering the English Baccalaureate,2016,Academic year,Black - African,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,42.1,"6,594"
Percentage entering the English Baccalaureate,2016,Academic year,Black - Any other ,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,34.3,"1,290"
Percentage entering the English Baccalaureate,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,56.6,966
Percentage entering the English Baccalaureate,2016,Academic year,Other - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,45.5,"3,182"
Percentage entering the English Baccalaureate,2016,Academic year,unclassified,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,31,"2,465"
Percentage entering the English Baccalaureate,2016,Academic year,All,All pupils,England,Country,E92000001,Boys,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,36.8,"238,526"
Percentage entering the English Baccalaureate,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,46.4,"183,098"
Percentage entering the English Baccalaureate,2016,Academic year,White - British,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,46.1,"171,125"
Percentage entering the English Baccalaureate,2016,Academic year,White - Irish,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,59,793
Percentage entering the English Baccalaureate,2016,Academic year,White - Irish Traveller,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,21.7,23
Percentage entering the English Baccalaureate,2016,Academic year,White - Gypsy/Roma,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,6.3,400
Percentage entering the English Baccalaureate,2016,Academic year,White - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,51.8,"10,757"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,51.1,"9,214"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Black - Caribbean,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,42,"2,742"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Black - African,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,49.5,"1,079"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Asian,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,59.3,"2,177"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - Any other ,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,53.8,"3,216"
Percentage entering the English Baccalaureate,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,56.4,"20,365"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Indian,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,63.9,"6,222"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Pakistani,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,48.2,"7,735"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Bangladeshi,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,54.7,"2,886"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,62.5,"3,522"
Percentage entering the English Baccalaureate,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,52.7,"10,786"
Percentage entering the English Baccalaureate,2016,Academic year,Black - Caribbean,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,47.2,"2,817"
Percentage entering the English Baccalaureate,2016,Academic year,Black - African,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,55.6,"6,669"
Percentage entering the English Baccalaureate,2016,Academic year,Black - Any other ,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,49.8,"1,300"
Percentage entering the English Baccalaureate,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,70.1,930
Percentage entering the English Baccalaureate,2016,Academic year,Other - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,56.9,"2,913"
Percentage entering the English Baccalaureate,2016,Academic year,unclassified,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,42.7,"2,329"
Percentage entering the English Baccalaureate,2016,Academic year,All,All pupils,England,Country,E92000001,Girls,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,48,"229,635"
Percentage entering the English Baccalaureate,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,14.6,"25,284"
Percentage entering the English Baccalaureate,2016,Academic year,White - British,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,13.7,"23,654"
Percentage entering the English Baccalaureate,2016,Academic year,White - Irish,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,25.2,115
Percentage entering the English Baccalaureate,2016,Academic year,White - Irish Traveller,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,!,41
Percentage entering the English Baccalaureate,2016,Academic year,White - Gypsy/Roma,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,!,157
Percentage entering the English Baccalaureate,2016,Academic year,White - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,32,"1,317"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,22.1,"2,121"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Black - Caribbean,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,16.1,816
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Black - African,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,26.2,275
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Asian,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,22.1,362
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - Any other ,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,27.7,668
Percentage entering the English Baccalaureate,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,30.9,"4,724"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Indian,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,34,539
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Pakistani,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,24.2,"2,396"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Bangladeshi,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,39.3,"1,267"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,37.7,522
Percentage entering the English Baccalaureate,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,28.1,"3,317"
Percentage entering the English Baccalaureate,2016,Academic year,Black - Caribbean,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,20.4,838
Percentage entering the English Baccalaureate,2016,Academic year,Black - African,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,32,"2,075"
Percentage entering the English Baccalaureate,2016,Academic year,Black - Any other ,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,24.3,404
Percentage entering the English Baccalaureate,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,44.8,67
Percentage entering the English Baccalaureate,2016,Academic year,Other - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,36.7,"1,060"
Percentage entering the English Baccalaureate,2016,Academic year,unclassified,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,16.2,507
Percentage entering the English Baccalaureate,2016,Academic year,All,All pupils,England,Country,E92000001,Boys,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,19,"37,080"
Percentage entering the English Baccalaureate,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,21,"24,311"
Percentage entering the English Baccalaureate,2016,Academic year,White - British,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,20.1,"22,784"
Percentage entering the English Baccalaureate,2016,Academic year,White - Irish,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,23.5,98
Percentage entering the English Baccalaureate,2016,Academic year,White - Irish Traveller,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,!,32
Percentage entering the English Baccalaureate,2016,Academic year,White - Gypsy/Roma,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,!,173
Percentage entering the English Baccalaureate,2016,Academic year,White - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,39.1,"1,224"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,31.4,"2,119"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Black - Caribbean,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,25,804
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Black - African,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,38.6,254
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Asian,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,33,370
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - Any other ,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,35.3,691
Percentage entering the English Baccalaureate,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,41.9,"4,294"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Indian,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,47.7,503
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Pakistani,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,38,"2,140"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Bangladeshi,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,45,"1,194"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,45.5,457
Percentage entering the English Baccalaureate,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,42,"3,227"
Percentage entering the English Baccalaureate,2016,Academic year,Black - Caribbean,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,32.3,851
Percentage entering the English Baccalaureate,2016,Academic year,Black - African,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,46.8,"2,011"
Percentage entering the English Baccalaureate,2016,Academic year,Black - Any other ,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,38.1,365
Percentage entering the English Baccalaureate,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,66.7,63
Percentage entering the English Baccalaureate,2016,Academic year,Other - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,47.6,964
Percentage entering the English Baccalaureate,2016,Academic year,unclassified,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,26.4,470
Percentage entering the English Baccalaureate,2016,Academic year,All,All pupils,England,Country,E92000001,Girls,Pupils eligible for free school meals,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,26.9,"35,448"
Percentage entering the English Baccalaureate,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,Selective schools,All state-funded schools,All state-funded schools,All state-funded schools,82.7,16228
Percentage entering the English Baccalaureate,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,Selective schools,All state-funded schools,All state-funded schools,All state-funded schools,85.9,1106
Percentage entering the English Baccalaureate,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,Selective schools,All state-funded schools,All state-funded schools,All state-funded schools,85.3,3637
Percentage entering the English Baccalaureate,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,Selective schools,All state-funded schools,All state-funded schools,All state-funded schools,84.1,693
Percentage entering the English Baccalaureate,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,Selective schools,All state-funded schools,All state-funded schools,All state-funded schools,86.4,375
Percentage entering the English Baccalaureate,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,Selective schools,All state-funded schools,All state-funded schools,All state-funded schools,81.7,7979
Percentage entering the English Baccalaureate,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,Selective schools,All state-funded schools,All state-funded schools,All state-funded schools,85.4,570
