"Measure","Year","Ethnicity","Sex","NS-SEC","Threshold","Mean","Percentage","Upper Confidence Interval","Lower Confidence Interval","Sample Size"
"Anxiety","2014","Other ethnic group","All","All","Very Low  (0 - 1)","N/A","37.55","41.04","34.06","-"
"Anxiety","2014","Other ethnic group","All","All","Low  (2 - 3)","N/A","23.09","25.81","20.37","-"
"Anxiety","2014","Other ethnic group","All","All","High  (6 - 10)","N/A","20.53","23.32","17.74","-"
"Anxiety","2015","Other ethnic group","All","All","Medium  (4 - 5)","N/A","18.91","21.61","16.2","-"
"Anxiety","2015","Other ethnic group","All","All","Very Low  (0 - 1)","N/A","39.18","42.57","35.78","-"
"Anxiety","2015","Other ethnic group","All","All","Low  (2 - 3)","N/A","24.62","27.78","21.47","-"
"Anxiety","2015","Other ethnic group","All","All","High  (6 - 10)","N/A","17.29","19.75","14.84","-"
"Anxiety","2016","Other ethnic group","All","All","Medium  (4 - 5)","N/A","17.94","20.6","15.29","-"
"Anxiety","2016","Other ethnic group","All","All","Very Low  (0 - 1)","N/A","39.12","42.55","35.68","-"
"Anxiety","2016","Other ethnic group","All","All","Low  (2 - 3)","N/A","23.68","26.61","20.76","-"
"Anxiety","2016","Other ethnic group","All","All","High  (6 - 10)","N/A","19.26","22","16.52","-"
"Anxiety","2017","Other ethnic group","All","All","Medium  (4 - 5)","N/A","17.47","19.99","14.94","-"
"Anxiety","2017","Other ethnic group","All","All","Very Low  (0 - 1)","N/A","36.61","40.14","33.08","-"
"Anxiety","2017","Other ethnic group","All","All","Low  (2 - 3)","N/A","24.75","27.82","21.69","-"
"Anxiety","2017","Other ethnic group","All","All","High  (6 - 10)","N/A","21.17","24.07","18.27","-"
"Anxiety","2012","Pakistani","All","All","Medium  (4 - 5)","N/A","20.03","22.47","17.58","-"
"Anxiety","2012","Pakistani","All","All","Very Low  (0 - 1)","N/A","36.07","39.13","33","-"
"Anxiety","2012","Pakistani","All","All","Low  (2 - 3)","N/A","21.2","23.81","18.59","-"
"Anxiety","2012","Pakistani","All","All","High  (6 - 10)","N/A","22.7","25.42","19.99","-"
"Anxiety","2013","Pakistani","All","All","Medium  (4 - 5)","N/A","18.66","21.06","16.26","-"
"Anxiety","2013","Pakistani","All","All","Very Low  (0 - 1)","N/A","38.62","41.79","35.44","-"
"Anxiety","2013","Pakistani","All","All","Low  (2 - 3)","N/A","20.35","22.89","17.81","-"
"Anxiety","2013","Pakistani","All","All","High  (6 - 10)","N/A","22.38","25.08","19.68","-"
"Anxiety","2014","Pakistani","All","All","Medium  (4 - 5)","N/A","18.56","21.11","16.01","-"
"Anxiety","2014","Pakistani","All","All","Very Low  (0 - 1)","N/A","39.03","42.31","35.75","-"
"Anxiety","2014","Pakistani","All","All","Low  (2 - 3)","N/A","21.81","24.58","19.03","-"
"Anxiety","2014","Pakistani","All","All","High  (6 - 10)","N/A","20.6","23.21","18","-"
"Anxiety","2015","Pakistani","All","All","Medium  (4 - 5)","N/A","18","20.36","15.64","-"
"Anxiety","2015","Pakistani","All","All","Very Low  (0 - 1)","N/A","41.36","44.87","37.85","-"
"Anxiety","2015","Pakistani","All","All","Low  (2 - 3)","N/A","22.94","25.68","20.19","-"
"Anxiety","2015","Pakistani","All","All","High  (6 - 10)","N/A","17.7","20.2","15.2","-"
"Anxiety","2016","Pakistani","All","All","Medium  (4 - 5)","N/A","21.45","24.27","18.62","-"
"Anxiety","2016","Pakistani","All","All","Very Low  (0 - 1)","N/A","36.73","39.81","33.64","-"
"Anxiety","2016","Pakistani","All","All","Low  (2 - 3)","N/A","24.07","26.92","21.23","-"
"Anxiety","2016","Pakistani","All","All","High  (6 - 10)","N/A","17.76","20.08","15.44","-"
"Anxiety","2017","Pakistani","All","All","Medium  (4 - 5)","N/A","19.21","22.02","16.4","-"
"Anxiety","2017","Pakistani","All","All","Very Low  (0 - 1)","N/A","42.73","46.08","39.38","-"
"Anxiety","2017","Pakistani","All","All","Low  (2 - 3)","N/A","18.1","20.37","15.83","-"
"Anxiety","2017","Pakistani","All","All","High  (6 - 10)","N/A","19.96","22.47","17.46","-"
"Anxiety","2012","All","All","All","Medium  (4 - 5)","N/A","17.67","17.91","17.42","-"
"Anxiety","2012","All","All","All","Very Low  (0 - 1)","N/A","38.05","38.37","37.73","-"
"Anxiety","2012","All","All","All","Low  (2 - 3)","N/A","23.39","23.66","23.11","-"
"Anxiety","2012","All","All","All","High  (6 - 10)","N/A","20.89","21.15","20.63","-"
"Anxiety","2013","All","All","All","Medium  (4 - 5)","N/A","16.96","17.2","16.71","-"
"Anxiety","2013","All","All","All","Very Low  (0 - 1)","N/A","39.22","39.54","38.89","-"
"Anxiety","2013","All","All","All","Low  (2 - 3)","N/A","23.76","24.04","23.48","-"
"Anxiety","2013","All","All","All","High  (6 - 10)","N/A","20.07","20.33","19.81","-"
"Anxiety","2014","All","All","All","Medium  (4 - 5)","N/A","16.58","16.83","16.34","-"
"Anxiety","2014","All","All","All","Very Low  (0 - 1)","N/A","40.49","40.82","40.16","-"
"Anxiety","2014","All","All","All","Low  (2 - 3)","N/A","23.25","23.54","22.97","-"
"Anxiety","2014","All","All","All","High  (6 - 10)","N/A","19.67","19.93","19.41","-"
"Anxiety","2015","All","All","All","Medium  (4 - 5)","N/A","16.54","16.79","16.29","-"
"Anxiety","2015","All","All","All","Very Low  (0 - 1)","N/A","40.96","41.3","40.62","-"
"Anxiety","2015","All","All","All","Low  (2 - 3)","N/A","23.24","23.52","22.95","-"
"Anxiety","2015","All","All","All","High  (6 - 10)","N/A","19.26","19.52","19","-"
"Anxiety","2016","All","All","All","Medium  (4 - 5)","N/A","16.57","16.82","16.31","-"
"Anxiety","2016","All","All","All","Very Low  (0 - 1)","N/A","40.33","40.67","39.99","-"
"Anxiety","2016","All","All","All","Low  (2 - 3)","N/A","23.41","23.71","23.11","-"
"Anxiety","2016","All","All","All","High  (6 - 10)","N/A","19.69","19.97","19.42","-"
"Anxiety","2017","All","All","All","Medium  (4 - 5)","N/A","16.64","16.9","16.38","-"
"Anxiety","2017","All","All","All","Very Low  (0 - 1)","N/A","40.2","40.55","39.85","-"
"Anxiety","2017","All","All","All","Low  (2 - 3)","N/A","23.06","23.36","22.77","-"
"Anxiety","2017","All","All","All","High  (6 - 10)","N/A","20.09","20.37","19.81","-"
"Anxiety","2012","White","All","All","Medium  (4 - 5)","N/A","17.45","17.7","17.19","-"
"Anxiety","2012","White","All","All","Very Low  (0 - 1)","N/A","38.48","38.81","38.15","-"
"Anxiety","2012","White","All","All","Low  (2 - 3)","N/A","23.35","23.64","23.06","-"
"Anxiety","2012","White","All","All","High  (6 - 10)","N/A","20.73","21","20.45","-"
"Anxiety","2013","White","All","All","Medium  (4 - 5)","N/A","16.78","17.03","16.53","-"
"Anxiety","2013","White","All","All","Very Low  (0 - 1)","N/A","39.5","39.84","39.16","-"
"Anxiety","2013","White","All","All","Low  (2 - 3)","N/A","23.78","24.08","23.49","-"
"Anxiety","2013","White","All","All","High  (6 - 10)","N/A","19.94","20.2","19.67","-"
"Anxiety","2014","White","All","All","Medium  (4 - 5)","N/A","16.34","16.59","16.09","-"
"Anxiety","2014","White","All","All","Very Low  (0 - 1)","N/A","40.74","41.08","40.39","-"
"Anxiety","2014","White","All","All","Low  (2 - 3)","N/A","23.27","23.57","22.98","-"
"Anxiety","2014","White","All","All","High  (6 - 10)","N/A","19.65","19.92","19.38","-"
"Anxiety","2015","White","All","All","Medium  (4 - 5)","N/A","16.33","16.59","16.08","-"
"Anxiety","2015","White","All","All","Very Low  (0 - 1)","N/A","41.2","41.56","40.85","-"
"Anxiety","2015","White","All","All","Low  (2 - 3)","N/A","23.16","23.46","22.86","-"
"Anxiety","2015","White","All","All","High  (6 - 10)","N/A","19.3","19.57","19.03","-"
"Anxiety","2016","White","All","All","Medium  (4 - 5)","N/A","16.3","16.57","16.03","-"
"Anxiety","2016","White","All","All","Very Low  (0 - 1)","N/A","40.54","40.9","40.18","-"
"Anxiety","2016","White","All","All","Low  (2 - 3)","N/A","23.39","23.7","23.07","-"
"Anxiety","2016","White","All","All","High  (6 - 10)","N/A","19.77","20.06","19.48","-"
"Anxiety","2017","White","All","All","Medium  (4 - 5)","N/A","16.32","16.59","16.05","-"
"Anxiety","2017","White","All","All","Very Low  (0 - 1)","N/A","40.48","40.84","40.12","-"
"Anxiety","2017","White","All","All","Low  (2 - 3)","N/A","23.15","23.46","22.84","-"
"Anxiety","2017","White","All","All","High  (6 - 10)","N/A","20.04","20.33","19.75","-"
"Anxiety","2016","Arab","Female","All","All","3.26","N/A","3.77","2.76","240"
"Anxiety","2016","Arab","Male","All","All","3.41","N/A","3.74","3.08","420"
"Anxiety","2016","Bangladeshi","Female","All","All","2.9","N/A","3.23","2.58","480"
"Anxiety","2016","Bangladeshi","Male","All","All","2.93","N/A","3.21","2.65","540"
"Anxiety","2016","Black / African / Caribbean / Black British","Female","All","All","2.86","N/A","2.97","2.75","3540"
"Anxiety","2016","Black / African / Caribbean / Black British","Male","All","All","2.79","N/A","2.93","2.66","2170"
"Anxiety","2016","Chinese","Female","All","All","2.68","N/A","2.91","2.44","620"
"Anxiety","2016","Chinese","Male","All","All","2.78","N/A","3.09","2.48","440"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","Female","All","All","?","N/A","?","?","40"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","Male","All","All","?","N/A","?","?","20"
"Anxiety","2016","Indian","Female","All","All","3.04","N/A","3.19","2.89","2380"
"Anxiety","2016","Indian","Male","All","All","2.84","N/A","2.96","2.72","2630"
"Anxiety","2016","Mixed / Multiple ethnic groups","Female","All","All","3.33","N/A","3.54","3.13","1190"
"Anxiety","2016","Mixed / Multiple ethnic groups","Male","All","All","3.07","N/A","3.31","2.83","700"
"Anxiety","2016","Other Asian background","Female","All","All","3.03","N/A","3.24","2.82","1040"
"Anxiety","2016","Other Asian background","Male","All","All","2.86","N/A","3.08","2.63","920"
"Anxiety","2016","Other ethnic group","Female","All","All","2.98","N/A","3.17","2.8","1230"
"Anxiety","2016","Other ethnic group","Male","All","All","2.91","N/A","3.1","2.72","1100"
"Anxiety","2016","Pakistani","Female","All","All","3.05","N/A","3.24","2.86","1400"
"Anxiety","2016","Pakistani","Male","All","All","2.89","N/A","3.07","2.72","1440"
"Anxiety","2016","All","Female","All","All","3.01","N/A","3.03","3","157150"
"Anxiety","2016","All","Male","All","All","2.7","N/A","2.72","2.68","124080"
"Anxiety","2016","White","Female","All","All","3.02","N/A","3.03","3","144920"
"Anxiety","2016","White","Male","All","All","2.67","N/A","2.69","2.65","113600"
"Anxiety","2016","Arab","Female","All","Medium  (4 - 5)","N/A","?","26.47","15.01","-"
"Anxiety","2016","Arab","Male","All","Medium  (4 - 5)","N/A","?","26.14","15.2","-"
"Anxiety","2016","Arab","Female","All","Medium  (4 - 5)","N/A","20.74","?","?","-"
"Anxiety","2016","Arab","Male","All","Medium  (4 - 5)","N/A","20.67","?","?","-"
"Anxiety","2016","Arab","Female","All","Very Low  (0 - 1)","N/A","?","43.6","28","-"
"Anxiety","2016","Arab","Male","All","Very Low  (0 - 1)","N/A","?","38.24","27.24","-"
"Anxiety","2016","Arab","Female","All","Very Low  (0 - 1)","N/A","35.8","?","?","-"
"Anxiety","2016","Arab","Male","All","Very Low  (0 - 1)","N/A","32.74","?","?","-"
"Anxiety","2016","Arab","Female","All","Low  (2 - 3)","N/A","21.31","?","?","-"
"Anxiety","2016","Arab","Male","All","Low  (2 - 3)","N/A","21.56","?","?","-"
"Anxiety","2016","Arab","Female","All","Low  (2 - 3)","N/A","?","27.15","15.48","-"
"Anxiety","2016","Arab","Male","All","Low  (2 - 3)","N/A","?","26.2","16.93","-"
"Anxiety","2016","Arab","Female","All","High  (6 - 10)","N/A","?","28.16","16.13","-"
"Anxiety","2016","Arab","Male","All","High  (6 - 10)","N/A","?","29.89","20.16","-"
"Anxiety","2016","Arab","Female","All","High  (6 - 10)","N/A","22.15","?","?","-"
"Anxiety","2016","Arab","Male","All","High  (6 - 10)","N/A","25.02","?","?","-"
"Anxiety","2016","Bangladeshi","Female","All","Medium  (4 - 5)","N/A","?","22.27","14.7","-"
"Anxiety","2016","Bangladeshi","Male","All","Medium  (4 - 5)","N/A","?","25.07","17.21","-"
"Anxiety","2016","Bangladeshi","Female","All","Medium  (4 - 5)","N/A","18.49","?","?","-"
"Anxiety","2016","Bangladeshi","Male","All","Medium  (4 - 5)","N/A","21.14","?","?","-"
"Anxiety","2016","Bangladeshi","Female","All","Very Low  (0 - 1)","N/A","?","47.77","36.95","-"
"Anxiety","2016","Bangladeshi","Male","All","Very Low  (0 - 1)","N/A","?","41.09","31.51","-"
"Anxiety","2016","Bangladeshi","Female","All","Very Low  (0 - 1)","N/A","42.36","?","?","-"
"Anxiety","2016","Bangladeshi","Male","All","Very Low  (0 - 1)","N/A","36.3","?","?","-"
"Anxiety","2016","Bangladeshi","Female","All","Low  (2 - 3)","N/A","19.83","?","?","-"
"Anxiety","2016","Bangladeshi","Male","All","Low  (2 - 3)","N/A","25.77","?","?","-"
"Anxiety","2016","Bangladeshi","Female","All","Low  (2 - 3)","N/A","?","24.2","15.45","-"
"Anxiety","2016","Bangladeshi","Male","All","Low  (2 - 3)","N/A","?","30.25","21.29","-"
"Anxiety","2016","Bangladeshi","Female","All","High  (6 - 10)","N/A","?","23.79","14.88","-"
"Anxiety","2016","Bangladeshi","Male","All","High  (6 - 10)","N/A","?","20.61","12.96","-"
"Anxiety","2016","Bangladeshi","Female","All","High  (6 - 10)","N/A","19.33","?","?","-"
"Anxiety","2016","Bangladeshi","Male","All","High  (6 - 10)","N/A","16.79","?","?","-"
"Anxiety","2016","Black / African / Caribbean / Black British","Female","All","Medium  (4 - 5)","N/A","?","18.75","15.81","-"
"Anxiety","2016","Black / African / Caribbean / Black British","Male","All","Medium  (4 - 5)","N/A","?","20.29","16.39","-"
"Anxiety","2016","Black / African / Caribbean / Black British","Female","All","Medium  (4 - 5)","N/A","17.28","?","?","-"
"Anxiety","2016","Black / African / Caribbean / Black British","Male","All","Medium  (4 - 5)","N/A","18.34","?","?","-"
"Anxiety","2016","Black / African / Caribbean / Black British","Female","All","Very Low  (0 - 1)","N/A","?","43.87","40.05","-"
"Anxiety","2016","Black / African / Caribbean / Black British","Male","All","Very Low  (0 - 1)","N/A","?","43.4","38.32","-"
"Anxiety","2016","Black / African / Caribbean / Black British","Female","All","Very Low  (0 - 1)","N/A","41.96","?","?","-"
"Anxiety","2016","Black / African / Caribbean / Black British","Male","All","Very Low  (0 - 1)","N/A","40.86","?","?","-"
"Anxiety","2016","Black / African / Caribbean / Black British","Female","All","Low  (2 - 3)","N/A","21.77","?","?","-"
"Anxiety","2016","Black / African / Caribbean / Black British","Male","All","Low  (2 - 3)","N/A","23.65","?","?","-"
"Anxiety","2016","Black / African / Caribbean / Black British","Female","All","Low  (2 - 3)","N/A","?","23.38","20.16","-"
"Anxiety","2016","Black / African / Caribbean / Black British","Male","All","Low  (2 - 3)","N/A","?","25.8","21.49","-"
"Anxiety","2016","Black / African / Caribbean / Black British","Female","All","High  (6 - 10)","N/A","?","20.43","17.55","-"
"Anxiety","2016","Black / African / Caribbean / Black British","Male","All","High  (6 - 10)","N/A","?","18.98","15.33","-"
"Anxiety","2016","Black / African / Caribbean / Black British","Female","All","High  (6 - 10)","N/A","18.99","?","?","-"
"Anxiety","2016","Black / African / Caribbean / Black British","Male","All","High  (6 - 10)","N/A","17.16","?","?","-"
"Anxiety","2016","Chinese","Female","All","Medium  (4 - 5)","N/A","?","22.04","14.58","-"
"Anxiety","2016","Chinese","Male","All","Medium  (4 - 5)","N/A","?","22.1","13.51","-"
"Anxiety","2016","Chinese","Female","All","Medium  (4 - 5)","N/A","18.31","?","?","-"
"Anxiety","2016","Chinese","Male","All","Medium  (4 - 5)","N/A","17.81","?","?","-"
"Anxiety","2016","Chinese","Female","All","Very Low  (0 - 1)","N/A","?","45.13","35.72","-"
"Anxiety","2016","Chinese","Male","All","Very Low  (0 - 1)","N/A","?","44.29","32.56","-"
"Anxiety","2016","Chinese","Female","All","Very Low  (0 - 1)","N/A","40.42","?","?","-"
"Anxiety","2016","Chinese","Male","All","Very Low  (0 - 1)","N/A","38.43","?","?","-"
"Anxiety","2016","Chinese","Female","All","Low  (2 - 3)","N/A","24.99","?","?","-"
"Anxiety","2016","Chinese","Male","All","Low  (2 - 3)","N/A","26.55","?","?","-"
"Anxiety","2016","Chinese","Female","All","Low  (2 - 3)","N/A","?","29.35","20.63","-"
"Anxiety","2016","Chinese","Male","All","Low  (2 - 3)","N/A","?","31.72","21.38","-"
"Anxiety","2016","Chinese","Female","All","High  (6 - 10)","N/A","?","19.68","12.87","-"
"Anxiety","2016","Chinese","Male","All","High  (6 - 10)","N/A","?","21.39","13.04","-"
"Anxiety","2016","Chinese","Female","All","High  (6 - 10)","N/A","16.27","?","?","-"
"Anxiety","2016","Chinese","Male","All","High  (6 - 10)","N/A","17.22","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","Female","All","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","Male","All","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","Female","All","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","Male","All","Medium  (4 - 5)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","Female","All","Very Low  (0 - 1)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","Male","All","Very Low  (0 - 1)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","Female","All","Very Low  (0 - 1)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","Male","All","Very Low  (0 - 1)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","Female","All","Low  (2 - 3)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","Male","All","Low  (2 - 3)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","Female","All","Low  (2 - 3)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","Male","All","Low  (2 - 3)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","Female","All","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","Male","All","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","Female","All","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Gypsy / Traveller / Irish Traveller","Male","All","High  (6 - 10)","N/A","?","?","?","-"
"Anxiety","2016","Indian","Female","All","Medium  (4 - 5)","N/A","?","19.47","15.8","-"
"Anxiety","2016","Indian","Male","All","Medium  (4 - 5)","N/A","?","18.57","15.06","-"
"Anxiety","2016","Indian","Female","All","Medium  (4 - 5)","N/A","17.63","?","?","-"
"Anxiety","2016","Indian","Male","All","Medium  (4 - 5)","N/A","16.81","?","?","-"
"Anxiety","2016","Indian","Female","All","Very Low  (0 - 1)","N/A","?","40.53","35.82","-"
"Anxiety","2016","Indian","Male","All","Very Low  (0 - 1)","N/A","?","41.29","36.77","-"
"Anxiety","2016","Indian","Female","All","Very Low  (0 - 1)","N/A","38.18","?","?","-"
"Anxiety","2016","Indian","Male","All","Very Low  (0 - 1)","N/A","39.03","?","?","-"
"Anxiety","2016","Indian","Female","All","Low  (2 - 3)","N/A","22.88","?","?","-"
"Anxiety","2016","Indian","Male","All","Low  (2 - 3)","N/A","25.83","?","?","-"
"Anxiety","2016","Indian","Female","All","Low  (2 - 3)","N/A","?","24.93","20.84","-"
"Anxiety","2016","Indian","Male","All","Low  (2 - 3)","N/A","?","27.83","23.83","-"
"Anxiety","2016","Indian","Female","All","High  (6 - 10)","N/A","?","23.41","19.2","-"
"Anxiety","2016","Indian","Male","All","High  (6 - 10)","N/A","?","20.04","16.62","-"
"Anxiety","2016","Indian","Female","All","High  (6 - 10)","N/A","21.31","?","?","-"
"Anxiety","2016","Indian","Male","All","High  (6 - 10)","N/A","18.33","?","?","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","Female","All","Medium  (4 - 5)","N/A","?","22.6","17.37","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","Male","All","Medium  (4 - 5)","N/A","?","23.49","15.77","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","Female","All","Medium  (4 - 5)","N/A","19.99","?","?","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","Male","All","Medium  (4 - 5)","N/A","19.63","?","?","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","Female","All","Very Low  (0 - 1)","N/A","?","37.98","31.59","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","Male","All","Very Low  (0 - 1)","N/A","?","38.34","29.74","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","Female","All","Very Low  (0 - 1)","N/A","34.79","?","?","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","Male","All","Very Low  (0 - 1)","N/A","34.04","?","?","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","Female","All","Low  (2 - 3)","N/A","20.39","?","?","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","Male","All","Low  (2 - 3)","N/A","27.13","?","?","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","Female","All","Low  (2 - 3)","N/A","?","23.24","17.53","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","Male","All","Low  (2 - 3)","N/A","?","31.26","23.01","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","Female","All","High  (6 - 10)","N/A","?","27.84","21.83","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","Male","All","High  (6 - 10)","N/A","?","22.71","15.67","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","Female","All","High  (6 - 10)","N/A","24.84","?","?","-"
"Anxiety","2016","Mixed / Multiple ethnic groups","Male","All","High  (6 - 10)","N/A","19.19","?","?","-"
"Anxiety","2016","Other Asian background","Female","All","Medium  (4 - 5)","N/A","?","21.37","15.42","-"
"Anxiety","2016","Other Asian background","Male","All","Medium  (4 - 5)","N/A","?","20.75","14.52","-"
"Anxiety","2016","Other Asian background","Female","All","Medium  (4 - 5)","N/A","18.39","?","?","-"
"Anxiety","2016","Other Asian background","Male","All","Medium  (4 - 5)","N/A","17.63","?","?","-"
"Anxiety","2016","Other Asian background","Female","All","Very Low  (0 - 1)","N/A","?","41.55","34.19","-"
"Anxiety","2016","Other Asian background","Male","All","Very Low  (0 - 1)","N/A","?","44.05","36.39","-"
"Anxiety","2016","Other Asian background","Female","All","Very Low  (0 - 1)","N/A","37.87","?","?","-"
"Anxiety","2016","Other Asian background","Male","All","Very Low  (0 - 1)","N/A","40.22","?","?","-"
"Anxiety","2016","Other Asian background","Female","All","Low  (2 - 3)","N/A","24.04","?","?","-"
"Anxiety","2016","Other Asian background","Male","All","Low  (2 - 3)","N/A","24.47","?","?","-"
"Anxiety","2016","Other Asian background","Female","All","Low  (2 - 3)","N/A","?","27.25","20.83","-"
"Anxiety","2016","Other Asian background","Male","All","Low  (2 - 3)","N/A","?","27.74","21.19","-"
"Anxiety","2016","Other Asian background","Female","All","High  (6 - 10)","N/A","?","22.47","16.92","-"
"Anxiety","2016","Other Asian background","Male","All","High  (6 - 10)","N/A","?","20.59","14.75","-"
"Anxiety","2016","Other Asian background","Female","All","High  (6 - 10)","N/A","19.69","?","?","-"
"Anxiety","2016","Other Asian background","Male","All","High  (6 - 10)","N/A","17.67","?","?","-"
"Anxiety","2016","Other ethnic group","Female","All","Medium  (4 - 5)","N/A","?","20.52","15.2","-"
"Anxiety","2016","Other ethnic group","Male","All","Medium  (4 - 5)","N/A","?","21.49","15.87","-"
"Anxiety","2016","Other ethnic group","Female","All","Medium  (4 - 5)","N/A","17.86","?","?","-"
"Anxiety","2016","Other ethnic group","Male","All","Medium  (4 - 5)","N/A","18.68","?","?","-"
"Anxiety","2016","Other ethnic group","Female","All","Very Low  (0 - 1)","N/A","?","41.17","34.64","-"
"Anxiety","2016","Other ethnic group","Male","All","Very Low  (0 - 1)","N/A","?","42.46","35.17","-"
"Anxiety","2016","Other ethnic group","Female","All","Very Low  (0 - 1)","N/A","37.9","?","?","-"
"Anxiety","2016","Other ethnic group","Male","All","Very Low  (0 - 1)","N/A","38.81","?","?","-"
"Anxiety","2016","Other ethnic group","Female","All","Low  (2 - 3)","N/A","24.18","?","?","-"
"Anxiety","2016","Other ethnic group","Male","All","Low  (2 - 3)","N/A","23.75","?","?","-"
"Anxiety","2016","Other ethnic group","Female","All","Low  (2 - 3)","N/A","?","27.13","21.23","-"
"Anxiety","2016","Other ethnic group","Male","All","Low  (2 - 3)","N/A","?","26.93","20.58","-"
"Anxiety","2016","Other ethnic group","Female","All","High  (6 - 10)","N/A","?","22.69","17.42","-"
"Anxiety","2016","Other ethnic group","Male","All","High  (6 - 10)","N/A","?","21.46","16.05","-"
"Anxiety","2016","Other ethnic group","Female","All","High  (6 - 10)","N/A","20.06","?","?","-"
"Anxiety","2016","Other ethnic group","Male","All","High  (6 - 10)","N/A","18.76","?","?","-"
"Anxiety","2016","Pakistani","Female","All","Medium  (4 - 5)","N/A","?","21.63","16.75","-"
"Anxiety","2016","Pakistani","Male","All","Medium  (4 - 5)","N/A","?","21.25","16.21","-"
"Anxiety","2016","Pakistani","Female","All","Medium  (4 - 5)","N/A","19.19","?","?","-"
"Anxiety","2016","Pakistani","Male","All","Medium  (4 - 5)","N/A","18.73","?","?","-"
"Anxiety","2016","Pakistani","Female","All","Very Low  (0 - 1)","N/A","?","41.96","35.6","-"
"Anxiety","2016","Pakistani","Male","All","Very Low  (0 - 1)","N/A","?","42.32","35.82","-"
"Anxiety","2016","Pakistani","Female","All","Very Low  (0 - 1)","N/A","38.78","?","?","-"
"Anxiety","2016","Pakistani","Male","All","Very Low  (0 - 1)","N/A","39.07","?","?","-"
"Anxiety","2016","Pakistani","Female","All","Low  (2 - 3)","N/A","22.19","?","?","-"
"Anxiety","2016","Pakistani","Male","All","Low  (2 - 3)","N/A","23.87","?","?","-"
"Anxiety","2016","Pakistani","Female","All","Low  (2 - 3)","N/A","?","24.94","19.44","-"
"Anxiety","2016","Pakistani","Male","All","Low  (2 - 3)","N/A","?","26.7","21.05","-"
"Anxiety","2016","Pakistani","Female","All","High  (6 - 10)","N/A","?","22.34","17.35","-"
"Anxiety","2016","Pakistani","Male","All","High  (6 - 10)","N/A","?","20.71","15.94","-"
"Anxiety","2016","Pakistani","Female","All","High  (6 - 10)","N/A","19.84","?","?","-"
"Anxiety","2016","Pakistani","Male","All","High  (6 - 10)","N/A","18.32","?","?","-"
"Anxiety","2016","All","Female","All","Medium  (4 - 5)","N/A","?","17.11","16.64","-"
"Anxiety","2016","All","Male","All","Medium  (4 - 5)","N/A","?","16.42","15.89","-"
"Anxiety","2016","All","Female","All","Medium  (4 - 5)","N/A","16.87","?","?","-"
"Anxiety","2016","All","Male","All","Medium  (4 - 5)","N/A","16.16","?","?","-"
"Anxiety","2016","All","Female","All","Very Low  (0 - 1)","N/A","?","40.31","39.7","-"
"Anxiety","2016","All","Male","All","Very Low  (0 - 1)","N/A","?","42.37","41.65","-"
"Anxiety","2016","All","Female","All","Very Low  (0 - 1)","N/A","40","?","?","-"
"Anxiety","2016","All","Male","All","Very Low  (0 - 1)","N/A","42.01","?","?","-"
"Anxiety","2016","All","Female","All","Low  (2 - 3)","N/A","21.44","?","?","-"
