"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Local_Authority","Local_Authority_Code","Value","Value_Type","Denominator"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Portsmouth","E06000044","66","%","64"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Brighton and Hove","E06000043","63","%","63"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Surrey","E10000030","73","%","158"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Plymouth","E06000026","73","%","15"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Bournemouth","E06000028","!","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Cornwall","E06000052","100","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Bath and North East Somerset","E06000022","50","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Isles of Scilly","E06000053","!","%","0"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Dorset","E10000009","!","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Wiltshire","E06000054","63","%","49"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Gloucestershire","E10000013","67","%","79"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Bristol, City of","E06000023","64","%","477"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Poole","E06000029","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","South West","South Gloucestershire","E06000025","69","%","36"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Devon","E10000008","50","%","18"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Torbay","E06000027","!","%","!"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Swindon","E06000030","67","%","69"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","South West","North Somerset","E06000024","57","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Somerset","E10000027","75","%","12"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Stoke-on-Trent","E06000021","68","%","90"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Wolverhampton","E08000031","80","%","291"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Telford and Wrekin","E06000020","69","%","49"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Walsall","E08000030","76","%","140"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Worcestershire","E10000034","63","%","24"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Solihull","E08000029","79","%","43"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Birmingham","E08000025","68","%","1866"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Coventry","E08000026","74","%","450"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Dudley","E08000027","75","%","88"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Sandwell","E08000028","71","%","381"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Staffordshire","E10000028","65","%","55"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Warwickshire","E10000031","70","%","54"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Shropshire","E06000051","57","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Herefordshire, County of","E06000019","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Bradford","E08000032","80","%","91"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","York","E06000014","!","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","64","%","11"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","61","%","44"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Barnsley","E08000016","!","%","15"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Sheffield","E08000019","75","%","296"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","!","%","3"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Doncaster","E08000017","83","%","30"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","64","%","11"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Kirklees","E08000034","72","%","95"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Wakefield","E08000036","74","%","35"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Calderdale","E08000033","63","%","19"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Leeds","E08000035","64","%","561"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Rotherham","E08000018","83","%","35"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Norfolk","E10000020","84","%","25"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Central Bedfordshire","E06000056","80","%","15"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Bedford","E06000055","!","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Thurrock","E06000034","!","%","15"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Suffolk","E10000029","!","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Cambridgeshire","E10000003","79","%","38"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Luton","E06000032","100","%","8"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Hertfordshire","E10000015","92","%","52"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Essex","E10000012","91","%","54"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Southend-on-Sea","E06000033","73","%","11"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Peterborough","E06000031","57","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Nottingham","E06000018","!","%","17"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Derbyshire","E10000007","!","%","21"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Lincolnshire","E10000019","!","%","16"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Leicester","E06000016","!","%","9"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Northamptonshire","E10000021","!","%","19"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Leicestershire","E10000018","83","%","29"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Nottinghamshire","E10000024","!","%","22"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Rutland","E06000017","!","%","0"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Derby","E06000015","!","%","11"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Greenwich","E09000011","!","%","42"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Sutton","E09000029","100","%","25"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Havering","E09000016","!","%","17"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Tower Hamlets","E09000030","100","%","11"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Lambeth","E09000022","!","%","16"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Westminster","E09000033","!","%","11"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Hackney","E09000012","100","%","17"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Merton","E09000024","100","%","13"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Ealing","E09000009","!","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Wandsworth","E09000032","73","%","11"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Islington","E09000019","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Lewisham","E09000023","88","%","41"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Barnet","E09000003","86","%","50"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Brent","E09000005","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Richmond upon Thames","E09000027","100","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Southwark","E09000028","88","%","33"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Enfield","E09000010","!","%","17"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Hillingdon","E09000017","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Bromley","E09000006","84","%","31"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Kensington and Chelsea","E09000020","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","City of London","E09000001","!","%","0"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Barking and Dagenham","E09000002","!","%","11"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Hounslow","E09000018","100","%","10"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Newham","E09000025","79","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Harrow","E09000015","!","%","20"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Waltham Forest","E09000031","!","%","21"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Haringey","E09000014","!","%","21"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Bexley","E09000004","!","%","25"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Camden","E09000007","79","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Kingston upon Thames","E09000021","!","%","18"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Croydon","E09000008","!","%","15"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Redbridge","E09000026","100","%","21"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Hammersmith and Fulham","E09000013","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","Middlesbrough","E06000002","!","%","!"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","South Tyneside","E08000023","!","%","0"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","County Durham","E06000047","!","%","16"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","Gateshead","E08000037","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","Stockton-on-Tees","E06000004","!","%","8"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","Hartlepool","E06000001","!","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","Sunderland","E08000024","!","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","Northumberland","E06000057","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","North Tyneside","E08000022","100","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","Redcar and Cleveland","E06000003","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","Newcastle upon Tyne","E08000021","73","%","15"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","Darlington","E06000005","!","%","!"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Warrington","E06000007","100","%","11"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Bury","E08000002","!","%","10"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Cumbria","E10000006","79","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire East","E06000049","67","%","12"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire West and Chester","E06000050","!","%","10"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Sefton","E08000014","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Tameside","E08000008","57","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Knowsley","E08000011","!","%","3"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Halton","E06000006","!","%","!"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","St. Helens","E08000013","57","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Salford","E08000006","100","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Bolton","E08000001","100","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Manchester","E08000003","75","%","57"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Wirral","E08000015","!","%","18"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Liverpool","E08000012","80","%","49"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Blackpool","E06000009","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Wigan","E08000010","100","%","12"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Rochdale","E08000005","!","%","8"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Oldham","E08000004","!","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Trafford","E08000009","85","%","33"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Lancashire","E10000017","88","%","33"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Blackburn with Darwen","E06000008","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Stockport","E08000007","!","%","19"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Hampshire","E10000014","81","%","43"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Oxfordshire","E10000025","85","%","20"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","West Sussex","E10000032","58","%","24"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Bracknell Forest","E06000036","!","%","3"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Portsmouth","E06000044","!","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Isle of Wight","E06000046","!","%","!"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Brighton and Hove","E06000043","100","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","East Sussex","E10000011","65","%","17"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Surrey","E10000030","88","%","48"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Wokingham","E06000041","!","%","18"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Kent","E10000016","93","%","40"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Milton Keynes","E06000042","82","%","17"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Buckinghamshire","E10000002","84","%","19"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","West Berkshire","E06000037","!","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Reading","E06000038","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Medway","E06000035","!","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Windsor and Maidenhead","E06000040","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Southampton","E06000045","75","%","12"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Slough","E06000039","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Poole","E06000029","!","%","!"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Devon","E10000008","56","%","9"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Wiltshire","E06000054","!","%","12"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Swindon","E06000030","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Gloucestershire","E10000013","71","%","17"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","North Somerset","E06000024","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Plymouth","E06000026","100","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Isles of Scilly","E06000053","!","%","0"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Bristol, City of","E06000023","75","%","16"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Somerset","E10000027","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Dorset","E10000009","100","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","South Gloucestershire","E06000025","!","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Torbay","E06000027","!","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Bournemouth","E06000028","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Cornwall","E06000052","!","%","9"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Bath and North East Somerset","E06000022","!","%","8"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Walsall","E08000030","100","%","10"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Wolverhampton","E08000031","!","%","8"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Warwickshire","E10000031","81","%","16"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Shropshire","E06000051","!","%","9"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Telford and Wrekin","E06000020","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Birmingham","E08000025","83","%","52"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Solihull","E08000029","100","%","10"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Worcestershire","E10000034","50","%","10"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Herefordshire, County of","E06000019","!","%","!"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Staffordshire","E10000028","85","%","27"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Dudley","E08000027","!","%","8"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Coventry","E08000026","!","%","9"
