"Title","Reading attainments for children aged 10 to 11 (key stage 2)"
"Location","England"
"Time period","2016/17"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/national-curriculum-assessments-key-stage-2-2017-revised"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-08-24"
"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Geography","Geography_Code","Gender","Value","Value_Type","Lower_CI","Upper_CI","Denominator"
"Key stage 2 progress in reading","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.3","Numeric","0.2","0.4","N/A"
"Key stage 2 progress in reading","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0.1","Numeric","-0.1","0.2","N/A"
"Key stage 2 progress in reading","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0.5","Numeric","0.3","0.7","N/A"
"Key stage 2 progress in reading","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.1","Numeric","0.1","0.2","N/A"
"Key stage 2 progress in reading","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-0.2","Numeric","-0.3","-0.1","N/A"
"Key stage 2 progress in reading","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0.5","Numeric","0.4","0.6","N/A"
"Key stage 2 progress in reading","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","-0.6","Numeric","-0.7","-0.6","N/A"
"Key stage 2 progress in reading","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-0.9","Numeric","-1","-0.8","N/A"
"Key stage 2 progress in reading","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","-0.3","Numeric","-0.4","-0.2","N/A"
"Key stage 2 progress in reading","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.4","Numeric","0.3","0.5","N/A"
"Key stage 2 progress in reading","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0.2","Numeric","0","0.4","N/A"
"Key stage 2 progress in reading","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0.6","Numeric","0.5","0.8","N/A"
"Key stage 2 progress in reading","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.1","Numeric","0","0.2","N/A"
"Key stage 2 progress in reading","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-0.2","Numeric","-0.3","-0.1","N/A"
"Key stage 2 progress in reading","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0.4","Numeric","0.3","0.5","N/A"
"Key stage 2 progress in reading","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.3","Numeric","0.2","0.4","N/A"
"Key stage 2 progress in reading","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0","Numeric","-0.1","0.1","N/A"
"Key stage 2 progress in reading","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0.6","Numeric","0.5","0.8","N/A"
"Key stage 2 progress in reading","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","-0.5","Numeric","-0.7","-0.4","N/A"
"Key stage 2 progress in reading","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-0.9","Numeric","-1.1","-0.6","N/A"
"Key stage 2 progress in reading","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","-0.2","Numeric","-0.4","0","N/A"
"Key stage 2 progress in reading","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.1","Numeric","-0.1","0.3","N/A"
"Key stage 2 progress in reading","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-0.1","Numeric","-0.4","0.2","N/A"
"Key stage 2 progress in reading","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0.3","Numeric","0","0.6","N/A"
"Key stage 2 progress in reading","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","1.4","Numeric","1.1","1.7","N/A"
"Key stage 2 progress in reading","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0.9","Numeric","0.5","1.3","N/A"
"Key stage 2 progress in reading","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","1.8","Numeric","1.5","2.2","N/A"
"Key stage 2 progress in reading","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.4","Numeric","0.4","0.5","N/A"
"Key stage 2 progress in reading","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-0.1","Numeric","-0.2","0","N/A"
"Key stage 2 progress in reading","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0.9","Numeric","0.8","1","N/A"
"Key stage 2 progress in reading","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.8","Numeric","0.6","0.9","N/A"
"Key stage 2 progress in reading","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0.4","Numeric","0.2","0.6","N/A"
"Key stage 2 progress in reading","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","1.2","Numeric","1","1.4","N/A"
"Key stage 2 progress in reading","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.5","Numeric","0.3","0.7","N/A"
"Key stage 2 progress in reading","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-0.2","Numeric","-0.5","0.1","N/A"
"Key stage 2 progress in reading","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","1.2","Numeric","0.9","1.4","N/A"
"Key stage 2 progress in reading","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","-0.3","Numeric","-0.5","-0.2","N/A"
"Key stage 2 progress in reading","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-0.9","Numeric","-1.1","-0.7","N/A"
"Key stage 2 progress in reading","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0.2","Numeric","0","0.4","N/A"
"Key stage 2 progress in reading","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.8","Numeric","0.7","0.9","N/A"
"Key stage 2 progress in reading","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0.3","Numeric","0.1","0.5","N/A"
"Key stage 2 progress in reading","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","1.3","Numeric","1.2","1.5","N/A"
"Key stage 2 progress in reading","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0","Numeric","-0.1","0","N/A"
"Key stage 2 progress in reading","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-0.4","Numeric","-0.4","-0.4","N/A"
"Key stage 2 progress in reading","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0.3","Numeric","0.3","0.3","N/A"
"Key stage 2 progress in reading","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","-0.1","Numeric","-0.1","-0.1","N/A"
"Key stage 2 progress in reading","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-0.5","Numeric","-0.5","-0.4","N/A"
"Key stage 2 progress in reading","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0.2","Numeric","0.2","0.3","N/A"
"Key stage 2 progress in reading","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","2.1","Numeric","1.8","2.4","N/A"
"Key stage 2 progress in reading","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","1.7","Numeric","1.2","2.1","N/A"
"Key stage 2 progress in reading","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","2.6","Numeric","2.1","3","N/A"
"Key stage 2 progress in reading","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","-1.8","Numeric","-2.6","-0.9","N/A"
"Key stage 2 progress in reading","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-2.4","Numeric","-3.6","-1.2","N/A"
"Key stage 2 progress in reading","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","-1.1","Numeric","-2.2","0.1","N/A"
"Key stage 2 progress in reading","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","-1.5","Numeric","-1.9","-1.1","N/A"
"Key stage 2 progress in reading","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-1.7","Numeric","-2.3","-1.1","N/A"
"Key stage 2 progress in reading","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","-1.3","Numeric","-1.8","-0.7","N/A"
"Key stage 2 progress in reading","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","1.3","Numeric","1.2","1.4","N/A"
"Key stage 2 progress in reading","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0.8","Numeric","0.7","1","N/A"
"Key stage 2 progress in reading","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","1.7","Numeric","1.6","1.8","N/A"
"Key stage 2 progress in reading","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.5","Numeric","0.4","0.6","N/A"
"Key stage 2 progress in reading","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0.1","Numeric","-0.1","0.3","N/A"
"Key stage 2 progress in reading","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0.9","Numeric","0.7","1.1","N/A"
"Key stage 2 progress in reading","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.2","Numeric","0","0.5","N/A"
"Key stage 2 progress in reading","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-0.2","Numeric","-0.5","0.2","N/A"
"Key stage 2 progress in reading","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0.7","Numeric","0.4","1","N/A"
"Key stage 2 progress in reading","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0","Numeric","22","18","568405"
"Key stage 2 progress in reading","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.3","Numeric","3","2","289991"
"Key stage 2 progress in reading","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.3","Numeric","15","11","278414"
"Key stage 2 progress in reading","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","-0.2","Numeric","3","2","59453"
"Key stage 2 progress in reading","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.4","Numeric","5","3","30432"
"Key stage 2 progress in reading","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0","Numeric","1","18","29021"
"Key stage 2 progress in reading","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.2","Numeric","13","12","9848"
"Key stage 2 progress in reading","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0.1","Numeric","1","10","5004"
"Key stage 2 progress in reading","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.4","Numeric","14","14","4844"
"Key stage 2 progress in reading","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.1","Numeric","22","10","15260"
"Key stage 2 progress in reading","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.3","Numeric","4","1","7785"
"Key stage 2 progress in reading","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.4","Numeric","15","13","7475"
"Key stage 2 progress in reading","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","-0.7","Numeric","8","5","25070"
"Key stage 2 progress in reading","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.9","Numeric","10","6","12838"
"Key stage 2 progress in reading","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","-0.6","Numeric","7","4","12232"
"Key stage 2 progress in reading","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.2","Numeric","13","12","9275"
"Key stage 2 progress in reading","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0.1","Numeric","1","11","4805"
"Key stage 2 progress in reading","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.4","Numeric","14","14","4470"
"Key stage 2 progress in reading","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.1","Numeric","22","9","32176"
"Key stage 2 progress in reading","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.2","Numeric","3","1","16281"
"Key stage 2 progress in reading","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.4","Numeric","15","13","15895"
"Key stage 2 progress in reading","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.2","Numeric","13","11","21031"
"Key stage 2 progress in reading","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0","Numeric","1","9","10579"
"Key stage 2 progress in reading","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.5","Numeric","15","14","10452"
"Key stage 2 progress in reading","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","-0.4","Numeric","5","2","7031"
"Key stage 2 progress in reading","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.7","Numeric","10","4","3584"
"Key stage 2 progress in reading","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0","Numeric","2","10","3447"
"Key stage 2 progress in reading","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0","Numeric","2","10","4114"
"Key stage 2 progress in reading","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.4","Numeric","7","1","2118"
"Key stage 2 progress in reading","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.4","Numeric","13","15","1996"
"Key stage 2 progress in reading","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","1.5","Numeric","23","25","2020"
"Key stage 2 progress in reading","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","1.1","Numeric","19","24","1017"
"Key stage 2 progress in reading","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","1.8","Numeric","24","27","1003"
"Key stage 2 progress in reading","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.4","Numeric","15","13","31098"
"Key stage 2 progress in reading","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0","Numeric","1","9","15680"
"Key stage 2 progress in reading","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.8","Numeric","19","17","15418"
"Key stage 2 progress in reading","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.8","Numeric","18","17","7202"
"Key stage 2 progress in reading","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0.4","Numeric","14","14","3764"
"Key stage 2 progress in reading","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","1.1","Numeric","21","22","3438"
"Key stage 2 progress in reading","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.4","Numeric","15","14","4005"
"Key stage 2 progress in reading","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0","Numeric","3","11","1966"
"Key stage 2 progress in reading","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.9","Numeric","18","21","2039"
"Key stage 2 progress in reading","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","-0.3","Numeric","4","1","8772"
"Key stage 2 progress in reading","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.7","Numeric","9","4","4333"
"Key stage 2 progress in reading","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.2","Numeric","22","11","4439"
"Key stage 2 progress in reading","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.7","Numeric","17","16","11119"
"Key stage 2 progress in reading","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0.3","Numeric","13","12","5617"
"Key stage 2 progress in reading","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","1","Numeric","21","21","5502"
"Key stage 2 progress in reading","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0","Numeric","22","18","431137"
"Key stage 2 progress in reading","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.3","Numeric","3","3","220080"
"Key stage 2 progress in reading","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.3","Numeric","14","11","211057"
"Key stage 2 progress in reading","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","-0.1","Numeric","1","1","401926"
"Key stage 2 progress in reading","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.4","Numeric","4","3","205090"
"Key stage 2 progress in reading","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.2","Numeric","13","10","196836"
"Key stage 2 progress in reading","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","1.8","Numeric","24","26","1401"
"Key stage 2 progress in reading","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","1.3","Numeric","20","25","726"
"Key stage 2 progress in reading","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","2.3","Numeric","26","28","675"
"Key stage 2 progress in reading","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0","Numeric","6","14","385"
"Key stage 2 progress in reading","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.6","Numeric","11","11","193"
"Key stage 2 progress in reading","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.6","Numeric","3","24","192"
"Key stage 2 progress in reading","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","-1.2","Numeric","11","7","1582"
"Key stage 2 progress in reading","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-1.8","Numeric","12","8","768"
"Key stage 2 progress in reading","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","-0.6","Numeric","10","2","814"
"Key stage 2 progress in reading","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","1.3","Numeric","23","23","25843"
"Key stage 2 progress in reading","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","1","Numeric","21","20","13303"
"Key stage 2 progress in reading","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","1.6","Numeric","25","25","12540"
"Key stage 2 progress in reading","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.5","Numeric","16","15","8674"
"Key stage 2 progress in reading","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0.3","Numeric","13","12","4511"
"Key stage 2 progress in reading","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.8","Numeric","18","19","4163"
"Key stage 2 progress in reading","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.2","Numeric","22","12","3847"
"Key stage 2 progress in reading","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.1","Numeric","4","10","1990"
"Key stage 2 progress in reading","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.4","Numeric","13","15","1857"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","21","%","","","62"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","17","%","","","36"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","25","%","","","35"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","18","%","","","63"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","14","%","","","40"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","22","%","","","37"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","19","%","","","1"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","16","%","","","58"
