"Title","Reading attainments for children aged 7 to 11 (key stage 2)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/national-curriculum-assessments-key-stage-2-2016-revised"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","12/01/2017 (revised)"
"Measure","Year","Year_type","Region","Local Authority","LA Code","Ethnicity","Ethnicity type","Gender","Gender_type","Value","Value_type","Denominator"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Bournemouth","E06000028","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","1,376"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Bristol, City of","E06000023","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70","%","3,008"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Cornwall","E06000052","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67","%","5,295"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Devon","E10000008","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","7,114"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Dorset","E10000009","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67","%","3,851"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Gloucestershire","E10000013","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70","%","5,462"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Isles of Scilly","E06000053","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","65","%","20"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","North Somerset","E06000024","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","2,038"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Plymouth","E06000026","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67","%","2,476"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Poole","E06000029","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","1,219"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Somerset","E10000027","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67","%","5,255"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","South Gloucestershire","E06000025","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69","%","2,809"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Swindon","E06000030","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67","%","2,043"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Torbay","E06000027","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","1,308"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Wiltshire","E06000054","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","4,587"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","County Durham","E06000047","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72","%","65"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Darlington","E06000005","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","21"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Gateshead","E08000037","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73","%","33"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Hartlepool","E06000001","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73","%","11"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Middlesbrough","E06000002","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","67"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Newcastle upon Tyne","E08000021","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","84"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","North Tyneside","E08000022","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","42"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Northumberland","E06000057","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","63","%","59"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Redcar and Cleveland","E06000003","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","82","%","28"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","South Tyneside","E08000023","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70","%","30"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Stockton-on-Tees","E06000004","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","58"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Sunderland","E08000024","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","63","%","32"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Blackburn with Darwen","E06000008","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","60"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Blackpool","E06000009","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70","%","43"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Bolton","E08000001","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70","%","125"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Bury","E08000002","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","85"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Cheshire East","E06000049","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69","%","134"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Cheshire West and Chester","E06000050","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","78"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Cumbria","E10000006","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","59"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Halton","E06000006","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","41"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Knowsley","E08000011","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74","%","27"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Lancashire","E10000017","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69","%","367"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Liverpool","E08000012","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","61","%","216"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Manchester","E08000003","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","446"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Oldham","E08000004","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","132"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Rochdale","E08000005","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","55","%","103"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Salford","E08000006","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","146"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Sefton","E08000014","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74","%","57"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","St. Helens","E08000013","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74","%","35"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Stockport","E08000007","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73","%","142"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Tameside","E08000008","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78","%","100"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Trafford","E08000009","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78","%","170"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Warrington","E06000007","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","80","%","75"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Wigan","E08000010","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","71"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Wirral","E08000015","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67","%","85"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Barnsley","E08000016","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","61"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Bradford","E08000032","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","62","%","349"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Calderdale","E08000033","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75","%","102"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Doncaster","E08000017","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","60","%","91"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","58","%","69"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67","%","107"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Kirklees","E08000034","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","61","%","310"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Leeds","E08000035","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","463"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69","%","42"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","50","%","42"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","130"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Rotherham","E08000018","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","95"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Sheffield","E08000019","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","61","%","415"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Wakefield","E08000036","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","60","%","121"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","York","E06000014","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","37"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Derby","E06000015","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70","%","210"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Derbyshire","E10000007","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","190"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Leicester","E06000016","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","60","%","279"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Leicestershire","E10000018","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","294"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Lincolnshire","E10000019","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","65","%","180"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Northamptonshire","E10000021","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","61","%","413"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Nottingham","E06000018","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","60","%","366"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Nottinghamshire","E10000024","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","65","%","332"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Rutland","E06000017","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75","%","12"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Birmingham","E08000025","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","62","%","1,069"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Coventry","E08000026","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","61","%","258"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Dudley","E08000027","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","172"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Herefordshire, County of","E06000019","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","53"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Sandwell","E08000028","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","62","%","319"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Shropshire","E06000051","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","74"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Solihull","E08000029","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69","%","169"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Staffordshire","E10000028","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","290"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Stoke-on-Trent","E06000021","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","53","%","140"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Telford and Wrekin","E06000020","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","100"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Walsall","E08000030","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","185"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Warwickshire","E10000031","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69","%","271"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Wolverhampton","E08000031","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","309"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Worcestershire","E10000034","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69","%","158"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Bedford","E06000055","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","61","%","171"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Cambridgeshire","E10000003","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74","%","313"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Central Bedfordshire","E06000056","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72","%","166"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Essex","E10000012","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69","%","711"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Hertfordshire","E10000015","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73","%","833"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Luton","E06000032","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","63","%","243"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Norfolk","E10000020","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67","%","236"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Peterborough","E06000031","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","55","%","144"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Southend-on-Sea","E06000033","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67","%","127"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Suffolk","E10000029","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","370"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East","Thurrock","E06000034","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","61","%","115"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Camden","E09000007","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","136"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","City of London","E09000001","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","!"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Hackney","E09000012","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","80","%","228"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Hammersmith and Fulham","E09000013","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77","%","154"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Haringey","E09000014","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74","%","276"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Islington","E09000019","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67","%","269"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Kensington and Chelsea","E09000020","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74","%","192"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Lambeth","E09000022","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77","%","337"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Lewisham","E09000023","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70","%","445"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Newham","E09000025","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","63","%","272"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Southwark","E09000028","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","311"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Tower Hamlets","E09000030","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77","%","159"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Wandsworth","E09000032","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","282"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Westminster","E09000033","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","155"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Barking and Dagenham","E09000002","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","62","%","244"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Barnet","E09000003","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73","%","392"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Bexley","E09000004","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","182"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Brent","E09000005","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","243"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Bromley","E09000006","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","80","%","310"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Croydon","E09000008","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69","%","554"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Ealing","E09000009","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72","%","351"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Enfield","E09000010","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","425"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Greenwich","E09000011","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72","%","257"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Harrow","E09000015","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72","%","222"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Havering","E09000016","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","182"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Hillingdon","E09000017","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74","%","360"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Hounslow","E09000018","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70","%","225"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Kingston upon Thames","E09000021","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","79","%","170"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Merton","E09000024","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","62","%","175"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Redbridge","E09000026","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77","%","279"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Richmond upon Thames","E09000027","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","85","%","193"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Sutton","E09000029","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","162"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","London","Waltham Forest","E09000031","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70","%","300"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Bracknell Forest","E06000036","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","74"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Brighton and Hove","E06000043","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74","%","219"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Buckinghamshire","E10000002","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","341"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","East Sussex","E10000011","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67","%","225"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Hampshire","E10000014","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70","%","481"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Isle of Wight","E06000046","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","60","%","35"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Kent","E10000016","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77","%","769"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Medway","E06000035","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","58","%","220"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Milton Keynes","E06000042","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73","%","212"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Oxfordshire","E10000025","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","65","%","378"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Portsmouth","E06000044","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","96"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Reading","E06000038","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","172"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Slough","E06000039","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","164"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Southampton","E06000045","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73","%","146"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Surrey","E10000030","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","644"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","West Berkshire","E06000037","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69","%","85"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","West Sussex","E10000032","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","353"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Windsor and Maidenhead","E06000040","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75","%","108"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South East","Wokingham","E06000041","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","125"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Bath and North East Somerset","E06000022","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","89"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","South West","Bournemouth","E06000028","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","63","%","84"
