"Title","Police workforce"
"Location","England and Wales"
"Time period","2007 to 2016"
"Data source","Home Office"
"Data source link","https://www.gov.uk/government/statistics/police-workforce-england-and-wales-31-march-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","21 July 2016"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Gender","Gender_type","Rank","Rank_type","Geography","Geography_type","FTE","Headcount","Population by ethnicity, gender, and PFA (based on 2011 Census)","Rate per 100,000 population by ethnicity, gender, and PFA (Based on FTE except Special Constables)","Proportion of workforce of this ethnicity in this aggregated rank, in this year, and this PFA (excludes unreported)","Proportion of population of this ethnicity in this PFA (based on 2011 Census)"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Derbyshire","Police Force Area","173","174","949,845","18.19","96%","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Devon & Cornwall","Police Force Area","282","290","1,627,306","17.31","99%","98%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Dorset","Police Force Area","161","164","714,637","22.49","99%","96%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Durham","Police Force Area","174","175","605,364","28.73","99%","98%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Dyfed-Powys","Police Force Area","82","82","504,714","16.15","99%","98%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Essex","Police Force Area","432","446","1,608,308","26.86","98%","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Gloucestershire","Police Force Area","137","141","569,647","23.98","94%","95%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Greater Manchester","Police Force Area","783","786","2,248,123","34.82","93%","84%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Gwent","Police Force Area","140","142","554,377","25.26","98%","96%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Hampshire","Police Force Area","343","347","1,771,378","19.35","99%","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Hertfordshire","Police Force Area","250","256","977,495","25.57","97%","88%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Humberside","Police Force Area","311","316","885,279","35.17","98%","96%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Kent","Police Force Area","371","375","1,607,681","23.1","96%","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Lancashire","Police Force Area","416","422","1,320,035","31.5","98%","90%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Leicestershire","Police Force Area","204","208","797,704","25.62","88%","78%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Lincolnshire","Police Force Area","146","150","696,484","20.94","98%","98%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","London, City of","Police Force Area","42","43","N/A","N/A","81%","79%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Merseyside","Police Force Area","454","457","1,305,303","34.76","97%","95%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Metropolitan Police","Police Force Area","3,246","3,285","4,881,636","66.49","71%","60%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Norfolk","Police Force Area","270","276","828,018","32.62","99%","97%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","North Wales","Police Force Area","154","157","670,704","22.89","98%","97%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","North Yorkshire","Police Force Area","196","198","769,206","25.51","99%","97%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Northamptonshire","Police Force Area","155","158","632,822","24.43","94%","91%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Northumbria","Police Force Area","433","444","1,343,747","32.22","99%","95%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Nottinghamshire","Police Force Area","259","265","969,501","26.76","97%","89%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","South Wales","Police Force Area","331","335","1,198,458","27.58","99%","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","South Yorkshire","Police Force Area","312","321","1,217,653","25.6","95%","91%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Staffordshire","Police Force Area","226","233","1,032,327","21.91","95%","94%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Suffolk","Police Force Area","172","174","693,195","24.78","99%","95%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Surrey","Police Force Area","212","220","1,023,682","20.74","95%","90%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Sussex","Police Force Area","363","369","1,505,433","24.12","98%","94%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Thames Valley","Police Force Area","468","480","1,919,646","24.39","94%","85%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Warwickshire","Police Force Area","132","134","505,688","26.09","96%","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","West Mercia","Police Force Area","268","270","1,176,516","22.74","97%","96%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","West Midlands","Police Force Area","707","721","1,919,138","36.84","88%","70%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","West Yorkshire","Police Force Area","723","735","1,819,818","39.73","95%","82%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Wiltshire","Police Force Area","134","135","642,869","20.9","99%","95%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","All - including BTP","Police Force Area","104,491","106,433","48,209,395","216.74","N/A","86%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Avon & Somerset","Police Force Area","2,486","2,550","1,491,970","166.6","N/A","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Bedfordshire","Police Force Area","884","898","476,647","185.4","N/A","77%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","British Transport Police","Police Force Area","1,724","1,739","N/A","N/A","N/A","N/A"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cambridgeshire","Police Force Area","1,041","1,058","726,531","143.23","N/A","90%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cheshire","Police Force Area","1,594","1,619","995,998","160.05","N/A","97%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cleveland","Police Force Area","1,298","1,314","526,456","246.48","N/A","94%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cumbria","Police Force Area","950","974","492,257","193.04","N/A","98%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Derbyshire","Police Force Area","1,559","1,591","949,845","164.15","N/A","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Devon & Cornwall","Police Force Area","2,343","2,405","1,627,306","143.96","N/A","98%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Dorset","Police Force Area","1,093","1,130","714,637","152.93","N/A","96%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Durham","Police Force Area","1,141","1,163","605,364","188.45","N/A","98%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Dyfed-Powys","Police Force Area","896","914","504,714","177.43","N/A","98%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Essex","Police Force Area","2,768","2,826","1,608,308","172.1","N/A","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Gloucestershire","Police Force Area","968","995","569,647","169.94","N/A","95%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Greater Manchester","Police Force Area","6,134","6,195","2,248,123","272.85","N/A","84%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Gwent","Police Force Area","1,070","1,095","554,377","193.08","N/A","96%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Hampshire","Police Force Area","2,590","2,656","1,771,378","146.23","N/A","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Hertfordshire","Police Force Area","1,555","1,592","977,495","159.07","N/A","88%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Humberside","Police Force Area","1,541","1,586","885,279","174.12","N/A","96%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Kent","Police Force Area","2,845","2,910","1,607,681","176.97","N/A","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Lancashire","Police Force Area","2,428","2,467","1,320,035","183.9","N/A","90%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Leicestershire","Police Force Area","1,630","1,660","797,704","204.36","N/A","78%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Lincolnshire","Police Force Area","921","932","696,484","132.27","N/A","98%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","London, City of","Police Force Area","578","587","N/A","N/A","N/A","79%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Merseyside","Police Force Area","3,412","3,451","1,305,303","261.43","N/A","95%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Metropolitan Police","Police Force Area","22,018","22,381","4,881,636","451.04","N/A","60%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Norfolk","Police Force Area","1,210","1,243","828,018","146.13","N/A","97%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","North Wales","Police Force Area","1,175","1,192","670,704","175.26","N/A","97%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","North Yorkshire","Police Force Area","1,112","1,131","769,206","144.56","N/A","97%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Northamptonshire","Police Force Area","910","937","632,822","143.82","N/A","91%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Northumbria","Police Force Area","3,254","3,292","1,343,747","242.14","N/A","95%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Nottinghamshire","Police Force Area","1,725","1,761","969,501","177.98","N/A","89%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","South Wales","Police Force Area","2,093","2,128","1,198,458","174.64","N/A","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","South Yorkshire","Police Force Area","2,180","2,217","1,217,653","179.02","N/A","91%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Staffordshire","Police Force Area","1,599","1,637","1,032,327","154.88","N/A","94%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Suffolk","Police Force Area","870","896","693,195","125.44","N/A","95%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Surrey","Police Force Area","1,351","1,382","1,023,682","131.93","N/A","90%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Sussex","Police Force Area","2,334","2,390","1,505,433","155.03","N/A","94%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Thames Valley","Police Force Area","3,219","3,285","1,919,646","167.71","N/A","85%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Warwickshire","Police Force Area","710","722","505,688","140.39","N/A","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","West Mercia","Police Force Area","1,771","1,800","1,176,516","150.56","N/A","96%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","West Midlands","Police Force Area","6,357","6,470","1,919,138","331.22","N/A","70%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","West Yorkshire","Police Force Area","4,294","4,380","1,819,818","235.96","N/A","82%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Constable","Detailed rank data","Wiltshire","Police Force Area","861","882","642,869","133.86","N/A","95%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","All - including BTP","Police Force Area","1,753","1,817","48,209,395","3.64","N/A","86%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Avon & Somerset","Police Force Area","0","0","1,491,970","0","N/A","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Bedfordshire","Police Force Area","31","31","476,647","6.5","N/A","77%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","British Transport Police","Police Force Area","0","0","N/A","N/A","N/A","N/A"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Cambridgeshire","Police Force Area","32","32","726,531","4.4","N/A","90%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Cheshire","Police Force Area","59","59","995,998","5.88","N/A","97%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Cleveland","Police Force Area","0","0","526,456","0","N/A","94%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Cumbria","Police Force Area","32","34","492,257","6.5","N/A","98%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Derbyshire","Police Force Area","53","54","949,845","5.61","N/A","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Devon & Cornwall","Police Force Area","106","108","1,627,306","6.49","N/A","98%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Dorset","Police Force Area","44","46","714,637","6.14","N/A","96%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Durham","Police Force Area","0","0","605,364","0","N/A","98%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Dyfed-Powys","Police Force Area","27","28","504,714","5.43","N/A","98%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Essex","Police Force Area","56","61","1,608,308","3.5","N/A","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Gloucestershire","Police Force Area","0","0","569,647","0","N/A","95%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Greater Manchester","Police Force Area","147","147","2,248,123","6.53","N/A","84%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Gwent","Police Force Area","0","0","554,377","0","N/A","96%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Hampshire","Police Force Area","81","84","1,771,378","4.58","N/A","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Hertfordshire","Police Force Area","31","36","977,495","3.19","N/A","88%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Humberside","Police Force Area","78","82","885,279","8.82","N/A","96%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Kent","Police Force Area","86","87","1,607,681","5.33","N/A","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Lancashire","Police Force Area","0","0","1,320,035","0","N/A","90%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Leicestershire","Police Force Area","40","41","797,704","4.99","N/A","78%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Lincolnshire","Police Force Area","34","34","696,484","4.88","N/A","98%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","London, City of","Police Force Area","0","0","N/A","N/A","N/A","79%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Merseyside","Police Force Area","112","113","1,305,303","8.58","N/A","95%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Metropolitan Police","Police Force Area","211","212","4,881,636","4.33","N/A","60%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Norfolk","Police Force Area","42","48","828,018","5.01","N/A","97%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","North Wales","Police Force Area","33","33","670,704","4.92","N/A","97%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","North Yorkshire","Police Force Area","0","0","769,206","0","N/A","97%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Northamptonshire","Police Force Area","0","0","632,822","0","N/A","91%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Northumbria","Police Force Area","84","85","1,343,747","6.21","N/A","95%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Nottinghamshire","Police Force Area","87","88","969,501","8.96","N/A","89%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","South Wales","Police Force Area","0","0","1,198,458","0","N/A","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","South Yorkshire","Police Force Area","95","100","1,217,653","7.84","N/A","91%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Staffordshire","Police Force Area","0","0","1,032,327","0","N/A","94%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Suffolk","Police Force Area","30","32","693,195","4.33","N/A","95%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Surrey","Police Force Area","87","87","1,023,682","8.46","N/A","90%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Sussex","Police Force Area","0","0","1,505,433","0","N/A","94%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Thames Valley","Police Force Area","0","0","1,919,646","0","N/A","85%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Warwickshire","Police Force Area","0","0","505,688","0","N/A","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","West Mercia","Police Force Area","0","0","1,176,516","0","N/A","96%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","West Midlands","Police Force Area","0","0","1,919,138","0","N/A","70%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","West Yorkshire","Police Force Area","0","0","1,819,818","0","N/A","82%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Wiltshire","Police Force Area","37","55","642,869","5.68","N/A","95%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","All - including BTP","Police Force Area","198","199","48,209,395","0.41","N/A","86%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Avon & Somerset","Police Force Area","0","0","1,491,970","0","N/A","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Bedfordshire","Police Force Area","0","0","476,647","0","N/A","77%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","British Transport Police","Police Force Area","0","0","N/A","N/A","N/A","N/A"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Cambridgeshire","Police Force Area","0","0","726,531","0","N/A","90%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Cheshire","Police Force Area","0","0","995,998","0","N/A","97%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Cleveland","Police Force Area","0","0","526,456","0","N/A","94%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Cumbria","Police Force Area","0","0","492,257","0","N/A","98%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Derbyshire","Police Force Area","0","0","949,845","0","N/A","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Devon & Cornwall","Police Force Area","0","0","1,627,306","0","N/A","98%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Dorset","Police Force Area","0","0","714,637","0","N/A","96%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Durham","Police Force Area","0","0","605,364","0","N/A","98%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Dyfed-Powys","Police Force Area","0","0","504,714","0","N/A","98%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Essex","Police Force Area","0","0","1,608,308","0","N/A","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Gloucestershire","Police Force Area","18","18","569,647","3.16","N/A","95%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Greater Manchester","Police Force Area","0","0","2,248,123","0","N/A","84%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Gwent","Police Force Area","0","0","554,377","0","N/A","96%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Hampshire","Police Force Area","0","0","1,771,378","0","N/A","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Hertfordshire","Police Force Area","0","0","977,495","0","N/A","88%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Humberside","Police Force Area","0","0","885,279","0","N/A","96%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Kent","Police Force Area","0","0","1,607,681","0","N/A","93%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Lancashire","Police Force Area","0","0","1,320,035","0","N/A","90%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Leicestershire","Police Force Area","0","0","797,704","0","N/A","78%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Lincolnshire","Police Force Area","0","0","696,484","0","N/A","98%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","London, City of","Police Force Area","0","0","N/A","N/A","N/A","79%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Merseyside","Police Force Area","0","0","1,305,303","0","N/A","95%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Metropolitan Police","Police Force Area","0","0","4,881,636","0","N/A","60%"
"Rate per population","2010","As at 31/3","White","ONS 2001 5+1","All","All","Designated Detention Officer (S.39)","Detailed rank data","Norfolk","Police Force Area","0","0","828,018","0","N/A","97%"
