"Title","New social housing lettings by ethnicity and local authority"
"Location","England"
"Time period","2015/16"
"Data source","Social housing lettings statistics https://www.gov.uk/government/collections/rents-lettings-and-tenancies"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Income","Geography_code","Geography_name","Geography_type","Age","Value","Numerator","Population estimate"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000143","Breckland","Local Authority","All","96.3","628","97.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000144","Broadland","Local Authority","All","95.8","366","97.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000145","Great Yarmouth","Local Authority","All","96.6","603","96.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000146","King's Lynn and West Norfolk","Local Authority","All","97.9","885","97"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000147","North Norfolk","Local Authority","All","98.4","379","98.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000148","Norwich","Local Authority","All","90.5","1480","90.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000149","South Norfolk","Local Authority","All","98","529","97.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000150","Corby","Local Authority","All","96","577","95.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000151","Daventry","Local Authority","All","95.9","373","96.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000152","East Northamptonshire","Local Authority","All","96.7","469","96.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000153","Kettering","Local Authority","All","94","612","93.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000154","Northampton","Local Authority","All","81.3","1234","83.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000155","South Northamptonshire","Local Authority","All","96.9","280","96.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000156","Wellingborough","Local Authority","All","84.9","405","86.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000163","Craven","Local Authority","All","98.3","290","97.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000164","Hambleton","Local Authority","All","98.4","552","98.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000165","Harrogate","Local Authority","All","96.3","651","96.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000166","Richmondshire","Local Authority","All","98.9","275","95"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000167","Ryedale","Local Authority","All","99","311","98.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000168","Scarborough","Local Authority","All","98","819","97.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000169","Selby","Local Authority","All","97.9","373","98.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000170","Ashfield","Local Authority","All","98.3","876","97.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000171","Bassetlaw","Local Authority","All","96.8","797","97.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000172","Broxtowe","Local Authority","All","94.1","590","92.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000173","Gedling","Local Authority","All","93.9","550","92.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000174","Mansfield","Local Authority","All","97.5","1065","97"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000175","Newark and Sherwood","Local Authority","All","97.2","705","97.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000176","Rushcliffe","Local Authority","All","90.9","290","92.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000177","Cherwell","Local Authority","All","88.3","596","91.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000178","Oxford","Local Authority","All","73.2","674","75.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000179","South Oxfordshire","Local Authority","All","95.7","508","95.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000180","Vale of White Horse","Local Authority","All","91.4","708","94.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000181","West Oxfordshire","Local Authority","All","97.5","436","96.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000187","Mendip","Local Authority","All","97.9","612","97.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000188","Sedgemoor","Local Authority","All","98","636","98.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000189","South Somerset","Local Authority","All","98.8","1199","97.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000190","Taunton Deane","Local Authority","All","97","1059","97.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000191","West Somerset","Local Authority","All","!","207","98.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000192","Cannock Chase","Local Authority","All","98.6","625","97.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000193","East Staffordshire","Local Authority","All","91.6","631","89.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000194","Lichfield","Local Authority","All","97.1","496","96.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000195","Newcastle-under-Lyme","Local Authority","All","96","905","94.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000196","South Staffordshire","Local Authority","All","95.7","550","95.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000197","Stafford","Local Authority","All","96.1","1184","94.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000198","Staffordshire Moorlands","Local Authority","All","97.3","397","98.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000199","Tamworth","Local Authority","All","98","402","97.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000200","Babergh","Local Authority","All","96.9","400","97.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000201","Forest Heath","Local Authority","All","96.6","309","91.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000202","Ipswich","Local Authority","All","83.4","1165","88.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000203","Mid Suffolk","Local Authority","All","98.1","417","97.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000204","St Edmundsbury","Local Authority","All","96.6","777","95.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000205","Suffolk Coastal","Local Authority","All","96.2","581","96.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000206","Waveney","Local Authority","All","97.5","695","97.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000207","Elmbridge","Local Authority","All","89","276","89.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000208","Epsom and Ewell","Local Authority","All","82.9","107","85.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000209","Guildford","Local Authority","All","94.8","623","90.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000210","Mole Valley","Local Authority","All","96.1","348","94.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000211","Reigate and Banstead","Local Authority","All","85.3","463","90"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000212","Runnymede","Local Authority","All","87.4","341","88.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000213","Spelthorne","Local Authority","All","87.4","326","86.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000214","Surrey Heath","Local Authority","All","85.5","195","89.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000215","Tandridge","Local Authority","All","90.8","208","93.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000216","Waverley","Local Authority","All","94","392","95.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000217","Woking","Local Authority","All","80.6","304","82.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000218","North Warwickshire","Local Authority","All","95.8","274","97.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000219","Nuneaton and Bedworth","Local Authority","All","95","928","90.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000220","Rugby","Local Authority","All","91.5","444","90.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000221","Stratford-on-Avon","Local Authority","All","98.1","604","97.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000222","Warwick","Local Authority","All","91.9","758","88.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000223","Adur","Local Authority","All","90.9","199","95.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000224","Arun","Local Authority","All","97.1","537","96.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000225","Chichester","Local Authority","All","95.1","616","96.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000226","Crawley","Local Authority","All","76.1","452","78.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000227","Horsham","Local Authority","All","94.6","564","95.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000228","Mid Sussex","Local Authority","All","94.1","434","94.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000229","Worthing","Local Authority","All","88.8","318","93.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000234","Bromsgrove","Local Authority","All","95.6","474","95.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000235","Malvern Hills","Local Authority","All","97.9","368","97.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000236","Redditch","Local Authority","All","92.4","800","91.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000237","Worcester","Local Authority","All","93.4","906","93"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000238","Wychavon","Local Authority","All","98.5","647","97.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000239","Wyre Forest","Local Authority","All","97.3","617","97.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000240","St Albans","Local Authority","All","79.1","427","87.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000241","Welwyn Hatfield","Local Authority","All","87.3","647","83.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000242","East Hertfordshire","Local Authority","All","92.6","547","95.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E07000243","Stevenage","Local Authority","All","93.1","349","87.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000001","Bolton","Local Authority","All","86.3","2550","80.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000002","Bury","Local Authority","All","89","1226","88.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000003","Manchester","Local Authority","All","64.3","3377","64.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000004","Oldham","Local Authority","All","81.7","1515","75.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000005","Rochdale","Local Authority","All","83.9","2269","80.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000006","Salford","Local Authority","All","82.7","2399","89.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000007","Stockport","Local Authority","All","92.9","1536","91.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000008","Tameside","Local Authority","All","88.7","2169","90.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000009","Trafford","Local Authority","All","85.2","1057","84.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000010","Wigan","Local Authority","All","95.9","2786","97.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000011","Knowsley","Local Authority","All","98.6","1513","97"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000012","Liverpool","Local Authority","All","83.7","4940","88.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000013","St. Helens","Local Authority","All","98.3","2184","97.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000014","Sefton","Local Authority","All","96.9","1943","97.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000015","Wirral","Local Authority","All","97.5","3223","96.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000016","Barnsley","Local Authority","All","95","1983","97.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000017","Doncaster","Local Authority","All","94.5","2594","94.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000018","Rotherham","Local Authority","All","94.6","2793","93.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000019","Sheffield","Local Authority","All","76.8","6038","82.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000021","Newcastle upon Tyne","Local Authority","All","83.4","3546","84.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000022","North Tyneside","Local Authority","All","97.1","1916","96.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000023","South Tyneside","Local Authority","All","96.8","2217","95.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000024","Sunderland","Local Authority","All","97.4","3489","95.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000025","Birmingham","Local Authority","All","55.2","6232","56"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000026","Coventry","Local Authority","All","75.1","2175","72.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000027","Dudley","Local Authority","All","84.4","2291","89.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000028","Sandwell","Local Authority","All","72.2","2541","68.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000029","Solihull","Local Authority","All","90.7","1009","88.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000030","Walsall","Local Authority","All","80.4","2425","77.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000031","Wolverhampton","Local Authority","All","68.4","2231","66.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000032","Bradford","Local Authority","All","80","3723","65.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000033","Calderdale","Local Authority","All","93.2","1663","88.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000034","Kirklees","Local Authority","All","71.5","1977","78"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000035","Leeds","Local Authority","All","76.9","6528","84.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000036","Wakefield","Local Authority","All","95.3","2826","95.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E08000037","Gateshead","Local Authority","All","94.3","2559","96"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000001","City of London","Local Authority","All","49.2","31","62.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000002","Barking and Dagenham","Local Authority","All","57.6","573","55.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000003","Barnet","Local Authority","All","53.4","445","63.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000004","Bexley","Local Authority","All","71","573","80.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000005","Brent","Local Authority","All","28.2","367","35.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000006","Bromley","Local Authority","All","70.6","882","83.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000007","Camden","Local Authority","All","54.2","930","64.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000008","Croydon","Local Authority","All","40.4","799","53.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000009","Ealing","Local Authority","All","36.1","502","48.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000010","Enfield","Local Authority","All","45.5","549","59.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000011","Greenwich","Local Authority","All","53","1086","61"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000012","Hackney","Local Authority","All","47.6","1180","54.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000013","Hammersmith and Fulham","Local Authority","All","46.4","700","66.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000014","Haringey","Local Authority","All","45.1","458","59.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000015","Harrow","Local Authority","All","41.8","203","40.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000016","Havering","Local Authority","All","81.8","864","86.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000017","Hillingdon","Local Authority","All","59.8","804","58.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000018","Hounslow","Local Authority","All","46.6","493","50.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000019","Islington","Local Authority","All","49.5","926","66.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000020","Kensington and Chelsea","Local Authority","All","44.7","450","69.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000021","Kingston upon Thames","Local Authority","All","69","300","73.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000022","Lambeth","Local Authority","All","36.3","899","56"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000023","Lewisham","Local Authority","All","37.8","693","52.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000024","Merton","Local Authority","All","52.9","361","64.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000025","Newham","Local Authority","All","30.2","374","28"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000026","Redbridge","Local Authority","All","45.4","283","40.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000027","Richmond upon Thames","Local Authority","All","76.1","453","85.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000028","Southwark","Local Authority","All","39","1036","52.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000029","Sutton","Local Authority","All","76.3","617","77.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000030","Tower Hamlets","Local Authority","All","29.8","897","43.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000031","Waltham Forest","Local Authority","All","36.8","624","51"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000032","Wandsworth","Local Authority","All","48.4","730","70.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","White","White & Other","All","E09000033","Westminster","Local Authority","All","63.8","1809","60.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000001","Hartlepool","Local Authority","All","1.9","26","2.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000002","Middlesbrough","Local Authority","All","8.1","162","12.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000003","Redcar and Cleveland","Local Authority","All","2.3","41","1.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000004","Stockton-on-Tees","Local Authority","All","6","94","5.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000005","Darlington","Local Authority","All","3.2","36","4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000006","Halton","Local Authority","All","2","30","2.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000007","Warrington","Local Authority","All","7.3","104","4.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000008","Blackburn with Darwen","Local Authority","All","14.6","226","32.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000009","Blackpool","Local Authority","All","2.1","22","3.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000010","Kingston upon Hull, City of","Local Authority","All","6.4","262","6.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000011","East Riding of Yorkshire","Local Authority","All","1","14","2.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000012","North East Lincolnshire","Local Authority","All","1.5","24","2.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000013","North Lincolnshire","Local Authority","All","2.6","36","4.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000014","York","Local Authority","All","4","38","6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000015","Derby","Local Authority","All","20.1","432","20.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000016","Leicester","Local Authority","All","37.9","983","50.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000017","Rutland","Local Authority","All","5.3","9","2.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E06000018","Nottingham","Local Authority","All","28.4","1052","30.1"
