"Title","Reading, writing and maths attainments for children aged 10 to 11 (key stage 2)"
"Location","England"
"Time period","2016/17"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/national-curriculum-assessments-key-stage-2-2016-revised"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-08-24"
"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Local_Authority","Local_Authority_Code","Value","Value_Type","Denominator"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Wigan","E08000010","44","%","45"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Cumbria","E10000006","43","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Bury","E08000002","40","%","35"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Blackburn with Darwen","E06000008","65","%","23"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire East","E06000049","!","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Blackpool","E06000009","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","North West","St. Helens","E08000013","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Warrington","E06000007","45","%","11"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Rochdale","E08000005","42","%","93"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","North West","Salford","E08000006","46","%","140"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South East","West Berkshire","E06000037","58","%","19"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South East","East Sussex","E10000011","42","%","36"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Isle of Wight","E06000046","!","%","0"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Reading","E06000038","45","%","135"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Buckinghamshire","E10000002","45","%","141"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Oxfordshire","E10000025","36","%","151"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Windsor and Maidenhead","E06000040","47","%","15"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Brighton and Hove","E06000043","32","%","63"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Wokingham","E06000041","67","%","45"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Milton Keynes","E06000042","53","%","453"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Surrey","E10000030","53","%","158"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Bracknell Forest","E06000036","41","%","37"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Slough","E06000039","48","%","208"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Hampshire","E10000014","61","%","152"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Southampton","E06000045","71","%","63"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Kent","E10000016","66","%","359"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Medway","E06000035","65","%","154"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South East","West Sussex","E10000032","36","%","132"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South East","Portsmouth","E06000044","45","%","64"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Swindon","E06000030","43","%","69"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Bournemouth","E06000028","50","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Cornwall","E06000052","43","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Devon","E10000008","33","%","18"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Poole","E06000029","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Torbay","E06000027","!","%","!"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Plymouth","E06000026","60","%","15"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Somerset","E10000027","50","%","12"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Gloucestershire","E10000013","42","%","79"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Dorset","E10000009","50","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Bath and North East Somerset","E06000022","29","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Wiltshire","E06000054","39","%","49"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Bristol, City of","E06000023","38","%","477"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South West","North Somerset","E06000024","!","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South West","Isles of Scilly","E06000053","!","%","0"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","South West","South Gloucestershire","E06000025","50","%","36"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Herefordshire, County of","E06000019","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Birmingham","E08000025","43","%","1866"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Warwickshire","E10000031","50","%","54"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Dudley","E08000027","45","%","88"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Telford and Wrekin","E06000020","45","%","49"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Shropshire","E06000051","!","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Wolverhampton","E08000031","50","%","291"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Stoke-on-Trent","E06000021","42","%","90"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Walsall","E08000030","48","%","140"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Coventry","E08000026","49","%","450"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Sandwell","E08000028","44","%","381"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Staffordshire","E10000028","45","%","55"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Worcestershire","E10000034","42","%","24"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Solihull","E08000029","56","%","43"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","45","%","11"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Doncaster","E08000017","60","%","30"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Bradford","E08000032","46","%","91"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","York","E06000014","!","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Barnsley","E08000016","67","%","15"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","45","%","11"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Wakefield","E08000036","43","%","35"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","!","%","3"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Rotherham","E08000018","49","%","35"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Leeds","E08000035","37","%","561"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","45","%","44"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Sheffield","E08000019","45","%","296"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Calderdale","E08000033","32","%","19"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Kirklees","E08000034","43","%","95"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Cambridgeshire","E10000003","55","%","38"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Thurrock","E06000034","!","%","15"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Southend-on-Sea","E06000033","73","%","11"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Central Bedfordshire","E06000056","47","%","15"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Suffolk","E10000029","!","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Hertfordshire","E10000015","83","%","52"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Peterborough","E06000031","57","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Essex","E10000012","76","%","54"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Norfolk","E10000020","64","%","25"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Luton","E06000032","!","%","8"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","East","Bedford","E06000055","!","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Nottingham","E06000018","71","%","17"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Rutland","E06000017","!","%","0"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Northamptonshire","E10000021","53","%","19"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Nottinghamshire","E10000024","68","%","22"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Lincolnshire","E10000019","!","%","16"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Leicester","E06000016","56","%","9"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Derbyshire","E10000007","71","%","21"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Leicestershire","E10000018","69","%","29"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Derby","E06000015","55","%","11"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Bromley","E09000006","74","%","31"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Sutton","E09000029","100","%","25"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Lewisham","E09000023","71","%","41"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Southwark","E09000028","67","%","33"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Bexley","E09000004","88","%","25"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Greenwich","E09000011","93","%","42"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Newham","E09000025","64","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Lambeth","E09000022","81","%","16"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Hammersmith and Fulham","E09000013","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Croydon","E09000008","!","%","15"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Havering","E09000016","76","%","17"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Redbridge","E09000026","!","%","21"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Barking and Dagenham","E09000002","!","%","11"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Hillingdon","E09000017","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Camden","E09000007","71","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Brent","E09000005","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Hackney","E09000012","!","%","17"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Tower Hamlets","E09000030","!","%","11"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","City of London","E09000001","!","%","0"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Islington","E09000019","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Hounslow","E09000018","100","%","10"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Wandsworth","E09000032","64","%","11"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Ealing","E09000009","79","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Barnet","E09000003","78","%","50"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Merton","E09000024","!","%","13"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Kingston upon Thames","E09000021","78","%","18"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Enfield","E09000010","82","%","17"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Westminster","E09000033","!","%","11"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Haringey","E09000014","52","%","21"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Harrow","E09000015","!","%","20"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Waltham Forest","E09000031","71","%","21"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Richmond upon Thames","E09000027","!","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","London","Kensington and Chelsea","E09000020","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","Hartlepool","E06000001","50","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","Sunderland","E08000024","43","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","Newcastle upon Tyne","E08000021","53","%","15"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","Gateshead","E08000037","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","Stockton-on-Tees","E06000004","!","%","8"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","Middlesbrough","E06000002","!","%","!"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","Northumberland","E06000057","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","South Tyneside","E08000023","!","%","0"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","Redcar and Cleveland","E06000003","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","North Tyneside","E08000022","100","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","County Durham","E06000047","81","%","16"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","Darlington","E06000005","!","%","!"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire East","E06000049","58","%","12"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Trafford","E08000009","79","%","33"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Manchester","E08000003","68","%","57"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Oldham","E08000004","!","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Warrington","E06000007","!","%","11"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Bolton","E08000001","!","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Liverpool","E08000012","69","%","49"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire West and Chester","E06000050","70","%","10"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Salford","E08000006","!","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Wirral","E08000015","61","%","18"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Stockport","E08000007","63","%","19"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Lancashire","E10000017","76","%","33"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Wigan","E08000010","!","%","12"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Halton","E06000006","!","%","!"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Bury","E08000002","70","%","10"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Tameside","E08000008","57","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Blackburn with Darwen","E06000008","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Blackpool","E06000009","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","St. Helens","E08000013","43","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Rochdale","E08000005","!","%","8"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Knowsley","E08000011","!","%","3"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Sefton","E08000014","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Cumbria","E10000006","64","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Kent","E10000016","90","%","40"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Reading","E06000038","!","%","5"
