"Title","Destinations of school pupils after key stage 4 (usually aged 16 years)"
"Location","England"
"Time period","2010/11 to 2014/15"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/collections/statistics-destinations"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","-"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Destination","Value","Denominator","Numerator"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Any other Asian background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","6,840","35"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Any other Asian background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","4","6,840","280"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Any other Asian background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","3","6,840","230"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Any other Black background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","90","2,865","2,590"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Any other Black background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","2,865","15"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Any other Black background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","6","2,865","180"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Any other Black background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","3","2,865","75"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Other","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","89","6,760","6,020"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Other","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","0","6,760","35"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Other","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","6","6,760","405"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Other","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","4","6,760","300"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Any other mixed background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","88","6,665","5,850"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Any other mixed background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","6,665","100"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Any other mixed background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","8","6,665","525"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Any other mixed background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","3","6,665","190"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Any other White background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","87","17,455","15,260"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Any other White background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","17,455","205"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Any other White background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","7","17,455","1,205"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Any other White background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","4","17,455","785"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Asian","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","91","42,785","39,025"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Asian","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","1","42,785","405"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Asian","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","5","42,785","2,170"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Asian","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","3","42,785","1,190"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Bangladeshi","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","90","6,915","6,220"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Bangladeshi","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","6,915","65"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Bangladeshi","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","6","6,915","430"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Bangladeshi","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","3","6,915","200"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Black","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","91","25,105","22,770"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Black","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","1","25,105","130"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Black","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","6","25,105","1,415"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Black","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","3","25,105","795"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Black - African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","92","14,330","13,200"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Black - African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","0","14,330","40"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Black - African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","4","14,330","575"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Black - African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","4","14,330","515"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","88","7,915","6,980"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","7,915","75"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","8","7,915","660"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","3","7,915","200"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","96","2,290","2,205"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","0","2,290","5"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","1","2,290","30"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","2","2,290","50"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","52","570","300"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","8","570","45"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","30","570","175"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","9","570","55"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Indian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","95","12,870","12,205"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Indian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","12,870","75"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Indian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","3","12,870","380"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Indian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","2","12,870","205"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","87","18,480","16,000"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","2","18,480","300"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","9","18,480","1,735"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","2","18,480","450"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Other ","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","91","9,050","8,230"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Other ","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","0","9,050","40"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Other ","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","5","9,050","435"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Other ","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","4","9,050","345"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Pakistani","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","88","16,160","14,300"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Pakistani","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","16,160","230"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Pakistani","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","7","16,160","1,080"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Pakistani","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","3","16,160","550"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","41","130","55"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","8","130","10"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","35","130","45"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","15","130","20"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Unclassified","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","85","5,650","4,775"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Unclassified","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","3","5,650","160"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Unclassified","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","10","5,650","555"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","Unclassified","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","3","5,650","160"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","85","456,285","389,600"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","3","456,285","14,640"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","9","456,285","43,260"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","2","456,285","8,785"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White - British","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","85","436,220","372,330"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White - British","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","3","436,220","14,335"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White - British","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","10","436,220","41,670"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White - British","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","2","436,220","7,885"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White - Irish","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","87","1,915","1,660"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White - Irish","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","2","1,915","40"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White - Irish","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","9","1,915","170"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White - Irish","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","2","1,915","45"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White and Asian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","89","3,730","3,330"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White and Asian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","3,730","40"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White and Asian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","8","3,730","290"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White and Asian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","2","3,730","75"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White and Black African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","88","1,770","1,550"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White and Black African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","1,770","15"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White and Black African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","9","1,770","160"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White and Black African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","3","1,770","50"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","83","6,320","5,270"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","2","6,320","145"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","12","6,320","765"
"Pupil destination after key stage 4 study (Percentage %)","2011/12","Academic year","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","2","6,320","135"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education, employment or training","90","447,225","402,685"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education, employment or training","90","19,805","17,825"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Asian","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education, employment or training","94","44,230","41,385"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Black","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education, employment or training","93","25,760","24,075"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Unclassified","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education, employment or training","90","5,330","4,780"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White - British","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","90","426,285","383,955"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White - Irish","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","91","1,905","1,740"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","60","125","75"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","62","695","425"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Any other White background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","91","18,215","16,485"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","87","6,835","5,920"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White and Black African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","91","2,020","1,845"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","White and Asian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","93","4,115","3,830"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Any other mixed background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","91","6,840","6,225"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Indian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","96","13,045","12,550"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Pakistani","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","91","16,735","15,310"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Bangladeshi","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","93","7,170","6,685"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Any other Asian background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","94","7,280","6,840"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","92","7,685","7,035"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Black - African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","95","15,345","14,505"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Any other Black background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","93","2,735","2,535"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Chinese","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","97","2,325","2,265"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Other","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","92","6,905","6,320"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","All","All","E92000001","ONS geography code","All","All","Education, employment or training","91","551,585","499,330"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","All","All","E92000001","ONS geography code","All","All","Education","88","551,585","486,920"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","All","All","E92000001","ONS geography code","All","All","Employment","2","551,585","12,410"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","All","All","E92000001","ONS geography code","All","All","No sustained education/employment","8","551,585","43,920"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","All","All","E92000001","ONS geography code","All","All","Unknown","2","551,585","8,330"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Any other Asian background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","94","7,280","6,810"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Any other Asian background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","0","7,280","30"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Any other Asian background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","4","7,280","265"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Any other Asian background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","2","7,280","175"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Any other Black background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","92","2,735","2,510"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Any other Black background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","2,735","20"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Any other Black background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","6","2,735","155"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Any other Black background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","2","2,735","45"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Other","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","91","6,905","6,265"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Other","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","6,905","50"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Other","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","5","6,905","355"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Other","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","3","6,905","230"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Any other mixed background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","90","6,840","6,150"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Any other mixed background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","6,840","80"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Any other mixed background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","7","6,840","485"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Any other mixed background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","2","6,840","125"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Any other White background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","90","18,215","16,315"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Any other White background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","18,215","175"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Any other White background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","6","18,215","1,130"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Any other White background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","3","18,215","600"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Asian","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","93","44,230","41,050"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Asian","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","1","44,230","340"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Asian","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","5","44,230","2,050"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Asian","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","2","44,230","795"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Bangladeshi","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","93","7,170","6,635"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Bangladeshi","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","7,170","50"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Bangladeshi","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","5","7,170","375"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Bangladeshi","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","2","7,170","110"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Black","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","93","25,760","23,960"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Black","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","0","25,760","110"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Black","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","5","25,760","1,240"
"Pupil destination after key stage 4 study (Percentage %)","2012/13","Academic year","Black","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","2","25,760","450"
