"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Destination","Value","Value_type","Denominator","Numerator"
"Pupil destination after key stage 4 study (Percentage %)","Asian","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","42,785","1,190"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","6,915","6,220"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","6,915","65"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","6,915","430"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","6,915","200"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Education","91","% of cohort","25,105","22,770"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","25,105","130"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","25,105","1,415"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","25,105","795"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","14,330","13,200"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","14,330","40"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","14,330","575"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","4","% of cohort","14,330","515"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Education","88","% of cohort","7,915","6,980"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7,915","75"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","7,915","660"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","7,915","200"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Education","96","% of cohort","2,290","2,205"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","2,290","5"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","1","% of cohort","2,290","30"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","2,290","50"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Education","52","% of cohort","570","300"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Employment","8","% of cohort","570","45"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","DfE","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","30","% of cohort","570","175"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","9","% of cohort","570","55"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Education","95","% of cohort","12,870","12,205"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","12,870","75"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","12,870","380"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","12,870","205"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Education","87","% of cohort","18,480","16,000"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","18,480","300"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","9","% of cohort","18,480","1,735"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","18,480","450"
"Pupil destination after key stage 4 study (Percentage %)","Other ","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Education","91","% of cohort","9,050","8,230"
"Pupil destination after key stage 4 study (Percentage %)","Other ","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","9,050","40"
"Pupil destination after key stage 4 study (Percentage %)","Other ","DfE","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","9,050","435"
"Pupil destination after key stage 4 study (Percentage %)","Other ","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","4","% of cohort","9,050","345"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Education","88","% of cohort","16,160","14,300"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","16,160","230"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","16,160","1,080"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","16,160","550"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Education","41","% of cohort","130","55"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Employment","8","% of cohort","130","10"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","35","% of cohort","130","45"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","15","% of cohort","130","20"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Education","85","% of cohort","5,650","4,775"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","5,650","160"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","10","% of cohort","5,650","555"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","5,650","160"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Education","85","% of cohort","456,285","389,600"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","456,285","14,640"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","9","% of cohort","456,285","43,260"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","456,285","8,785"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Education","85","% of cohort","436,220","372,330"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","436,220","14,335"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","10","% of cohort","436,220","41,670"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","436,220","7,885"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Education","87","% of cohort","1,915","1,660"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","1,915","40"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","9","% of cohort","1,915","170"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","1,915","45"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Education","89","% of cohort","3,730","3,330"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","3,730","40"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","3,730","290"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","3,730","75"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Education","88","% of cohort","1,770","1,550"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","1,770","15"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","9","% of cohort","1,770","160"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","1,770","50"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Education","83","% of cohort","6,320","5,270"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","6,320","145"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2011/12","Academic year","England","Country","E92000001","All","All","No sustained education/employment","12","% of cohort","6,320","765"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2011/12","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","6,320","135"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","90","% of cohort","447,225","402,685"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","90","% of cohort","19,805","17,825"
"Pupil destination after key stage 4 study (Percentage %)","Asian","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","44,230","41,385"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","93","% of cohort","25,760","24,075"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","90","% of cohort","5,330","4,780"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","90","% of cohort","426,285","383,955"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","91","% of cohort","1,905","1,740"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","60","% of cohort","125","75"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","62","% of cohort","695","425"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","91","% of cohort","18,215","16,485"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","87","% of cohort","6,835","5,920"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","91","% of cohort","2,020","1,845"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","93","% of cohort","4,115","3,830"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","91","% of cohort","6,840","6,225"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","96","% of cohort","13,045","12,550"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","91","% of cohort","16,735","15,310"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","93","% of cohort","7,170","6,685"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","7,280","6,840"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","92","% of cohort","7,685","7,035"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","95","% of cohort","15,345","14,505"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","93","% of cohort","2,735","2,535"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","97","% of cohort","2,325","2,265"
"Pupil destination after key stage 4 study (Percentage %)","Other","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","92","% of cohort","6,905","6,320"
"Pupil destination after key stage 4 study (Percentage %)","All","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education, employment or training","91","% of cohort","551,585","499,330"
"Pupil destination after key stage 4 study (Percentage %)","All","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","88","% of cohort","551,585","486,920"
"Pupil destination after key stage 4 study (Percentage %)","All","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","551,585","12,410"
"Pupil destination after key stage 4 study (Percentage %)","All","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","551,585","43,920"
"Pupil destination after key stage 4 study (Percentage %)","All","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","551,585","8,330"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","94","% of cohort","7,280","6,810"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","7,280","30"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","7,280","265"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","7,280","175"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","2,735","2,510"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","2,735","20"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","2,735","155"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","2,735","45"
"Pupil destination after key stage 4 study (Percentage %)","Other","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","91","% of cohort","6,905","6,265"
"Pupil destination after key stage 4 study (Percentage %)","Other","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","6,905","50"
"Pupil destination after key stage 4 study (Percentage %)","Other","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","6,905","355"
"Pupil destination after key stage 4 study (Percentage %)","Other","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","6,905","230"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","6,840","6,150"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","6,840","80"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","6,840","485"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","6,840","125"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","18,215","16,315"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","18,215","175"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","18,215","1,130"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","18,215","600"
"Pupil destination after key stage 4 study (Percentage %)","Asian","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","93","% of cohort","44,230","41,050"
"Pupil destination after key stage 4 study (Percentage %)","Asian","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","44,230","340"
"Pupil destination after key stage 4 study (Percentage %)","Asian","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","44,230","2,050"
"Pupil destination after key stage 4 study (Percentage %)","Asian","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","44,230","795"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","93","% of cohort","7,170","6,635"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7,170","50"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","7,170","375"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","7,170","110"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","93","% of cohort","25,760","23,960"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","25,760","110"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","25,760","1,240"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","25,760","450"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","94","% of cohort","15,345","14,470"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","15,345","35"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","15,345","540"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","15,345","295"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","91","% of cohort","7,685","6,980"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7,685","55"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","7,685","540"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","7,685","105"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","97","% of cohort","2,325","2,260"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","!","% of cohort","2,325","!"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","2","% of cohort","2,325","40"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","2,325","25"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","56","% of cohort","695","390"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","5","% of cohort","695","35"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","28","% of cohort","695","195"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","10","% of cohort","695","70"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","96","% of cohort","13,045","12,490"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","13,045","65"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","13,045","345"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","13,045","150"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","89","% of cohort","19,805","17,535"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","19,805","285"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","19,805","1,665"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","19,805","320"
"Pupil destination after key stage 4 study (Percentage %)","Other ","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","9,230","8,530"
"Pupil destination after key stage 4 study (Percentage %)","Other ","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","9,230","55"
"Pupil destination after key stage 4 study (Percentage %)","Other ","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","9,230","395"
"Pupil destination after key stage 4 study (Percentage %)","Other ","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","9,230","255"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","16,735","15,115"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","16,735","200"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","16,735","1,065"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","16,735","360"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","51","% of cohort","125","65"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","9","% of cohort","125","10"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","27","% of cohort","125","35"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","13","% of cohort","125","15"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","88","% of cohort","5,330","4,685"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","5,330","95"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","5,330","445"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","5,330","105"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","87","% of cohort","447,225","391,160"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","447,225","11,525"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2012/13","Academic year","England","Country","E92000001","All","All","No sustained education/employment","9","% of cohort","447,225","38,125"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","447,225","6,415"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2012/13","Academic year","England","Country","E92000001","All","All","Education","87","% of cohort","426,285","372,685"
