"Title","Number of arrests by ethnicity and area"
"Location","England and Wales"
"Time period","2006/2007 to 2015/2016"
"Data source","Arrests open data"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Gender","Gender_type","Age_Group","Age_Group_type","Geography","Geography_type","Number of arrests","Population by ethnicity, gender, and PFA (based on 2011 Census)","Value","Value2","Notes"
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Hertfordshire","Police Force Area"," 226 "," 15,550 "," 14.53 ","1.22%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","Northamptonshire","Police Force Area"," 10,004 "," 691,952 "," 14.46 ","100.00%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Warwickshire","Police Force Area"," 67 "," 4,647 "," 14.42 ","1.27%",""
"Number of arrests","2015/16","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Northumbria","Police Force Area"," 179 "," 12,447 "," 14.38 ","0.66%",""
"Number of arrests","2015/16","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","South Yorkshire","Police Force Area"," 785 "," 54,660 "," 14.36 ","4.82%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Avon & Somerset","Police Force Area"," 21,261 "," 1,491,970 "," 14.25 ","86.56%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","Gwent","Police Force Area"," 8,214 "," 576,754 "," 14.24 ","100.00%",""
"Number of arrests","2015/16","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Humberside","Police Force Area"," 116 "," 8,185 "," 14.17 ","1.11%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","North Wales","Police Force Area"," 63 "," 4,450 "," 14.16 ","0.42%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","Essex","Police Force Area"," 24,342 "," 1,724,950 "," 14.11 ","100.00%",""
"Number of arrests","2015/16","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Greater Manchester","Police Force Area"," 3,437 "," 246,094 "," 13.97 ","9.07%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Thames Valley","Police Force Area"," 26,642 "," 1,919,646 "," 13.88 ","74.79%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","Cumbria","Police Force Area"," 6,907 "," 499,858 "," 13.82 ","100.00%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Bedfordshire","Police Force Area"," 6,565 "," 476,647 "," 13.77 ","67.66%",""
"Number of arrests","2015/16","Financial Year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","All","Police Force Area"," 663,059 "," 48,209,395 ","13.75","78.09%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","Staffordshire","Police Force Area"," 15,090 "," 1,097,497 "," 13.75 ","100.00%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","Cheshire","Police Force Area"," 14,021 "," 1,027,709 "," 13.64 ","100.00%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Cumbria","Police Force Area"," 6,704 "," 492,257 "," 13.62 ","97.67%",""
"Number of arrests","2015/16","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Devon & Cornwall","Police Force Area"," 213 "," 15,645 "," 13.61 ","1.39%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Gwent","Police Force Area"," 7,547 "," 554,377 "," 13.61 ","93.25%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","West Midlands","Police Force Area"," 37,170 "," 2,736,460 "," 13.58 ","100.00%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Dorset","Police Force Area"," 9,685 "," 714,637 "," 13.55 ","91.73%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","Suffolk","Police Force Area"," 9,845 "," 728,163 "," 13.52 ","100.00%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","Cambridgeshire","Police Force Area"," 10,854 "," 804,841 "," 13.49 ","100.00%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Greater Manchester","Police Force Area"," 30,260 "," 2,248,123 "," 13.46 ","79.89%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Northamptonshire","Police Force Area"," 8,496 "," 632,822 "," 13.43 ","85.49%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Cheshire","Police Force Area"," 13,258 "," 995,998 "," 13.31 ","95.48%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","Kent","Police Force Area"," 22,695 "," 1,727,665 "," 13.14 ","100.00%",""
"Number of arrests","2015/16","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Derbyshire","Police Force Area"," 188 "," 14,351 "," 13.10 ","1.23%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","Sussex","Police Force Area"," 20,785 "," 1,606,932 "," 12.93 ","100.00%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","Lincolnshire","Police Force Area"," 9,173 "," 713,653 "," 12.85 ","100.00%",""
"Number of arrests","2015/16","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Northamptonshire","Police Force Area"," 290 "," 22,581 "," 12.84 ","2.92%",""
"Number of arrests","2015/16","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Kent","Police Force Area"," 695 "," 54,186 "," 12.83 ","3.27%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Staffordshire","Police Force Area"," 13,187 "," 1,032,327 "," 12.77 ","87.88%",""
"Number of arrests","2015/16","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Gloucestershire","Police Force Area"," 134 "," 10,522 "," 12.74 ","2.59%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","North Yorkshire","Police Force Area"," 9,652 "," 769,206 "," 12.55 ","96.54%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","West Midlands","Police Force Area"," 24,075 "," 1,919,138 "," 12.54 ","66.20%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","West Mercia","Police Force Area"," 70 "," 5,657 "," 12.37 ","0.54%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","Hampshire","Police Force Area"," 23,227 "," 1,897,991 "," 12.24 ","100.00%",""
"Number of arrests","2015/16","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Sussex","Police Force Area"," 499 "," 40,865 "," 12.21 ","2.61%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","South Yorkshire","Police Force Area"," 16,372 "," 1,343,601 "," 12.19 ","100.00%",""
"Number of arrests","2015/16","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Lincolnshire","Police Force Area"," 75 "," 6,190 "," 12.12 ","0.86%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Thames Valley","Police Force Area"," 393 "," 32,586 "," 12.06 ","1.10%",""
"Number of arrests","2015/16","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Cheshire","Police Force Area"," 125 "," 10,423 "," 11.99 ","0.90%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Lincolnshire","Police Force Area"," 8,350 "," 696,484 "," 11.99 ","95.73%",""
"Number of arrests","2015/16","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Norfolk","Police Force Area"," 117 "," 9,809 "," 11.93 ","1.16%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Cambridgeshire","Police Force Area"," 8,622 "," 726,531 "," 11.87 ","80.09%",""
"Number of arrests","2015/16","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Surrey","Police Force Area"," 637 "," 54,037 "," 11.79 ","5.84%",""
"Number of arrests","2015/16","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","North Wales","Police Force Area"," 74 "," 6,336 "," 11.68 ","0.50%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","South Yorkshire","Police Force Area"," 14,187 "," 1,217,653 "," 11.65 ","87.11%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","West Yorkshire","Police Force Area"," 359 "," 30,874 "," 11.63 ","0.96%",""
"Number of arrests","2015/16","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","South Yorkshire","Police Force Area"," 239 "," 20,791 "," 11.50 ","1.47%",""
"Number of arrests","2015/16","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Lancashire","Police Force Area"," 1,249 "," 108,784 "," 11.48 ","5.63%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","Humberside","Police Force Area"," 10,502 "," 917,647 "," 11.44 ","100.00%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Norfolk","Police Force Area"," 9,415 "," 828,018 "," 11.37 ","93.11%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","West Midlands","Police Force Area"," 722 "," 63,498 "," 11.37 ","1.99%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Humberside","Police Force Area"," 10,041 "," 885,279 "," 11.34 ","95.92%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Devon & Cornwall","Police Force Area"," 107 "," 9,467 "," 11.30 ","0.70%",""
"Number of arrests","2015/16","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","North Yorkshire","Police Force Area"," 112 "," 9,914 "," 11.30 ","1.12%",""
"Number of arrests","2015/16","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Cumbria","Police Force Area"," 28 "," 2,504 "," 11.18 ","0.41%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Kent","Police Force Area"," 17,975 "," 1,607,681 "," 11.18 ","84.62%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Hampshire","Police Force Area"," 19,796 "," 1,771,378 "," 11.18 ","89.18%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","South Wales","Police Force Area"," 211 "," 18,889 "," 11.17 ","0.83%",""
"Number of arrests","2015/16","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","North Yorkshire","Police Force Area"," 83 "," 7,456 "," 11.13 ","0.83%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Sussex","Police Force Area"," 16,641 "," 1,505,433 "," 11.05 ","86.88%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Suffolk","Police Force Area"," 51 "," 4,670 "," 10.92 ","0.71%",""
"Number of arrests","2015/16","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Humberside","Police Force Area"," 133 "," 12,191 "," 10.91 ","1.27%",""
"Number of arrests","2015/16","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Wiltshire","Police Force Area"," 189 "," 17,379 "," 10.88 ","2.78%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","Dyfed-Powys","Police Force Area"," 5,561 "," 515,114 "," 10.80 ","100.00%",""
"Number of arrests","2015/16","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Dyfed-Powys","Police Force Area"," 46 "," 4,274 "," 10.76 ","0.83%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Greater Manchester","Police Force Area"," 571 "," 53,504 "," 10.67 ","1.51%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Dyfed-Powys","Police Force Area"," 5,370 "," 504,714 "," 10.64 ","97.26%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","West Mercia","Police Force Area"," 12,935 "," 1,222,416 "," 10.58 ","100.00%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Norfolk","Police Force Area"," 57 "," 5,425 "," 10.51 ","0.56%",""
"Number of arrests","2015/16","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Warwickshire","Police Force Area"," 239 "," 22,747 "," 10.51 ","4.52%",""
"Number of arrests","2015/16","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","West Midlands","Police Force Area"," 5,094 "," 493,551 "," 10.32 ","14.01%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","Wiltshire","Police Force Area"," 6,996 "," 680,137 "," 10.29 ","100.00%",""
"Number of arrests","2015/16","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Suffolk","Police Force Area"," 112 "," 10,972 "," 10.21 ","1.55%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Northamptonshire","Police Force Area"," 55 "," 5,444 "," 10.10 ","0.55%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","Surrey","Police Force Area"," 11,233 "," 1,132,390 "," 9.92 ","100.00%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","West Mercia","Police Force Area"," 11,664 "," 1,176,516 "," 9.91 ","90.52%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Avon & Somerset","Police Force Area"," 152 "," 15,380 "," 9.88 ","0.62%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","Warwickshire","Police Force Area"," 5,345 "," 545,474 "," 9.80 ","100.00%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Wiltshire","Police Force Area"," 39 "," 4,006 "," 9.74 ","0.57%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","Leicestershire","Police Force Area"," 9,853 "," 1,017,697 "," 9.68 ","100.00%",""
"Number of arrests","2015/16","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Hampshire","Police Force Area"," 548 "," 57,352 "," 9.56 ","2.47%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","South Yorkshire","Police Force Area"," 236 "," 24,745 "," 9.54 ","1.45%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Wiltshire","Police Force Area"," 5,990 "," 642,869 "," 9.32 ","88.09%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Suffolk","Police Force Area"," 6,441 "," 693,195 "," 9.29 ","89.32%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","Devon & Cornwall","Police Force Area"," 15,459 "," 1,668,218 "," 9.27 ","100.00%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Hampshire","Police Force Area"," 193 "," 20,911 "," 9.23 ","0.87%",""
"Number of arrests","2015/16","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Dyfed-Powys","Police Force Area"," 30 "," 3,262 "," 9.20 ","0.54%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Leicestershire","Police Force Area"," 7,254 "," 797,704 "," 9.09 ","74.90%",""
"Number of arrests","2015/16","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","North Wales","Police Force Area"," 45 "," 4,950 "," 9.09 ","0.30%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Warwickshire","Police Force Area"," 4,583 "," 505,688 "," 9.06 ","86.70%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Devon & Cornwall","Police Force Area"," 14,559 "," 1,627,306 "," 8.95 ","94.77%",""
"Number of arrests","2015/16","Financial year","All","All","All","All","All","Arrest age group categories","Gloucestershire","Police Force Area"," 5,339 "," 596,984 "," 8.94 ","100.00%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Surrey","Police Force Area"," 9,111 "," 1,023,682 "," 8.90 ","83.50%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","North Yorkshire","Police Force Area"," 54 "," 6,233 "," 8.66 ","0.54%",""
"Number of arrests","2015/16","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Essex","Police Force Area"," 234 "," 27,635 "," 8.47 ","2.55%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Surrey","Police Force Area"," 151 "," 18,687 "," 8.08 ","1.38%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Gloucestershire","Police Force Area"," 4,527 "," 569,647 "," 7.95 ","87.46%",""
"Number of arrests","2015/16","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Leicestershire","Police Force Area"," 1,185 "," 155,740 "," 7.61 ","12.24%",""
"Number of arrests","2015/16","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Essex","Police Force Area"," 296 "," 38,954 "," 7.60 ","3.22%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Dyfed-Powys","Police Force Area"," 15 "," 2,008 "," 7.47 ","0.27%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Essex","Police Force Area"," 92 "," 15,374 "," 5.98 ","1.00%",""
"Number of arrests","2015/16","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Essex","Police Force Area"," 7,912 "," 1,608,308 "," 4.92 ","86.18%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Humberside","Police Force Area"," 36 "," 7,493 "," 4.80 ","0.34%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Leicestershire","Police Force Area"," 85 "," 19,110 "," 4.45 ","0.88%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Northumbria","Police Force Area"," 78 "," 17,871 "," 4.36 ","0.29%",""
"Number of arrests","2015/16","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Lancashire","Police Force Area"," 44 "," 10,397 "," 4.23 ","0.20%",""
"Number of arrests","2015/16","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Cambridgeshire","Police Force Area"," -   "," 16,029 "," -   ","0.00%",""
