"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Local_Authority","Local_Authority_Code","Value","Value_Type","Denominator"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Windsor and Maidenhead","E06000040","63","%","24"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Surrey","E10000030","82","%","211"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Oxfordshire","E10000025","75","%","202"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Buckinghamshire","E10000002","79","%","160"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","South East","Kent","E10000016","87","%","364"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Dorset","E10000009","100","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Bath and North East Somerset","E06000022","54","%","13"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Devon","E10000008","64","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","South West","South Gloucestershire","E06000025","83","%","41"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Torbay","E06000027","!","%","x"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Swindon","E06000030","82","%","61"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Poole","E06000029","!","%","9"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Cornwall","E06000052","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Isles of Scilly","E06000053","N/A","%","0"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Plymouth","E06000026","63","%","19"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Gloucestershire","E10000013","74","%","84"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","South West","North Somerset","E06000024","67","%","12"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Bournemouth","E06000028","!","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Wiltshire","E06000054","59","%","51"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Somerset","E10000027","67","%","15"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","South West","Bristol, City of","E06000023","73","%","484"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Wolverhampton","E08000031","85","%","325"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Sandwell","E08000028","78","%","427"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Walsall","E08000030","79","%","148"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Worcestershire","E10000034","71","%","31"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Coventry","E08000026","82","%","471"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Birmingham","E08000025","78","%","1936"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Staffordshire","E10000028","82","%","56"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Telford and Wrekin","E06000020","83","%","46"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Warwickshire","E10000031","76","%","63"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Shropshire","E06000051","50","%","8"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Stoke-on-Trent","E06000021","77","%","103"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Dudley","E08000027","74","%","100"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Solihull","E08000029","79","%","56"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Herefordshire, County of","E06000019","!","%","x"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Rotherham","E08000018","85","%","47"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Sheffield","E08000019","80","%","351"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Barnsley","E08000016","57","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Leeds","E08000035","74","%","561"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Bradford","E08000032","70","%","118"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Wakefield","E08000036","80","%","41"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Kirklees","E08000034","70","%","117"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","!","%","3"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Doncaster","E08000017","70","%","46"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","!","%","3"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","68","%","47"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","62","%","13"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Calderdale","E08000033","79","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","81","%","21"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Black","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","York","E06000014","!","%","12"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","East","Suffolk","E10000029","!","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","East","Thurrock","E06000034","!","%","13"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","East","Luton","E06000032","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","East","Bedford","E06000055","!","%","x"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","East","Peterborough","E06000031","!","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","East","Central Bedfordshire","E06000056","!","%","9"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","East","Norfolk","E10000020","85","%","26"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","East","Cambridgeshire","E10000003","!","%","54"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","East","Essex","E10000012","89","%","54"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","East","Southend-on-Sea","E06000033","!","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","East","Hertfordshire","E10000015","93","%","56"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Derby","E06000015","!","%","13"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Leicester","E06000016","!","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Nottinghamshire","E10000024","91","%","33"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Northamptonshire","E10000021","88","%","42"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Lincolnshire","E10000019","!","%","19"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Nottingham","E06000018","72","%","18"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Derbyshire","E10000007","82","%","17"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Rutland","E06000017","!","%","x"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Leicestershire","E10000018","100","%","22"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Sutton","E09000029","88","%","26"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Lewisham","E09000023","91","%","45"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Hounslow","E09000018","100","%","12"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","City of London","E09000001","N/A","%","0"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Barnet","E09000003","93","%","45"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Haringey","E09000014","79","%","33"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Southwark","E09000028","88","%","34"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Richmond upon Thames","E09000027","!","%","24"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Hackney","E09000012","!","%","15"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Enfield","E09000010","!","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Waltham Forest","E09000031","91","%","35"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Harrow","E09000015","!","%","9"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Islington","E09000019","100","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Hillingdon","E09000017","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Bexley","E09000004","100","%","21"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Kingston upon Thames","E09000021","100","%","21"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Croydon","E09000008","!","%","26"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Tower Hamlets","E09000030","83","%","18"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Brent","E09000005","100","%","10"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Hammersmith and Fulham","E09000013","!","%","x"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Greenwich","E09000011","100","%","33"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Ealing","E09000009","100","%","9"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Merton","E09000024","!","%","13"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Westminster","E09000033","100","%","12"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Wandsworth","E09000032","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Kensington and Chelsea","E09000020","100","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Bromley","E09000006","91","%","34"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Camden","E09000007","100","%","12"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Newham","E09000025","100","%","15"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Havering","E09000016","82","%","17"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Redbridge","E09000026","85","%","27"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Lambeth","E09000022","83","%","18"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","London","Barking and Dagenham","E09000002","!","%","9"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North East","Newcastle upon Tyne","E08000021","83","%","30"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North East","Redcar and Cleveland","E06000003","!","%","x"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North East","Middlesbrough","E06000002","N/A","%","0"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North East","North Tyneside","E08000022","!","%","14"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North East","South Tyneside","E08000023","!","%","3"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North East","Northumberland","E06000057","100","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North East","Stockton-on-Tees","E06000004","!","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North East","County Durham","E06000047","100","%","16"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North East","Hartlepool","E06000001","!","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North East","Sunderland","E08000024","100","%","7"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North East","Darlington","E06000005","!","%","8"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North East","Gateshead","E08000037","100","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Halton","E06000006","!","%","3"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Bolton","E08000001","!","%","13"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Bury","E08000002","100","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Cheshire West and Chester","E06000050","!","%","16"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Wirral","E08000015","100","%","12"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","St. Helens","E08000013","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Cheshire East","E06000049","100","%","15"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Lancashire","E10000017","89","%","28"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Sefton","E08000014","63","%","8"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Tameside","E08000008","!","%","10"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Stockport","E08000007","!","%","16"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Manchester","E08000003","81","%","63"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Rochdale","E08000005","!","%","3"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Trafford","E08000009","92","%","36"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Warrington","E06000007","100","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Blackpool","E06000009","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Oldham","E08000004","!","%","12"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Cumbria","E10000006","!","%","9"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Liverpool","E08000012","88","%","48"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Wigan","E08000010","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Blackburn with Darwen","E06000008","!","%","3"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Knowsley","E08000011","N/A","%","0"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Salford","E08000006","!","%","6"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Surrey","E10000030","92","%","37"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","West Sussex","E10000032","86","%","21"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Slough","E06000039","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Oxfordshire","E10000025","!","%","13"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Bracknell Forest","E06000036","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","West Berkshire","E06000037","!","%","4"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Milton Keynes","E06000042","!","%","12"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Wokingham","E06000041","!","%","16"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Kent","E10000016","84","%","45"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Isle of Wight","E06000046","!","%","x"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Reading","E06000038","!","%","5"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Southampton","E06000045","100","%","10"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Windsor and Maidenhead","E06000040","!","%","x"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Brighton and Hove","E06000043","75","%","20"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Portsmouth","E06000044","56","%","9"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Buckinghamshire","E10000002","100","%","17"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Medway","E06000035","!","%","12"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","East Sussex","E10000011","100","%","11"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Hampshire","E10000014","90","%","39"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South West","Plymouth","E06000026","75","%","12"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South West","North Somerset","E06000024","100","%","8"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South West","Gloucestershire","E10000013","72","%","18"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Chinese","ONS 2001 5+1","2016/2017","Academic year","South West","Bath and North East Somerset","E06000022","!","%","3"
