"Title","Writing attainments for children aged 5 to 7 (key stage 1)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","12/1/17"
"Measure","Time","Time_type","Region","Local Authority","LA Code","Ethnicity","Ethnicity type","Gender","Gender_type","Value","Value_type","Denominator"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","London","Sutton","E09000029","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78","%","246"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","London","Waltham Forest","E09000031","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","79","%","421"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South East","Bracknell Forest","E06000036","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","80"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South East","Brighton and Hove","E06000043","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","274"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South East","Buckinghamshire","E10000002","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","65","%","487"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South East","East Sussex","E10000011","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72","%","257"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South East","Hampshire","E10000014","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73","%","548"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South East","Isle of Wight","E06000046","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70","%","30"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South East","Kent","E10000016","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77","%","929"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South East","Medway","E06000035","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75","%","223"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South East","Milton Keynes","E06000042","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73","%","293"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South East","Oxfordshire","E10000025","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","61","%","485"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South East","Portsmouth","E06000044","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","63","%","123"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South East","Reading","E06000038","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","58","%","219"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South East","Slough","E06000039","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69","%","202"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South East","Southampton","E06000045","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72","%","197"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South East","Surrey","E10000030","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73","%","810"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South East","West Berkshire","E06000037","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72","%","90"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South East","West Sussex","E10000032","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","57","%","431"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South East","Windsor and Maidenhead","E06000040","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75","%","124"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South East","Wokingham","E06000041","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75","%","136"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South West","Bath and North East Somerset","E06000022","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","61","%","76"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South West","Bournemouth","E06000028","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","62","%","137"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South West","Bristol, City of","E06000023","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","59","%","421"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South West","Cornwall","E06000052","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","137"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South West","Devon","E10000008","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","65","%","164"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South West","Dorset","E10000009","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","103"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South West","Gloucestershire","E10000013","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","62","%","319"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South West","Isles of Scilly","E06000053","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","!"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South West","North Somerset","E06000024","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","85"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South West","Plymouth","E06000026","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69","%","102"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South West","Poole","E06000029","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78","%","67"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South West","Somerset","E10000027","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","148"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South West","South Gloucestershire","E06000025","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72","%","179"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South West","Swindon","E06000030","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","154"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South West","Torbay","E06000027","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","55"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","South West","Wiltshire","E06000054","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72","%","176"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North East","County Durham","E06000047","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","82","%","38"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North East","Darlington","E06000005","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","58","%","38"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North East","Gateshead","E08000037","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","47"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North East","Hartlepool","E06000001","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","28"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North East","Middlesbrough","E06000002","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","58","%","209"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North East","Newcastle upon Tyne","E08000021","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","406"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North East","North Tyneside","E08000022","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","79","%","68"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North East","Northumberland","E06000057","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","81","%","42"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North East","Redcar and Cleveland","E06000003","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","53","%","15"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North East","South Tyneside","E08000023","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75","%","75"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North East","Stockton-on-Tees","E06000004","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","136"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North East","Sunderland","E08000024","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72","%","134"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Blackburn with Darwen","E06000008","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","978"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Blackpool","E06000009","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","55","%","31"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Bolton","E08000001","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69","%","871"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Bury","E08000002","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","335"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Cheshire East","E06000049","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","63","%","70"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Cheshire West and Chester","E06000050","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","65"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Cumbria","E10000006","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77","%","52"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Halton","E06000006","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","100","%","5"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Knowsley","E08000011","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","89","%","35"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Lancashire","E10000017","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67","%","1624"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Liverpool","E08000012","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","60","%","245"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Manchester","E08000003","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","63","%","1580"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Oldham","E08000004","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","56","%","1229"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Rochdale","E08000005","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","56","%","759"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Salford","E08000006","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73","%","96"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Sefton","E08000014","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","31"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","St. Helens","E08000013","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","42","%","12"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Stockport","E08000007","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74","%","239"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Tameside","E08000008","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","62","%","302"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Trafford","E08000009","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69","%","368"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Warrington","E06000007","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73","%","83"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Wigan","E08000010","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72","%","46"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","North West","Wirral","E08000015","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77","%","77"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","Barnsley","E08000016","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","41","%","17"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","Bradford","E08000032","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","3427"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","Calderdale","E08000033","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","47","%","436"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","Doncaster","E08000017","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","61","%","116"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","88","%","26"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","62"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","Kirklees","E08000034","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","1469"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","Leeds","E08000035","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","56","%","1108"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77","%","13"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","84","%","79"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75","%","92"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","Rotherham","E08000018","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70","%","243"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","Sheffield","E08000019","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","65","%","803"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","Wakefield","E08000036","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","58","%","161"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","Yorkshire and The Humber","York","E06000014","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","57","%","46"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","East Midlands","Derby","E06000015","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","628"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","East Midlands","Derbyshire","E10000007","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77","%","94"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","East Midlands","Leicester","E06000016","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","1871"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","East Midlands","Leicestershire","E10000018","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75","%","569"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","East Midlands","Lincolnshire","E10000019","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","86","%","57"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","East Midlands","Northamptonshire","E10000021","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74","%","413"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","East Midlands","Nottingham","E06000018","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","655"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","East Midlands","Nottinghamshire","E10000024","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","60","%","233"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","East Midlands","Rutland","E06000017","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","8"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Birmingham","E08000025","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","63","%","5836"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Coventry","E08000026","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72","%","846"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Dudley","E08000027","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","63","%","438"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Herefordshire, County of","E06000019","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","60","%","10"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Sandwell","E08000028","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","1273"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Shropshire","E06000051","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","80","%","25"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Solihull","E08000029","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74","%","296"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Staffordshire","E10000028","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73","%","372"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Stoke-on-Trent","E06000021","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","63","%","476"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Telford and Wrekin","E06000020","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69","%","155"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Walsall","E08000030","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","786"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Warwickshire","E10000031","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","79","%","330"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Wolverhampton","E08000031","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","681"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","West Midlands","Worcestershire","E10000034","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","53","%","244"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","East","Bedford","E06000055","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","364"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","East","Cambridgeshire","E10000003","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","310"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","East","Central Bedfordshire","E06000056","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","83","%","75"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","East","Essex","E10000012","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78","%","367"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","East","Hertfordshire","E10000015","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","1116"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","East","Luton","E06000032","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","1407"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","East","Norfolk","E10000020","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","80","%","127"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","East","Peterborough","E06000031","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","63","%","551"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","East","Southend-on-Sea","E06000033","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75","%","106"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","East","Suffolk","E10000029","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69","%","141"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","East","Thurrock","E06000034","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","107"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","London","Camden","E09000007","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","337"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","London","City of London","E09000001","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!","%","!"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","London","Hackney","E09000012","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","80","%","297"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","London","Hammersmith and Fulham","E09000013","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73","%","91"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","London","Haringey","E09000014","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","82","%","186"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","London","Islington","E09000019","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","156"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","London","Kensington and Chelsea","E09000020","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","81","%","36"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","London","Lambeth","E09000022","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73","%","157"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","London","Lewisham","E09000023","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76","%","233"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","London","Newham","E09000025","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","79","%","2143"
"% of pupils reaching the key stage 1 expected standard in writing by ethnicity and gender","2015 - 2016","Academic year","London","Southwark","E09000028","Asian","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77","%","199"
