"Title","Well-being: Life satisfaction"
"Location","UK"
"Time period","2012 to 2016"
"Data source","Office for National Statistics"
"Data source link","https://www.ons.gov.uk/peoplepopulationandcommunity/wellbeing/datasets/measuringnationalwellbeinglifesatisfaction"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","-"
"Measure","Year","Ethnicity","Sex","NS-SEC","Threshold","Mean","Percentage","Upper Confidence Interval","Lower Confidence Interval","Sample Size"
"Life Satisfaction","2013","All","All","All","Medium (5-6)","N/A","16.28","16.52","16.04","-"
"Life Satisfaction","2013","All","All","All","Very High (9-10)","N/A","26.73","27.02","26.43","-"
"Life Satisfaction","2014","All","All","All","High (7-8)","N/A","51.63","51.96","51.29","-"
"Life Satisfaction","2014","All","All","All","Low (0-4)","N/A","4.98","5.11","4.84","-"
"Life Satisfaction","2014","All","All","All","Medium (5-6)","N/A","15.16","15.4","14.92","-"
"Life Satisfaction","2014","All","All","All","Very High (9-10)","N/A","28.24","28.54","27.93","-"
"Life Satisfaction","2015","All","All","All","High (7-8)","N/A","52.12","52.46","51.79","-"
"Life Satisfaction","2015","All","All","All","Low (0-4)","N/A","4.5","4.63","4.37","-"
"Life Satisfaction","2015","All","All","All","Medium (5-6)","N/A","14.24","14.48","14.01","-"
"Life Satisfaction","2015","All","All","All","Very High (9-10)","N/A","29.13","29.44","28.82","-"
"Life Satisfaction","2016","All","All","All","High (7-8)","N/A","52","52.35","51.65","-"
"Life Satisfaction","2016","All","All","All","Low (0-4)","N/A","4.52","4.66","4.38","-"
"Life Satisfaction","2016","All","All","All","Medium (5-6)","N/A","13.85","14.09","13.62","-"
"Life Satisfaction","2016","All","All","All","Very High (9-10)","N/A","29.63","29.96","29.3","-"
"Life Satisfaction","2012","White","All","All","High (7-8)","N/A","51.31","51.65","50.97","-"
"Life Satisfaction","2012","White","All","All","Low (0-4)","N/A","5.71","5.86","5.55","-"
"Life Satisfaction","2012","White","All","All","Medium (5-6)","N/A","16.51","16.76","16.26","-"
"Life Satisfaction","2012","White","All","All","Very High (9-10)","N/A","26.47","26.77","26.16","-"
"Life Satisfaction","2013","White","All","All","High (7-8)","N/A","51.77","52.11","51.43","-"
"Life Satisfaction","2013","White","All","All","Low (0-4)","N/A","5.53","5.68","5.38","-"
"Life Satisfaction","2013","White","All","All","Medium (5-6)","N/A","15.74","15.99","15.49","-"
"Life Satisfaction","2013","White","All","All","Very High (9-10)","N/A","26.96","27.26","26.65","-"
"Life Satisfaction","2014","White","All","All","High (7-8)","N/A","51.97","52.31","51.62","-"
"Life Satisfaction","2014","White","All","All","Low (0-4)","N/A","4.93","5.07","4.78","-"
"Life Satisfaction","2014","White","All","All","Medium (5-6)","N/A","14.63","14.87","14.39","-"
"Life Satisfaction","2014","White","All","All","Very High (9-10)","N/A","28.48","28.8","28.16","-"
"Life Satisfaction","2015","White","All","All","High (7-8)","N/A","52.44","52.79","52.08","-"
"Life Satisfaction","2015","White","All","All","Low (0-4)","N/A","4.42","4.56","4.29","-"
"Life Satisfaction","2015","White","All","All","Medium (5-6)","N/A","13.76","14","13.52","-"
"Life Satisfaction","2015","White","All","All","Very High (9-10)","N/A","29.38","29.71","29.05","-"
"Life Satisfaction","2016","White","All","All","High (7-8)","N/A","52.32","52.68","51.95","-"
"Life Satisfaction","2016","White","All","All","Low (0-4)","N/A","4.5","4.65","4.36","-"
"Life Satisfaction","2016","White","All","All","Medium (5-6)","N/A","13.39","13.63","13.14","-"
"Life Satisfaction","2016","White","All","All","Very High (9-10)","N/A","29.8","30.14","29.45","-"
"Life Satisfaction","2015","Arab","Female","All","All","7.21","N/A","7.52","6.9","240"
"Life Satisfaction","2015","Arab","Male","All","All","7.39","N/A","7.62","7.16","430"
"Life Satisfaction","2015","Bangladeshi","Female","All","All","7.69","N/A","7.88","7.49","470"
"Life Satisfaction","2015","Bangladeshi","Male","All","All","7.4","N/A","7.59","7.21","530"
"Life Satisfaction","2015","Black / African / Caribbean / Black British","Female","All","All","7.08","N/A","7.16","7","3520"
"Life Satisfaction","2015","Black / African / Caribbean / Black British","Male","All","All","7.1","N/A","7.2","6.99","2200"
"Life Satisfaction","2015","Chinese","Female","All","All","7.7","N/A","7.82","7.57","610"
"Life Satisfaction","2015","Chinese","Male","All","All","7.57","N/A","7.74","7.41","470"
"Life Satisfaction","2015","Gypsy / Traveller / Irish Traveller","Female","All","All","?","N/A","?","?","40"
"Life Satisfaction","2015","Gypsy / Traveller / Irish Traveller","Male","All","All","?","N/A","?","?","20"
"Life Satisfaction","2015","Indian","Female","All","All","7.63","N/A","7.72","7.55","2380"
"Life Satisfaction","2015","Indian","Male","All","All","7.7","N/A","7.77","7.62","2670"
"Life Satisfaction","2015","Mixed / Multiple ethnic groups","Female","All","All","7.21","N/A","7.34","7.08","1110"
"Life Satisfaction","2015","Mixed / Multiple ethnic groups","Male","All","All","7.31","N/A","7.47","7.16","710"
"Life Satisfaction","2015","Other Asian background","Female","All","All","7.64","N/A","7.77","7.52","1030"
"Life Satisfaction","2015","Other Asian background","Male","All","All","7.53","N/A","7.69","7.36","930"
"Life Satisfaction","2015","Other ethnic group","Female","All","All","7.49","N/A","7.6","7.38","1240"
"Life Satisfaction","2015","Other ethnic group","Male","All","All","7.47","N/A","7.6","7.35","1140"
"Life Satisfaction","2015","Pakistani","Female","All","All","7.55","N/A","7.67","7.43","1450"
"Life Satisfaction","2015","Pakistani","Male","All","All","7.48","N/A","7.61","7.36","1410"
"Life Satisfaction","2015","All","Female","All","All","7.62","N/A","7.63","7.61","161970"
"Life Satisfaction","2015","All","Male","All","All","7.56","N/A","7.58","7.55","126960"
"Life Satisfaction","2015","White","Female","All","All","7.65","N/A","7.66","7.63","149790"
"Life Satisfaction","2015","White","Male","All","All","7.58","N/A","7.59","7.57","116380"
"Life Satisfaction","2015","Arab","Female","All","High (7 - 8)","N/A","46.66","54.6","38.72","-"
"Life Satisfaction","2015","Arab","Male","All","High (7 - 8)","N/A","44.94","50.71","39.18","-"
"Life Satisfaction","2015","Arab","Female","All","Low (0 - 4)","N/A","?","?","?","-"
"Life Satisfaction","2015","Arab","Male","All","Low (0 - 4)","N/A","?","?","?","-"
"Life Satisfaction","2015","Arab","Female","All","Medium (5 - 6)","N/A","21.26","26.91","15.61","-"
"Life Satisfaction","2015","Arab","Male","All","Medium (5 - 6)","N/A","23.25","28.38","18.12","-"
"Life Satisfaction","2015","Arab","Female","All","Very High (9 - 10)","N/A","24.85","31.67","18.03","-"
"Life Satisfaction","2015","Arab","Male","All","Very High (9 - 10)","N/A","26.74","32.11","21.37","-"
"Life Satisfaction","2015","Bangladeshi","Female","All","High (7 - 8)","N/A","46.65","51.83","41.47","-"
"Life Satisfaction","2015","Bangladeshi","Male","All","High (7 - 8)","N/A","47.86","53.23","42.5","-"
"Life Satisfaction","2015","Bangladeshi","Female","All","Low (0 - 4)","N/A","?","?","?","-"
"Life Satisfaction","2015","Bangladeshi","Male","All","Low (0 - 4)","N/A","7.16","9.88","4.44","-"
"Life Satisfaction","2015","Bangladeshi","Female","All","Medium (5 - 6)","N/A","15.53","19.12","11.95","-"
"Life Satisfaction","2015","Bangladeshi","Male","All","Medium (5 - 6)","N/A","17.47","21.59","13.35","-"
"Life Satisfaction","2015","Bangladeshi","Female","All","Very High (9 - 10)","N/A","32.93","37.93","27.94","-"
"Life Satisfaction","2015","Bangladeshi","Male","All","Very High (9 - 10)","N/A","27.51","32.09","22.93","-"
"Life Satisfaction","2015","Black / African / Caribbean / Black British","Female","All","High (7 - 8)","N/A","42.64","44.57","40.71","-"
"Life Satisfaction","2015","Black / African / Caribbean / Black British","Male","All","High (7 - 8)","N/A","45.69","48.38","43","-"
"Life Satisfaction","2015","Black / African / Caribbean / Black British","Female","All","Low (0 - 4)","N/A","8.52","9.52","7.53","-"
"Life Satisfaction","2015","Black / African / Caribbean / Black British","Male","All","Low (0 - 4)","N/A","9.02","10.53","7.51","-"
"Life Satisfaction","2015","Black / African / Caribbean / Black British","Female","All","Medium (5 - 6)","N/A","25.5","27.21","23.79","-"
"Life Satisfaction","2015","Black / African / Caribbean / Black British","Male","All","Medium (5 - 6)","N/A","23.08","25.27","20.9","-"
"Life Satisfaction","2015","Black / African / Caribbean / Black British","Female","All","Very High (9 - 10)","N/A","23.34","24.99","21.69","-"
"Life Satisfaction","2015","Black / African / Caribbean / Black British","Male","All","Very High (9 - 10)","N/A","22.22","24.48","19.95","-"
"Life Satisfaction","2015","Chinese","Female","All","High (7 - 8)","N/A","64.65","69.41","59.89","-"
"Life Satisfaction","2015","Chinese","Male","All","High (7 - 8)","N/A","63.5","69.19","57.81","-"
"Life Satisfaction","2015","Chinese","Female","All","Low (0 - 4)","N/A","?","?","?","-"
"Life Satisfaction","2015","Chinese","Male","All","Low (0 - 4)","N/A","?","?","?","-"
"Life Satisfaction","2015","Chinese","Female","All","Medium (5 - 6)","N/A","12.4","15.44","9.35","-"
"Life Satisfaction","2015","Chinese","Male","All","Medium (5 - 6)","N/A","13.62","17.34","9.9","-"
"Life Satisfaction","2015","Chinese","Female","All","Very High (9 - 10)","N/A","21.65","25.85","17.45","-"
"Life Satisfaction","2015","Chinese","Male","All","Very High (9 - 10)","N/A","20.32","25.42","15.22","-"
"Life Satisfaction","2015","Gypsy / Traveller / Irish Traveller","Female","All","High (7 - 8)","N/A","?","?","?","-"
"Life Satisfaction","2015","Gypsy / Traveller / Irish Traveller","Male","All","High (7 - 8)","N/A","?","?","?","-"
"Life Satisfaction","2015","Gypsy / Traveller / Irish Traveller","Female","All","Low (0 - 4)","N/A","?","?","?","-"
"Life Satisfaction","2015","Gypsy / Traveller / Irish Traveller","Male","All","Low (0 - 4)","N/A","?","?","?","-"
"Life Satisfaction","2015","Gypsy / Traveller / Irish Traveller","Female","All","Medium (5 - 6)","N/A","?","?","?","-"
"Life Satisfaction","2015","Gypsy / Traveller / Irish Traveller","Male","All","Medium (5 - 6)","N/A","?","?","?","-"
"Life Satisfaction","2015","Gypsy / Traveller / Irish Traveller","Female","All","Very High (9 - 10)","N/A","?","?","?","-"
"Life Satisfaction","2015","Gypsy / Traveller / Irish Traveller","Male","All","Very High (9 - 10)","N/A","?","?","?","-"
"Life Satisfaction","2015","Indian","Female","All","High (7 - 8)","N/A","51.6","53.99","49.21","-"
"Life Satisfaction","2015","Indian","Male","All","High (7 - 8)","N/A","51.69","54.03","49.35","-"
"Life Satisfaction","2015","Indian","Female","All","Low (0 - 4)","N/A","3.48","4.32","2.65","-"
"Life Satisfaction","2015","Indian","Male","All","Low (0 - 4)","N/A","3.51","4.3","2.73","-"
"Life Satisfaction","2015","Indian","Female","All","Medium (5 - 6)","N/A","16.53","18.3","14.75","-"
"Life Satisfaction","2015","Indian","Male","All","Medium (5 - 6)","N/A","15.02","16.69","13.35","-"
"Life Satisfaction","2015","Indian","Female","All","Very High (9 - 10)","N/A","28.39","30.59","26.2","-"
"Life Satisfaction","2015","Indian","Male","All","Very High (9 - 10)","N/A","29.77","31.96","27.59","-"
"Life Satisfaction","2015","Mixed / Multiple ethnic groups","Female","All","High (7 - 8)","N/A","47.66","51.26","44.07","-"
"Life Satisfaction","2015","Mixed / Multiple ethnic groups","Male","All","High (7 - 8)","N/A","52.67","57.17","48.18","-"
"Life Satisfaction","2015","Mixed / Multiple ethnic groups","Female","All","Low (0 - 4)","N/A","6.87","8.59","5.15","-"
"Life Satisfaction","2015","Mixed / Multiple ethnic groups","Male","All","Low (0 - 4)","N/A","4.95","6.73","3.16","-"
"Life Satisfaction","2015","Mixed / Multiple ethnic groups","Female","All","Medium (5 - 6)","N/A","22.88","25.98","19.79","-"
"Life Satisfaction","2015","Mixed / Multiple ethnic groups","Male","All","Medium (5 - 6)","N/A","19.62","23.28","15.97","-"
"Life Satisfaction","2015","Mixed / Multiple ethnic groups","Female","All","Very High (9 - 10)","N/A","22.59","25.46","19.71","-"
"Life Satisfaction","2015","Mixed / Multiple ethnic groups","Male","All","Very High (9 - 10)","N/A","22.76","26.72","18.8","-"
"Life Satisfaction","2015","Other Asian background","Female","All","High (7 - 8)","N/A","49.36","53.09","45.63","-"
"Life Satisfaction","2015","Other Asian background","Male","All","High (7 - 8)","N/A","49.14","53.24","45.05","-"
"Life Satisfaction","2015","Other Asian background","Female","All","Low (0 - 4)","N/A","3.5","4.67","2.33","-"
"Life Satisfaction","2015","Other Asian background","Male","All","Low (0 - 4)","N/A","5.83","7.76","3.91","-"
"Life Satisfaction","2015","Other Asian background","Female","All","Medium (5 - 6)","N/A","17.59","20.5","14.68","-"
"Life Satisfaction","2015","Other Asian background","Male","All","Medium (5 - 6)","N/A","16.37","19.1","13.63","-"
"Life Satisfaction","2015","Other Asian background","Female","All","Very High (9 - 10)","N/A","29.55","32.97","26.13","-"
"Life Satisfaction","2015","Other Asian background","Male","All","Very High (9 - 10)","N/A","28.66","32.48","24.84","-"
"Life Satisfaction","2015","Other ethnic group","Female","All","High (7 - 8)","N/A","49.69","52.93","46.44","-"
"Life Satisfaction","2015","Other ethnic group","Male","All","High (7 - 8)","N/A","50.87","54.52","47.23","-"
"Life Satisfaction","2015","Other ethnic group","Female","All","Low (0 - 4)","N/A","4.4","5.58","3.22","-"
"Life Satisfaction","2015","Other ethnic group","Male","All","Low (0 - 4)","N/A","5.44","6.93","3.94","-"
"Life Satisfaction","2015","Other ethnic group","Female","All","Medium (5 - 6)","N/A","19.54","22.01","17.08","-"
"Life Satisfaction","2015","Other ethnic group","Male","All","Medium (5 - 6)","N/A","16.6","19.12","14.08","-"
"Life Satisfaction","2015","Other ethnic group","Female","All","Very High (9 - 10)","N/A","26.37","29.29","23.45","-"
"Life Satisfaction","2015","Other ethnic group","Male","All","Very High (9 - 10)","N/A","27.08","30.22","23.94","-"
"Life Satisfaction","2015","Pakistani","Female","All","High (7 - 8)","N/A","45.8","48.96","42.64","-"
"Life Satisfaction","2015","Pakistani","Male","All","High (7 - 8)","N/A","44.37","47.59","41.15","-"
"Life Satisfaction","2015","Pakistani","Female","All","Low (0 - 4)","N/A","4.65","5.89","3.42","-"
"Life Satisfaction","2015","Pakistani","Male","All","Low (0 - 4)","N/A","5.68","7.03","4.33","-"
"Life Satisfaction","2015","Pakistani","Female","All","Medium (5 - 6)","N/A","19.26","21.69","16.84","-"
"Life Satisfaction","2015","Pakistani","Male","All","Medium (5 - 6)","N/A","20.24","22.84","17.64","-"
"Life Satisfaction","2015","Pakistani","Female","All","Very High (9 - 10)","N/A","30.28","33.25","27.31","-"
"Life Satisfaction","2015","Pakistani","Male","All","Very High (9 - 10)","N/A","29.71","32.87","26.54","-"
"Life Satisfaction","2015","All","Female","All","High (7 - 8)","N/A","49.66","49.97","49.36","-"
"Life Satisfaction","2015","All","Male","All","High (7 - 8)","N/A","53.54","53.9","53.18","-"
"Life Satisfaction","2015","All","Female","All","Low (0 - 4)","N/A","4.86","4.99","4.74","-"
"Life Satisfaction","2015","All","Male","All","Low (0 - 4)","N/A","5.12","5.27","4.97","-"
"Life Satisfaction","2015","All","Female","All","Medium (5 - 6)","N/A","15.53","15.75","15.31","-"
"Life Satisfaction","2015","All","Male","All","Medium (5 - 6)","N/A","14.48","14.73","14.23","-"
"Life Satisfaction","2015","All","Female","All","Very High (9 - 10)","N/A","29.95","30.23","29.67","-"
"Life Satisfaction","2015","All","Male","All","Very High (9 - 10)","N/A","26.86","27.17","26.54","-"
"Life Satisfaction","2015","White","Female","All","High (7 - 8)","N/A","49.86","50.18","49.54","-"
"Life Satisfaction","2015","White","Male","All","High (7 - 8)","N/A","54.08","54.45","53.71","-"
"Life Satisfaction","2015","White","Female","All","Low (0 - 4)","N/A","4.78","4.91","4.65","-"
"Life Satisfaction","2015","White","Male","All","Low (0 - 4)","N/A","5.04","5.2","4.89","-"
"Life Satisfaction","2015","White","Female","All","Medium (5 - 6)","N/A","15","15.23","14.78","-"
"Life Satisfaction","2015","White","Male","All","Medium (5 - 6)","N/A","13.97","14.23","13.71","-"
"Life Satisfaction","2015","White","Female","All","Very High (9 - 10)","N/A","30.35","30.64","30.06","-"
"Life Satisfaction","2015","White","Male","All","Very High (9 - 10)","N/A","26.91","27.24","26.57","-"
"Life Satisfaction","2015","Arab","All","Higher managerial and professional","All","7.7","N/A","8.16","7.25","-"
"Life Satisfaction","2015","Arab","All","Intermediate occupations","All","?","N/A","?","?","-"
"Life Satisfaction","2015","Arab","All","Lower managerial and professional","All","7.63","N/A","8.06","7.19","-"
"Life Satisfaction","2015","Arab","All","Lower supervisory and technical","All","?","N/A","?","?","-"
"Life Satisfaction","2015","Arab","All","Never worked, unemployed, and nec","All","7.31","N/A","7.62","7.01","-"
"Life Satisfaction","2015","Arab","All","Routine occupations","All","?","N/A","?","?","-"
"Life Satisfaction","2015","Arab","All","Semi-routine occupations","All","6.88","N/A","7.44","6.33","-"
"Life Satisfaction","2015","Arab","All","Small employers and own account workers","All","?","N/A","?","?","-"
"Life Satisfaction","2015","Bangladeshi","All","Higher managerial and professional","All","7.6","N/A","7.94","7.26","-"
"Life Satisfaction","2015","Bangladeshi","All","Intermediate occupations","All","7.5","N/A","7.88","7.13","-"
"Life Satisfaction","2015","Bangladeshi","All","Lower managerial and professional","All","7.48","N/A","7.86","7.1","-"
"Life Satisfaction","2015","Bangladeshi","All","Lower supervisory and technical","All","7.81","N/A","8.26","7.36","-"
"Life Satisfaction","2015","Bangladeshi","All","Never worked, unemployed, and nec","All","7.6","N/A","7.84","7.36","-"
"Life Satisfaction","2015","Bangladeshi","All","Routine occupations","All","7.54","N/A","8","7.08","-"
"Life Satisfaction","2015","Bangladeshi","All","Semi-routine occupations","All","6.98","N/A","7.47","6.5","-"
"Life Satisfaction","2015","Bangladeshi","All","Small employers and own account workers","All","7.85","N/A","8.28","7.42","-"
"Life Satisfaction","2015","Black / African / Caribbean / Black British","All","Higher managerial and professional","All","7.46","N/A","7.64","7.29","-"
"Life Satisfaction","2015","Black / African / Caribbean / Black British","All","Intermediate occupations","All","6.99","N/A","7.18","6.81","-"
"Life Satisfaction","2015","Black / African / Caribbean / Black British","All","Lower managerial and professional","All","7.13","N/A","7.25","7.01","-"
"Life Satisfaction","2015","Black / African / Caribbean / Black British","All","Lower supervisory and technical","All","7.03","N/A","7.38","6.68","-"
"Life Satisfaction","2015","Black / African / Caribbean / Black British","All","Never worked, unemployed, and nec","All","7.11","N/A","7.24","6.98","-"
"Life Satisfaction","2015","Black / African / Caribbean / Black British","All","Routine occupations","All","6.94","N/A","7.15","6.74","-"
"Life Satisfaction","2015","Black / African / Caribbean / Black British","All","Semi-routine occupations","All","6.91","N/A","7.09","6.73","-"
"Life Satisfaction","2015","Black / African / Caribbean / Black British","All","Small employers and own account workers","All","7.12","N/A","7.4","6.84","-"
"Life Satisfaction","2015","Chinese","All","Higher managerial and professional","All","7.66","N/A","7.86","7.47","-"
"Life Satisfaction","2015","Chinese","All","Intermediate occupations","All","7.48","N/A","7.85","7.12","-"
"Life Satisfaction","2015","Chinese","All","Lower managerial and professional","All","7.53","N/A","7.72","7.33","-"
"Life Satisfaction","2015","Chinese","All","Lower supervisory and technical","All","?","N/A","?","?","-"
"Life Satisfaction","2015","Chinese","All","Never worked, unemployed, and nec","All","7.78","N/A","7.97","7.6","-"
"Life Satisfaction","2015","Chinese","All","Routine occupations","All","?","N/A","?","?","-"
"Life Satisfaction","2015","Chinese","All","Semi-routine occupations","All","7.31","N/A","7.69","6.93","-"
"Life Satisfaction","2015","Chinese","All","Small employers and own account workers","All","7.8","N/A","8.19","7.41","-"
"Life Satisfaction","2015","Gypsy / Traveller / Irish Traveller","All","Higher managerial and professional","All","?","N/A","?","?","-"
"Life Satisfaction","2015","Gypsy / Traveller / Irish Traveller","All","Intermediate occupations","All","?","N/A","?","?","-"
"Life Satisfaction","2015","Gypsy / Traveller / Irish Traveller","All","Lower managerial and professional","All","?","N/A","?","?","-"
"Life Satisfaction","2015","Gypsy / Traveller / Irish Traveller","All","Lower supervisory and technical","All","?","N/A","?","?","-"
"Life Satisfaction","2015","Gypsy / Traveller / Irish Traveller","All","Never worked, unemployed, and nec","All","?","N/A","?","?","-"
"Life Satisfaction","2015","Gypsy / Traveller / Irish Traveller","All","Routine occupations","All","?","N/A","?","?","-"
"Life Satisfaction","2015","Gypsy / Traveller / Irish Traveller","All","Semi-routine occupations","All","?","N/A","?","?","-"
"Life Satisfaction","2015","Gypsy / Traveller / Irish Traveller","All","Small employers and own account workers","All","?","N/A","?","?","-"
"Life Satisfaction","2015","Indian","All","Higher managerial and professional","All","7.82","N/A","7.93","7.71","-"
"Life Satisfaction","2015","Indian","All","Intermediate occupations","All","7.59","N/A","7.74","7.43","-"
"Life Satisfaction","2015","Indian","All","Lower managerial and professional","All","7.7","N/A","7.81","7.58","-"
"Life Satisfaction","2015","Indian","All","Lower supervisory and technical","All","7.52","N/A","7.82","7.23","-"
"Life Satisfaction","2015","Indian","All","Never worked, unemployed, and nec","All","7.63","N/A","7.76","7.5","-"
"Life Satisfaction","2015","Indian","All","Routine occupations","All","7.66","N/A","7.92","7.4","-"
"Life Satisfaction","2015","Indian","All","Semi-routine occupations","All","7.58","N/A","7.77","7.38","-"
"Life Satisfaction","2015","Indian","All","Small employers and own account workers","All","7.57","N/A","7.87","7.27","-"
"Life Satisfaction","2015","Mixed / Multiple ethnic groups","All","Higher managerial and professional","All","7.55","N/A","7.76","7.34","-"
"Life Satisfaction","2015","Mixed / Multiple ethnic groups","All","Intermediate occupations","All","7.22","N/A","7.48","6.96","-"
"Life Satisfaction","2015","Mixed / Multiple ethnic groups","All","Lower managerial and professional","All","7.38","N/A","7.56","7.19","-"
"Life Satisfaction","2015","Mixed / Multiple ethnic groups","All","Lower supervisory and technical","All","7.28","N/A","7.72","6.84","-"
"Life Satisfaction","2015","Mixed / Multiple ethnic groups","All","Never worked, unemployed, and nec","All","7.13","N/A","7.35","6.91","-"
"Life Satisfaction","2015","Mixed / Multiple ethnic groups","All","Routine occupations","All","7.1","N/A","7.71","6.5","-"
"Life Satisfaction","2015","Mixed / Multiple ethnic groups","All","Semi-routine occupations","All","7.26","N/A","7.53","7","-"
"Life Satisfaction","2015","Mixed / Multiple ethnic groups","All","Small employers and own account workers","All","7.15","N/A","7.58","6.71","-"
"Life Satisfaction","2015","Other Asian Background","All","Higher managerial and professional","All","7.96","N/A","8.2","7.72","-"
"Life Satisfaction","2015","Other Asian Background","All","Intermediate occupations","All","7.55","N/A","7.84","7.27","-"
"Life Satisfaction","2015","Other Asian Background","All","Lower managerial and professional","All","7.6","N/A","7.79","7.41","-"
"Life Satisfaction","2015","Other Asian Background","All","Lower supervisory and technical","All","7.4","N/A","8.12","6.68","-"
"Life Satisfaction","2015","Other Asian Background","All","Never worked, unemployed, and nec","All","7.49","N/A","7.66","7.32","-"
"Life Satisfaction","2015","Other Asian Background","All","Routine occupations","All","7.55","N/A","7.97","7.13","-"
"Life Satisfaction","2015","Other Asian Background","All","Semi-routine occupations","All","7.73","N/A","7.99","7.47","-"
"Life Satisfaction","2015","Other Asian Background","All","Small employers and own account workers","All","7.32","N/A","7.75","6.89","-"
"Life Satisfaction","2015","Other ethnic group","All","Higher managerial and professional","All","7.78","N/A","8.01","7.56","-"
"Life Satisfaction","2015","Other ethnic group","All","Intermediate occupations","All","7.45","N/A","7.74","7.16","-"
"Life Satisfaction","2015","Other ethnic group","All","Lower managerial and professional","All","7.44","N/A","7.62","7.27","-"
"Life Satisfaction","2015","Other ethnic group","All","Lower supervisory and technical","All","7.62","N/A","8.05","7.19","-"
"Life Satisfaction","2015","Other ethnic group","All","Never worked, unemployed, and nec","All","7.43","N/A","7.59","7.26","-"
"Life Satisfaction","2015","Other ethnic group","All","Routine occupations","All","7.5","N/A","7.76","7.24","-"
"Life Satisfaction","2015","Other ethnic group","All","Semi-routine occupations","All","7.35","N/A","7.61","7.1","-"
"Life Satisfaction","2015","Other ethnic group","All","Small employers and own account workers","All","7.5","N/A","7.82","7.17","-"
"Life Satisfaction","2015","Pakistani","All","Higher managerial and professional","All","7.76","N/A","7.94","7.58","-"
"Life Satisfaction","2015","Pakistani","All","Intermediate occupations","All","7.47","N/A","7.73","7.21","-"
"Life Satisfaction","2015","Pakistani","All","Lower managerial and professional","All","7.7","N/A","7.88","7.51","-"
"Life Satisfaction","2015","Pakistani","All","Lower supervisory and technical","All","7.6","N/A","8.02","7.19","-"
"Life Satisfaction","2015","Pakistani","All","Never worked, unemployed, and nec","All","7.47","N/A","7.63","7.31","-"
"Life Satisfaction","2015","Pakistani","All","Routine occupations","All","7.16","N/A","7.54","6.78","-"
"Life Satisfaction","2015","Pakistani","All","Semi-routine occupations","All","7.6","N/A","7.89","7.32","-"
"Life Satisfaction","2015","Pakistani","All","Small employers and own account workers","All","7.34","N/A","7.59","7.09","-"
"Life Satisfaction","2015","All","All","Higher managerial and professional","All","7.84","N/A","7.86","7.83","-"
"Life Satisfaction","2015","All","All","Intermediate occupations","All","7.64","N/A","7.67","7.62","-"
"Life Satisfaction","2015","All","All","Lower managerial and professional","All","7.74","N/A","7.76","7.73","-"
"Life Satisfaction","2015","All","All","Lower supervisory and technical","All","7.6","N/A","7.63","7.56","-"
"Life Satisfaction","2015","All","All","Never worked, unemployed, and nec","All","7.48","N/A","7.5","7.46","-"
"Life Satisfaction","2015","All","All","Routine occupations","All","7.39","N/A","7.43","7.36","-"
"Life Satisfaction","2015","All","All","Semi-routine occupations","All","7.43","N/A","7.46","7.41","-"
"Life Satisfaction","2015","All","All","Small employers and own account workers","All","7.61","N/A","7.64","7.58","-"
"Life Satisfaction","2015","White","All","Higher managerial and professional","All","7.86","N/A","7.88","7.84","-"
"Life Satisfaction","2015","White","All","Intermediate occupations","All","7.67","N/A","7.7","7.65","-"
"Life Satisfaction","2015","White","All","Lower managerial and professional","All","7.77","N/A","7.79","7.76","-"
"Life Satisfaction","2015","White","All","Lower supervisory and technical","All","7.62","N/A","7.65","7.58","-"
"Life Satisfaction","2015","White","All","Never worked, unemployed, and nec","All","7.49","N/A","7.51","7.47","-"
"Life Satisfaction","2015","White","All","Routine occupations","All","7.41","N/A","7.44","7.37","-"
"Life Satisfaction","2015","White","All","Semi-routine occupations","All","7.45","N/A","7.48","7.42","-"
"Life Satisfaction","2015","White","All","Small employers and own account workers","All","7.64","N/A","7.67","7.61","-"
"Life Satisfaction","2015","Arab","All","Higher managerial and professional","High (7 - 8)","N/A","49.84","62.36","37.33","-"
"Life Satisfaction","2015","Arab","All","Intermediate occupations","High (7 - 8)","N/A","?","?","?","-"
"Life Satisfaction","2015","Arab","All","Lower managerial and professional","High (7 - 8)","N/A","49.48","64.7","34.26","-"
"Life Satisfaction","2015","Arab","All","Lower supervisory and technical","High (7 - 8)","N/A","?","?","?","-"
"Life Satisfaction","2015","Arab","All","Never worked, unemployed, and nec","High (7 - 8)","N/A","45.84","52.97","38.71","-"
"Life Satisfaction","2015","Arab","All","Routine occupations","High (7 - 8)","N/A","?","?","?","-"
"Life Satisfaction","2015","Arab","All","Semi-routine occupations","High (7 - 8)","N/A","40.91","55.73","26.09","-"
"Life Satisfaction","2015","Arab","All","Small employers and own account workers","High (7 - 8)","N/A","?","?","?","-"
"Life Satisfaction","2015","Arab","All","Higher managerial and professional","Low (0 - 4)","N/A","?","?","?","-"
"Life Satisfaction","2015","Arab","All","Intermediate occupations","Low (0 - 4)","N/A","?","?","?","-"
"Life Satisfaction","2015","Arab","All","Lower managerial and professional","Low (0 - 4)","N/A","?","?","?","-"
"Life Satisfaction","2015","Arab","All","Lower supervisory and technical","Low (0 - 4)","N/A","?","?","?","-"
"Life Satisfaction","2015","Arab","All","Never worked, unemployed, and nec","Low (0 - 4)","N/A","?","?","?","-"
